"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.569962597E1,4.816796427E1,1.154942864E1,5.153564611E2,3.717079401E0,1.923068994E2,6.000906205E0,6.000906205E0
1.669962049E1,4.816792148E1,1.154942783E1,5.152780835E2,4.367083073E0,1.861351951E2,6.000906205E0,6.000906205E0
1.769961572E1,4.816787245E1,1.154942310E1,5.151745548E2,4.129731178E0,1.789605322E2,4.000604137E0,4.000604137E0
1.869960928E1,4.816782829E1,1.154943456E1,5.150464285E2,4.281628609E0,1.746963495E2,4.000604137E0,4.000604137E0
1.969960368E1,4.816778464E1,1.154944929E1,5.149130409E2,4.281628609E0,1.765385744E2,4.000604137E0,4.000604137E0
2.069959831E1,4.816774610E1,1.154946354E1,5.147734692E2,4.116859913E0,1.779760560E2,4.000604137E0,4.000604137E0
2.169959283E1,4.816770734E1,1.154947317E1,5.146750272E2,4.240621090E0,1.760028963E2,4.000604137E0,4.000604137E0
2.269958758E1,4.816767041E1,1.154948000E1,5.146186010E2,4.240621090E0,1.751818803E2,4.000604137E0,4.000604137E0
2.369958198E1,4.816763270E1,1.154948295E1,5.145916998E2,4.295598984E0,1.754602925E2,4.000604137E0,4.000604137E0
2.469957542E1,4.816759055E1,1.154949492E1,5.145835165E2,4.375014782E0,1.750515466E2,4.000604137E0,4.000604137E0
2.569957089E1,4.816755060E1,1.154950832E1,5.145961564E2,4.357128620E0,1.751372655E2,4.000604137E0,4.000604137E0
2.669956493E1,4.816750921E1,1.154951205E1,5.146280174E2,4.357128620E0,1.749913180E2,4.000604137E0,4.000604137E0
2.769955981E1,4.816746957E1,1.154950648E1,5.146662498E2,4.300374031E0,1.748417505E2,4.000604137E0,4.000604137E0
2.869955456E1,4.816743073E1,1.154951323E1,5.147167101E2,4.284729958E0,1.747626843E2,4.000604137E0,4.000604137E0
2.969954872E1,4.816739272E1,1.154950998E1,5.147937165E2,4.284729958E0,1.745672725E2,4.000604137E0,4.000604137E0
3.069954312E1,4.816735482E1,1.154951706E1,5.148787060E2,4.483901024E0,1.760698049E2,4.000604137E0,4.000604137E0
3.169953716E1,4.816731314E1,1.154952512E1,5.149748209E2,4.959503651E0,1.808711137E2,4.000604137E0,4.000604137E0
3.269953227E1,4.816727107E1,1.154952519E1,5.150797937E2,4.483901024E0,1.879890587E2,4.000604137E0,4.000604137E0
3.369952583E1,4.816722990E1,1.154951813E1,5.151862016E2,4.304621696E0,1.807070799E2,4.000604137E0,4.000604137E0
3.469952083E1,4.816718870E1,1.154953722E1,5.152920390E2,4.125770569E0,1.798312584E2,4.000604137E0,4.000604137E0
3.569951499E1,4.816714896E1,1.154953390E1,5.153417340E2,4.398327351E0,1.903557876E2,4.000604137E0,4.000604137E0
3.669950986E1,4.816711291E1,1.154952254E1,5.153379145E2,4.398327351E0,1.874854006E2,4.000604137E0,4.000604137E0
3.769950402E1,4.816708296E1,1.154951422E1,5.152968831E2,3.641154051E0,1.883334505E2,4.000604137E0,4.000604137E0
3.869949806E1,4.816705289E1,1.154952255E1,5.152360905E2,3.641154051E0,1.762726342E2,4.000604137E0,4.000604137E0
3.969949329E1,4.816702393E1,1.154952911E1,5.151734317E2,3.041994333E0,1.464915887E2,4.000604137E0,4.000604137E0
4.069948721E1,4.816699479E1,1.154955179E1,5.151121792E2,2.627759457E0,1.027615553E2,4.000604137E0,4.000604137E0
4.169948256E1,4.816698283E1,1.154959909E1,5.150696343E2,2.627759457E0,5.203903370E1,4.000604137E0,4.000604137E0
4.269947708E1,4.816699898E1,1.154963563E1,5.150833424E2,2.627759457E0,2.046291720E1,4.000604137E0,4.000604137E0
4.369947135E1,4.816702296E1,1.154964624E1,5.151403590E2,2.540813923E0,3.524861736E2,4.000604137E0,4.000604137E0
4.469946492E1,4.816704822E1,1.154963171E1,5.151991246E2,2.935339928E0,3.270858748E2,4.000604137E0,4.000604137E0
4.569946015E1,4.816707622E1,1.154960202E1,5.152354883E2,3.537655354E0,3.335697734E2,4.000604137E0,4.000604137E0
4.669945395E1,4.816710580E1,1.154958309E1,5.152502757E2,3.550613880E0,3.339554605E2,4.000604137E0,4.000604137E0
4.769944906E1,4.816713688E1,1.154955384E1,5.152646634E2,3.550613880E0,3.500053942E2,4.000604137E0,4.000604137E0
4.869944322E1,4.816717610E1,1.154954906E1,5.152821422E2,3.814978600E0,7.798120357E-1,4.000604137E0,4.000604137E0
4.969943786E1,4.816721734E1,1.154954395E1,5.153219028E2,4.192140102E0,3.595497639E2,4.000604137E0,4.000604137E0
5.069943237E1,4.816725954E1,1.154953277E1,5.153807556E2,4.481501579E0,3.590633725E2,6.000906205E0,6.000906205E0
5.169942641E1,4.816730251E1,1.154952564E1,5.153937820E2,4.481501579E0,3.570307629E2,6.000906205E0,6.000906205E0
5.269942105E1,4.816734383E1,1.154951480E1,5.153613566E2,4.481501579E0,3.572511594E2,6.000906205E0,6.000906205E0
5.369941580E1,4.816738864E1,1.154953910E1,5.152957117E2,4.570833683E0,3.572009712E2,6.000906205E0,6.000906205E0
5.469940996E1,4.816743003E1,1.154952570E1,5.152271843E2,4.594526291E0,3.575329730E2,4.000604137E0,4.000604137E0
5.569940400E1,4.816747305E1,1.154952048E1,5.151362862E2,4.752884388E0,3.569673514E2,4.000604137E0,4.000604137E0
5.669939780E1,4.816751518E1,1.154951649E1,5.150318900E2,4.752884388E0,3.567980720E2,4.000604137E0,4.000604137E0
5.769939220E1,4.816755291E1,1.154950939E1,5.149285060E2,4.216570854E0,3.568342173E2,4.000604137E0,4.000604137E0
5.869938803E1,4.816759011E1,1.154950426E1,5.148412084E2,4.092799187E0,3.569449210E2,4.000604137E0,4.000604137E0
5.969938266E1,4.816763309E1,1.154953182E1,5.147696368E2,4.092799187E0,3.553722290E2,4.000604137E0,4.000604137E0
6.069937587E1,4.816767781E1,1.154952796E1,5.147294108E2,4.603750706E0,3.539690896E2,4.000604137E0,4.000604137E0
6.169937074E1,4.816772330E1,1.154951113E1,5.146859473E2,4.688499451E0,3.512986222E2,4.000604137E0,4.000604137E0
6.269936562E1,4.816776772E1,1.154949899E1,5.146363373E2,4.603750706E0,3.522840273E2,4.000604137E0,4.000604137E0
6.369935989E1,4.816781233E1,1.154949171E1,5.145895733E2,4.597140789E0,3.543960310E2,6.000906205E0,6.000906205E0
6.469935453E1,4.816785536E1,1.154948670E1,5.145984101E2,4.560895443E0,3.546449778E2,4.000604137E0,4.000604137E0
6.569934785E1,4.816789690E1,1.154947672E1,5.146601031E2,4.560867786E0,3.553222867E2,4.000604137E0,4.000604137E0
6.669934297E1,4.816793744E1,1.154947151E1,5.147547673E2,4.560867786E0,3.541960704E2,4.000604137E0,4.000604137E0
6.769933724E1,4.816797657E1,1.154945344E1,5.148688235E2,4.419602394E0,3.553444165E2,4.000604137E0,4.000604137E0
6.869933188E1,4.816801441E1,1.154944442E1,5.149931137E2,4.379604816E0,3.553905886E2,4.000604137E0,4.000604137E0
6.969932628E1,4.816805093E1,1.154944670E1,5.151221076E2,4.082847595E0,3.550820552E2,4.000604137E0,4.000604137E0
7.069932044E1,4.816808712E1,1.154943558E1,5.152522311E2,3.668562412E0,3.551874587E2,4.000604137E0,4.000604137E0
7.169931543E1,4.816812058E1,1.154942404E1,5.153333038E2,3.930267572E0,3.551902181E2,4.000604137E0,4.000604137E0
7.269931018E1,4.816815791E1,1.154941157E1,5.153698656E2,3.930267572E0,3.552814695E2,4.000604137E0,4.000604137E0
7.369930470E1,4.816819651E1,1.154941246E1,5.153761585E2,4.323286057E0,3.571243638E2,6.000906205E0,6.000906205E0
7.469929969E1,4.816823006E1,1.154941562E1,5.153794795E2,4.323286057E0,7.218467495E0,6.000906205E0,6.000906205E0
7.569929409E1,4.816825803E1,1.154944199E1,5.153853597E2,3.288686037E0,1.345725534E1,4.000604137E0,4.000604137E0
7.669928741E1,4.816828363E1,1.154944723E1,5.154214885E2,3.288686037E0,9.466830020E0,8.001208274E0,8.001208274E0
