"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.507032931E1,4.816042220E1,1.156174783E1,5.144944358E2,3.619667530E0,1.924811000E1,1.200181241E1,1.200181241E1
1.607032323E1,4.816047685E1,1.156171924E1,5.144994676E2,3.081761837E0,1.783744371E1,8.001208274E0,8.001208274E0
1.707031763E1,4.816053139E1,1.156174801E1,5.144999708E2,3.790754795E0,1.784908918E1,8.001208274E0,8.001208274E0
1.807031286E1,4.816058141E1,1.156177852E1,5.145000211E2,3.790754795E0,9.105917701E0,8.001208274E0,8.001208274E0
1.907030785E1,4.816062989E1,1.156178923E1,5.145000261E2,3.790754795E0,9.853332496E0,8.001208274E0,8.001208274E0
2.007030213E1,4.816067385E1,1.156180568E1,5.145000266E2,3.845027924E0,1.306415576E1,6.000906205E0,6.000906205E0
2.107029617E1,4.816070436E1,1.156181131E1,5.145000267E2,3.678735971E0,1.674557820E1,6.000906205E0,6.000906205E0
2.207029092E1,4.816073965E1,1.156183177E1,5.145000267E2,3.678735971E0,1.690863019E1,6.000906205E0,6.000906205E0
2.307028496E1,4.816077831E1,1.156184945E1,5.145000267E2,3.541989565E0,1.809765001E1,6.000906205E0,6.000906205E0
2.407027972E1,4.816080985E1,1.156185544E1,5.145000267E2,3.541989565E0,1.698581815E1,6.000906205E0,6.000906205E0
2.507027519E1,4.816083509E1,1.156185735E1,5.145000267E2,3.357796192E0,8.946322648E0,6.000906205E0,6.000906205E0
2.607026923E1,4.816085788E1,1.156185077E1,5.145000267E2,2.069564342E0,7.157094830E0,6.000906205E0,6.000906205E0
2.707026267E1,4.816086607E1,1.156184677E1,5.145000267E2,2.069564342E0,1.772063445E0,6.000906205E0,6.000906205E0
2.807025778E1,4.816088857E1,1.156183807E1,5.145000267E2,1.233222604E0,3.499635661E2,6.000906205E0,6.000906205E0
2.907025170E1,4.816089671E1,1.156182327E1,5.145000267E2,7.802475095E-1,3.225818568E2,8.001208274E0,8.001208274E0
3.007024658E1,4.816088762E1,1.156181225E1,5.145000267E2,1.973125041E-1,2.610344212E2,8.001208274E0,8.001208274E0
3.107024121E1,4.816086114E1,1.156178136E1,5.145000267E2,1.820284605E0,1.844422371E2,8.001208274E0,8.001208274E0
3.207024074E1,4.816083767E1,1.156175591E1,5.145000267E2,1.820284605E0,2.029776356E2,8.001208274E0,8.001208274E0
3.307024205E1,4.816083562E1,1.156174292E1,5.145000267E2,1.820284605E0,1.917712350E2,6.000906205E0,6.000906205E0
3.407024240E1,4.816080534E1,1.156174565E1,5.145000267E2,2.167497396E0,1.875639751E2,6.000906205E0,6.000906205E0
3.507024348E1,4.816077453E1,1.156173361E1,5.145000267E2,2.486550808E0,1.995816519E2,6.000906205E0,6.000906205E0
3.607024455E1,4.816073667E1,1.156170471E1,5.145000267E2,2.962134838E0,2.025248487E2,6.000906205E0,6.000906205E0
3.707024479E1,4.816069902E1,1.156168687E1,5.145000267E2,2.766175985E0,1.998826037E2,8.001208274E0,8.001208274E0
3.807024419E1,4.816065077E1,1.156168255E1,5.145000267E2,2.962134838E0,1.920973492E2,8.001208274E0,8.001208274E0
3.907024336E1,4.816061071E1,1.156167392E1,5.145000267E2,3.944884062E0,1.975776471E2,6.000906205E0,6.000906205E0
4.007024264E1,4.816056468E1,1.156166933E1,5.145000267E2,4.578375816E0,1.932555854E2,6.000906205E0,6.000906205E0
4.107024038E1,4.816051221E1,1.156165996E1,5.145000267E2,4.578375816E0,1.929176959E2,6.000906205E0,6.000906205E0
4.207023942E1,4.816045722E1,1.156165013E1,5.145000267E2,4.301288605E0,1.918376927E2,4.000604137E0,4.000604137E0
4.307023680E1,4.816040776E1,1.156163747E1,5.145000267E2,4.175598145E0,1.932359417E2,4.000604137E0,4.000604137E0
4.407023573E1,4.816036902E1,1.156162620E1,5.145000267E2,4.112350941E0,1.955314454E2,4.000604137E0,4.000604137E0
4.507023299E1,4.816033408E1,1.156159388E1,5.145000267E2,4.050496578E0,1.961911597E2,4.000604137E0,4.000604137E0
4.607023036E1,4.816029606E1,1.156156781E1,5.145000267E2,4.313697815E0,1.974473408E2,6.000906205E0,6.000906205E0
4.707022762E1,4.816025182E1,1.156154288E1,5.145000267E2,4.050496578E0,1.953936668E2,6.000906205E0,6.000906205E0
4.807022464E1,4.816021839E1,1.156152484E1,5.145000267E2,3.897040367E0,1.954253316E2,6.000906205E0,6.000906205E0
4.907022226E1,4.816018825E1,1.156150064E1,5.145000267E2,3.711724043E0,1.958805773E2,6.000906205E0,6.000906205E0
