"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.515117917E-1,-2.487824261E-1,2.386444993E-2,-2.104448155E-2
3.615477917E-1,-3.104744665E-2,5.049217027E-3,-9.711980820E-2
3.715837917E-1,2.446037084E-1,-1.089135036E-1,-5.556560308E-2
3.816187917E-1,4.328070581E-2,-1.090639681E-1,-8.996565640E-2
3.916547917E-1,-4.005918801E-1,-4.877376184E-2,-2.771373838E-3
4.016907917E-1,-2.331475019E-1,2.368845418E-2,3.006513603E-2
4.117257917E-1,2.319546044E-1,-3.061930835E-2,7.967234403E-2
4.217617917E-1,4.405154288E-2,-7.849415392E-2,1.401700526E-1
4.317977917E-1,-4.022977054E-1,-4.373364523E-2,1.660685986E-1
4.418327917E-1,-3.469529450E-1,1.743384078E-2,2.978772521E-1
4.518687917E-1,-2.308062315E-1,1.489639729E-1,3.368364275E-1
4.619047917E-1,-1.202520356E-1,2.559809946E-2,3.318821490E-1
4.719397917E-1,3.194957376E-1,-4.517476633E-2,-7.258144766E-2
4.819757917E-1,4.898219407E-1,-3.600946069E-1,-2.418743223E-1
4.920117917E-1,3.728474081E-1,-3.507909775E-1,-4.324429631E-1
5.020467917E-1,2.655072138E-2,1.760648564E-2,-1.283813268E-1
5.120827917E-1,-1.666505337E-1,2.783612013E-1,7.175332308E-2
5.221187917E-1,-5.464043003E-3,1.454830319E-1,2.482709661E-2
5.321547917E-1,2.938893735E-1,-3.968808949E-1,1.537267119E-1
5.421897917E-1,4.318946600E-1,-3.866082728E-1,-2.119862884E-1
5.522257917E-1,2.838109136E-1,-8.512353897E-2,2.547260374E-2
5.622617917E-1,-1.011757180E-3,1.598284245E-1,1.399278194E-1
5.722967917E-1,-1.384127587E-1,1.148501178E-3,-1.956384629E-2
5.823327917E-1,1.396106742E-2,-2.333124727E-1,1.349178702E-1
5.923687917E-1,1.096338183E-1,-1.268242300E-1,9.026364982E-2
6.024037917E-1,1.505615413E-1,-5.541662499E-2,1.445266157E-1
6.124397917E-1,1.684606373E-1,-5.026432220E-3,8.714087307E-2
6.224757917E-1,1.404002458E-1,-5.202163756E-2,3.504757956E-2
6.325107917E-1,1.762957722E-1,-5.536890775E-2,4.642391577E-2
6.425467917E-1,6.376576424E-2,-7.721003145E-2,1.095440313E-1
6.525827917E-1,9.068940766E-3,-1.082021743E-1,1.191082001E-1
6.626187917E-1,1.673714966E-1,-6.991550326E-2,1.257037818E-1
6.726537917E-1,3.724846244E-1,-1.738880128E-1,1.472444832E-1
6.826897917E-1,4.246865809E-1,-2.386877686E-1,-5.680610426E-3
6.927257917E-1,5.077918246E-2,-6.260628253E-2,1.861627102E-1
7.027607917E-1,-4.854869246E-1,1.544669122E-1,3.550289869E-1
7.127967917E-1,7.435339689E-2,2.595176734E-2,2.123371065E-1
7.228327917E-1,8.131086826E-1,-1.777651459E-1,3.205634356E-1
7.328677917E-1,8.199720085E-2,-2.607209086E-1,4.168435335E-1
7.429037917E-1,-8.211629987E-1,-8.523257449E-3,2.547188103E-1
7.529397917E-1,-3.777419776E-2,7.230148651E-3,4.123153090E-1
7.629747917E-1,7.967334390E-1,-3.684127331E-1,3.582352996E-1
7.730107917E-1,7.848650217E-2,-3.283998668E-1,1.489839703E-1
7.830467917E-1,-5.738627911E-1,-3.624389321E-2,2.977444232E-1
7.930817917E-1,-2.579955384E-2,8.080942929E-2,3.871397376E-1
8.031177917E-1,7.845920920E-1,-1.557196397E-2,1.115755588E-1
8.131537917E-1,4.401130974E-1,-2.295872867E-1,1.857387424E-1
8.231897917E-1,-4.197126925E-1,-2.168415301E-2,1.351445466E-1
8.332247917E-1,-2.475953847E-1,1.283745170E-1,1.666722596E-1
8.432607917E-1,7.399231195E-1,-8.596599847E-2,9.135168046E-2
8.532967917E-1,1.258660078E0,-1.946102530E-1,-7.216805220E-2
8.633318750E-1,5.122144818E-1,-5.600390583E-2,1.897639632E-1
8.733678750E-1,-8.914743662E-1,2.643063068E-1,3.240559101E-1
8.834038750E-1,-9.136525989E-1,3.477711082E-1,4.626702368E-1
8.934388750E-1,-1.959958822E-1,-3.147468567E-1,4.843493402E-1
9.034748750E-1,2.198505998E-1,-5.162445307E-1,-2.144328132E-2
9.135108750E-1,3.404730186E-2,-2.690833211E-1,1.944085211E-1
9.235458750E-1,-8.861070871E-2,2.482977659E-1,2.729395628E-1
9.335818750E-1,-4.621177912E-1,2.805319726E-1,2.520306706E-1
9.436178750E-1,-6.110111475E-1,-3.142413795E-1,3.600612879E-1
9.536528750E-1,-7.937882096E-2,-5.217626691E-1,1.107281521E-1
9.636888750E-1,3.080298901E-1,-3.735814989E-1,2.929192781E-1
9.737248750E-1,-3.999496624E-2,1.222383752E-1,4.008037746E-1
9.837608750E-1,-4.734292030E-1,3.351586461E-1,3.460611701E-1
9.937958750E-1,-2.087078243E-1,3.607819229E-2,3.820428550E-1
1.003831875E0,2.978347540E-1,-1.916721612E-1,2.111907005E-1
1.013867875E0,3.227472007E-1,-2.662401497E-1,2.347673625E-1
1.023902875E0,-5.891492590E-2,-6.559227407E-2,3.214308619E-1
1.033938875E0,-3.263926208E-1,5.367996171E-2,2.809277773E-1
1.043974875E0,-2.858676575E-2,5.880894512E-2,2.859022915E-1
1.054009875E0,3.862248957E-1,-1.362097561E-1,1.604508162E-1
1.064045875E0,1.733384579E-1,-3.070595562E-1,1.133845001E-1
1.074081875E0,-2.070744783E-1,-1.716841906E-1,1.128506139E-1
1.084116875E0,-1.363286674E-1,-9.687119722E-2,1.696422696E-1
1.094152875E0,5.750417709E-2,-1.266136467E-1,1.827412993E-1
1.104188875E0,-2.729287371E-5,-1.122477576E-1,1.314671785E-1
1.114223875E0,-1.454336047E-1,-1.587821543E-1,2.709994912E-1
1.124259875E0,-2.747865319E-1,-2.415792942E-1,2.400684953E-1
1.134295875E0,8.275281638E-2,-2.177198380E-1,2.426586449E-1
1.144331875E0,2.324482948E-1,-1.138525680E-1,3.248331547E-1
1.154366875E0,-9.847743064E-2,1.343906671E-2,3.736899197E-1
1.164402875E0,-4.816160202E-1,-7.083586603E-2,4.522113800E-1
1.174438875E0,-9.807202220E-2,-2.642762661E-1,4.208796620E-1
1.184473875E0,3.189052343E-1,-3.214615285E-1,4.159525335E-1
1.194509875E0,1.108099073E-1,-2.074844539E-1,5.548703074E-1
1.204545875E0,-2.765575051E-1,-5.482592806E-2,6.196003556E-1
1.214580875E0,-1.710261106E-1,-1.775078177E-1,6.347919703E-1
1.224616875E0,1.436314285E-1,-1.405681670E-1,6.551886201E-1
1.234652875E0,1.176111773E-1,-1.320575476E-1,7.657262683E-1
1.244687875E0,-5.889194831E-2,-1.921006441E-1,7.861703038E-1
1.254723875E0,-2.305309474E-1,-1.712217927E-1,7.129525542E-1
1.264759875E0,-1.542969048E-1,-6.122951955E-2,8.174712658E-1
1.274794875E0,2.512864172E-1,-5.653695762E-2,7.721905708E-1
1.284830875E0,1.489984095E-1,-9.056629986E-2,6.849949360E-1
1.294866875E0,-2.741517127E-1,-1.781919748E-1,7.194067240E-1
1.304902875E0,-2.862752080E-1,-2.220526487E-1,7.286417484E-1
1.314937875E0,1.310001165E-1,-1.985846907E-1,6.294790506E-1
1.324973875E0,2.587434351E-1,-6.873747706E-2,6.580712795E-1
1.335009875E0,-8.804025501E-2,4.989946634E-2,7.020725012E-1
1.345044875E0,-2.591411471E-1,-9.802954644E-2,6.047307849E-1
1.355080875E0,-4.176365584E-2,-3.206055164E-1,6.233105063E-1
1.365116875E0,1.952827275E-1,-3.344379961E-1,5.884390473E-1
1.375151875E0,2.314417213E-1,-3.247323930E-1,6.256111264E-1
1.385187875E0,-3.883743286E-2,-1.382546574E-1,5.848541260E-1
1.395223875E0,-4.062302709E-1,4.043483436E-1,7.522668839E-1
1.405258875E0,-7.363551855E-2,1.486039311E-1,1.020606399E0
1.415294875E0,4.857278764E-1,-6.647596955E-1,6.513063908E-1
1.425330875E0,1.377235651E-1,-7.184959054E-1,5.731514096E-1
1.435365875E0,-2.667571604E-1,5.632441491E-2,9.352864027E-1
1.445401875E0,-1.173082590E-1,6.930186152E-1,9.653233886E-1
1.455437875E0,4.458803535E-1,3.057219088E-1,9.538044930E-1
1.465473875E0,3.388098180E-1,-3.173043728E-1,8.067969680E-1
1.475508875E0,-3.630396426E-1,-5.729476213E-1,5.946673751E-1
1.485544875E0,-3.161368668E-1,-5.320992470E-1,9.017508626E-1
1.495580875E0,1.484752744E-1,-1.248006225E-1,8.056827188E-1
1.505615875E0,3.686888516E-1,1.545266360E-1,9.252943397E-1
1.515651875E0,-3.771046922E-2,1.179672182E-1,1.037348747E0
1.525687875E0,-3.105713129E-1,-2.477899939E-1,8.432673812E-1
1.535722875E0,1.003477871E-1,-4.824688435E-1,8.606911302E-1
1.545758875E0,2.225314826E-1,-8.971541375E-2,8.600440025E-1
1.555794875E0,-3.414977342E-2,2.402984798E-1,1.065074921E0
1.565829875E0,-8.058571070E-2,6.924870610E-2,1.029502869E0
1.575865875E0,2.040456831E-1,-2.674666345E-1,8.641318083E-1
1.585901875E0,3.133894801E-1,-4.091113806E-1,8.984889984E-1
1.595937875E0,2.220171392E-1,-8.008786291E-2,8.868870735E-1
1.605972875E0,-8.724670112E-2,2.588105798E-1,1.045955777E0
1.616008875E0,1.244658232E-2,1.082367674E-1,1.028648615E0
1.626044875E0,5.199132562E-1,-2.758600414E-1,8.082658648E-1
1.636079875E0,3.784039617E-1,-1.564588696E-1,7.882110476E-1
1.646115875E0,-1.167863607E-1,5.545738339E-2,9.380705953E-1
1.656151875E0,3.960239142E-2,1.092211083E-1,8.548620343E-1
1.666186875E0,3.928835094E-1,-3.906369954E-2,6.531158686E-1
1.676222875E0,2.968906760E-1,-7.590490580E-2,6.849148870E-1
1.686258875E0,4.967051744E-2,4.118629545E-2,6.168958545E-1
1.696293875E0,8.100698888E-2,5.275938660E-2,5.943711400E-1
1.706329875E0,1.946347505E-1,-8.882038295E-2,5.448794961E-1
1.716365875E0,2.533140779E-1,-1.685471535E-1,3.998292685E-1
1.726400875E0,2.879604697E-1,-9.723222256E-2,4.486995935E-1
1.736436875E0,7.007046789E-2,1.564571559E-1,4.246509373E-1
1.746472875E0,-4.523872864E-3,2.586101592E-1,4.583332539E-1
1.756508875E0,1.332622021E-1,3.132932633E-2,4.200090766E-1
1.766543875E0,3.195830882E-1,-2.757022381E-1,3.021021485E-1
1.776579875E0,8.372612298E-2,-5.259111524E-2,3.296742737E-1
1.786615875E0,-1.250289530E-1,3.305842280E-1,5.009842515E-1
1.796650875E0,1.324238069E-2,1.866180152E-1,4.949015379E-1
1.806686875E0,2.549809515E-1,-1.631423831E-1,3.057973981E-1
1.816722875E0,2.422622293E-1,-2.900168598E-1,3.655618429E-1
1.826757875E0,-4.645399377E-2,4.300957173E-2,3.874295950E-1
1.836793875E0,-1.711229980E-1,2.766461372E-1,4.568715096E-1
1.846829875E0,2.881861478E-2,1.793507487E-1,4.940686822E-1
1.856864875E0,1.470228136E-1,-1.888006032E-1,4.105877280E-1
1.866900917E0,2.277845144E-1,-3.079456687E-1,4.472983479E-1
1.876936917E0,4.849472269E-2,-9.657703340E-2,5.009582043E-1
1.886972917E0,-8.848283440E-2,1.862839609E-1,6.137270927E-1
1.897007917E0,1.510630697E-1,5.911598913E-3,6.362992525E-1
1.907043917E0,2.118430585E-1,-1.917532831E-1,5.074174404E-1
1.917079917E0,2.170570344E-1,-2.225286067E-1,6.991040111E-1
1.927114917E0,2.729698122E-1,5.384450778E-3,7.168713212E-1
1.937150917E0,3.039355017E-2,9.468948841E-2,7.556956410E-1
1.947186917E0,-1.249425039E-1,-1.016102359E-2,9.034872055E-1
1.957221917E0,-3.550075693E-3,-1.486095935E-1,7.820904255E-1
1.967257917E0,2.943252623E-1,-2.636685371E-1,8.761567473E-1
1.977293917E0,2.207924128E-1,-1.322258711E-1,9.344032407E-1
1.987329917E0,-1.890779287E-1,-4.691975564E-2,1.008487821E0
1.997364917E0,-2.264615446E-1,-1.566301584E-1,1.056779385E0
2.007400917E0,8.634030819E-2,-2.282326967E-1,1.000244260E0
2.017436917E0,2.893545628E-1,-8.683381975E-2,1.141378164E0
2.027471917E0,4.762581736E-2,5.435366556E-2,1.277716279E0
2.037507917E0,-1.473051608E-1,-4.018661007E-2,1.242380619E0
2.047543917E0,-1.086006388E-1,-4.509600401E-1,1.171128273E0
2.057578917E0,8.714800328E-2,-3.796541989E-1,1.146423101E0
2.067614917E0,1.836292744E-1,6.585296243E-2,1.400400519E0
2.077650917E0,1.743489206E-1,1.197583899E-1,1.409498811E0
2.087685917E0,-2.634393275E-1,-1.472192407E-1,1.326113343E0
2.097721917E0,-2.729294896E-1,-5.314224362E-1,1.395284414E0
2.107757917E0,7.098553330E-2,-4.202570319E-1,1.340091467E0
2.117793917E0,4.271937907E-1,-1.447196901E-1,1.436676860E0
2.127828917E0,2.474690229E-1,2.943439484E-1,1.517876387E0
2.137864917E0,-1.705941707E-1,-5.639918149E-3,1.503263235E0
2.147900917E0,-1.103079244E-1,-3.564147353E-1,1.309121728E0
2.157935917E0,2.539670765E-1,-2.592436373E-1,1.356292129E0
2.167971917E0,4.842734933E-1,-1.462116390E-1,1.544639945E0
2.178007917E0,7.298006117E-2,2.139207572E-1,1.323945522E0
2.188042917E0,-4.485984445E-1,1.386209428E-1,1.418666124E0
2.198078917E0,3.719426319E-2,-3.255506456E-1,1.360638022E0
2.208114917E0,6.405144930E-1,-2.564474642E-1,1.091747165E0
2.218149917E0,4.302771091E-1,-6.156479195E-2,1.321369767E0
2.228185917E0,-2.511557639E-1,1.058215350E-1,1.300513744E0
2.238221917E0,-2.144416720E-1,9.219388664E-2,1.194525838E0
2.248257917E0,4.144395888E-1,-9.717231244E-2,1.130931973E0
2.258292917E0,6.147132516E-1,-1.105618998E-1,1.047398329E0
2.268328917E0,2.003554851E-1,5.869024619E-2,1.132025361E0
2.278364917E0,-1.375383139E-1,5.794940144E-2,1.122248530E0
2.288399917E0,1.011309996E-1,4.781154543E-2,1.008062482E0
2.298435917E0,4.743365347E-1,-6.836766005E-2,1.010228872E0
2.308471917E0,3.812747598E-1,1.581596676E-3,9.661402702E-1
2.318506917E0,-3.598119691E-2,1.459484249E-1,1.032477975E0
2.328542917E0,-6.512683630E-2,4.896230064E-3,1.093247771E0
2.338578917E0,3.271717727E-1,-2.139182389E-1,9.431518912E-1
2.348614917E0,5.087002516E-1,-5.298048630E-2,9.357488155E-1
2.358649917E0,1.279649884E-1,1.764652580E-1,1.094881177E0
2.368685917E0,5.154505000E-2,4.634219110E-1,1.152856112E0
2.378721917E0,2.497746944E-1,-8.182106912E-2,1.104385495E0
2.388756917E0,3.013984859E-1,-3.118031323E-1,9.475260377E-1
2.398792917E0,1.943718791E-1,-1.254079584E-2,1.042460322E0
2.408828917E0,1.445233673E-1,2.387079448E-1,1.212406993E0
2.418863917E0,3.957830667E-1,2.077433765E-1,1.087340713E0
2.428899917E0,4.345118105E-1,-1.261006445E-1,1.036205053E0
2.438935917E0,3.080604076E-1,-2.124436498E-1,1.057784081E0
2.448971917E0,5.097107589E-2,1.566949785E-1,1.067192793E0
2.459006917E0,1.347692460E-1,2.776201963E-1,1.231947303E0
2.469042917E0,4.064228535E-1,1.768674850E-1,1.131478190E0
2.479078917E0,2.982461154E-1,-4.305062443E-2,1.079472899E0
2.489113917E0,2.160796076E-1,-2.759571075E-1,1.155458212E0
2.499149917E0,1.819474399E-1,-1.241887659E-1,1.046915054E0
2.509185917E0,3.176221550E-1,2.429676652E-1,1.152219892E0
2.519220917E0,3.475840986E-1,2.280111015E-1,1.125863791E0
2.529256917E0,3.016523123E-1,2.537596785E-2,1.031823635E0
2.539292917E0,3.146687150E-1,-1.633462757E-1,1.060565352E0
2.549328917E0,1.896500885E-1,1.065768003E-1,1.013569593E0
2.559363917E0,3.122830689E-1,1.039009988E-1,1.171370029E0
2.569399917E0,4.112173617E-1,7.772611827E-2,1.033950925E0
2.579435917E0,4.138470888E-1,-4.189637303E-2,1.046705723E0
2.589470917E0,2.518227696E-1,-2.159403078E-2,1.081505418E0
2.599506917E0,2.490193099E-1,7.958082855E-2,1.000673890E0
2.609542917E0,2.996598482E-1,9.153016657E-2,1.042809248E0
2.619577917E0,3.752232790E-1,1.386319995E-1,9.832660556E-1
2.629613917E0,2.687980533E-1,1.492960900E-1,9.524897933E-1
2.639649917E0,2.629425824E-1,-2.115510218E-2,9.480468035E-1
2.649685917E0,2.469583005E-1,1.070615742E-2,8.050054908E-1
2.659720917E0,7.337888330E-2,1.890325397E-1,8.549724221E-1
2.669756917E0,2.463163137E-1,2.395574898E-1,9.198923111E-1
2.679792917E0,3.961835802E-1,1.068250164E-1,7.131819725E-1
2.689827917E0,2.804290354E-1,-1.708776951E-1,7.565504909E-1
2.699863917E0,2.193974257E-1,-1.925600618E-1,7.422623634E-1
2.709899917E0,3.584762216E-1,7.580029219E-2,7.786904573E-1
2.719934917E0,5.419479609E-1,2.666985691E-1,8.419730067E-1
2.729970917E0,4.048340321E-1,3.140112162E-1,7.499206066E-1
2.740006917E0,1.475470364E-1,8.788190037E-2,8.234472871E-1
2.750042917E0,5.502375960E-2,-1.054401547E-1,7.961698771E-1
2.760077917E0,3.192935586E-1,-5.038098618E-2,7.710278630E-1
2.770113917E0,3.623507619E-1,1.420859247E-1,8.712822795E-1
2.780149917E0,2.652588785E-1,2.356320024E-1,9.136397243E-1
2.790184917E0,1.518222988E-1,1.646539718E-1,9.241157770E-1
2.800220917E0,1.588297635E-1,-1.141231284E-1,9.026612043E-1
2.810256917E0,3.628995419E-1,-1.805218607E-1,8.698010445E-1
2.820291917E0,2.583450675E-1,1.063689888E-1,8.598890305E-1
2.830327917E0,1.597764492E-1,3.439304233E-1,1.034200907E0
2.840363917E0,3.805654049E-1,7.635734230E-2,1.051887870E0
2.850399917E0,4.571169019E-1,-1.248189136E-1,8.736774325E-1
2.860434917E0,2.211243957E-1,-1.534270793E-1,1.037797213E0
2.870471292E0,2.913492620E-1,-4.496186506E-3,1.043554664E0
2.880507292E0,3.535774946E-1,4.331967235E-2,9.583085775E-1
2.890542292E0,3.671718538E-1,1.880447567E-2,1.075771093E0
2.900578292E0,1.527132839E-1,6.929210573E-2,1.020170689E0
2.910614292E0,5.145990103E-2,-2.216265500E-1,1.114712358E0
2.920650292E0,4.074912518E-2,-2.062247396E-1,1.044114828E0
2.930685292E0,3.160475194E-1,2.195894122E-1,1.167800903E0
2.940721292E0,6.405540705E-1,1.175796092E-1,1.329841495E0
2.950757292E0,2.943961620E-1,1.996064372E-2,1.019585609E0
2.960792292E0,-1.016337201E-1,-2.526971996E-1,1.212155461E0
2.970828292E0,1.528798044E-1,-3.086488843E-1,1.181135058E0
2.980864292E0,6.584603190E-1,1.081760507E-3,1.060237050E0
2.990899292E0,5.971466303E-1,2.127889544E-1,1.330966234E0
3.000935292E0,-3.478187695E-2,2.155343592E-1,1.234534025E0
3.010971292E0,1.222558040E-2,-1.369302124E-1,1.202302337E0
3.021007292E0,7.863216400E-1,-4.344300330E-1,1.100259542E0
3.031042292E0,8.649288416E-1,-1.006371453E-1,9.811472893E-1
3.041078292E0,2.518514693E-1,4.282482266E-1,1.252915740E0
3.051114292E0,2.890173928E-4,3.392123580E-1,1.166173339E0
3.061149292E0,5.160746574E-1,-2.243273854E-1,9.674245715E-1
3.071185292E0,7.066283822E-1,-4.121550918E-1,9.053068757E-1
3.081221292E0,2.616368234E-1,1.842561066E-1,9.766734242E-1
3.091257292E0,2.044231817E-2,2.932851315E-1,1.189968944E0
3.101292292E0,1.213983223E-1,3.338576257E-1,9.017700553E-1
3.111328292E0,5.072259307E-1,-8.104022592E-2,9.006225467E-1
3.121364292E0,6.977860928E-1,-1.021806225E-1,8.869943023E-1
3.131399292E0,3.288922012E-1,2.408949733E-1,9.785828590E-1
3.141435292E0,1.133525446E-1,1.065764949E-1,1.139638186E0
3.151471292E0,2.478978485E-1,-9.271930158E-2,8.512918353E-1
3.161507292E0,4.518795609E-1,-1.686031073E-1,1.008496284E0
3.171542292E0,5.070357323E-1,2.315869182E-1,1.069729805E0
3.181578292E0,2.956300378E-1,3.191109002E-1,1.104800701E0
3.191614292E0,2.099545598E-1,-1.042390242E-1,1.183639407E0
3.201649292E0,2.431556582E-1,-3.379754722E-1,9.465973377E-1
3.211685292E0,3.693830669E-1,-3.342916816E-2,1.130930185E0
3.221721292E0,7.183760405E-1,1.844721735E-1,1.253993869E0
3.231757292E0,6.907558441E-1,2.548829615E-1,1.035741925E0
3.241792292E0,1.924257278E-1,5.910014361E-2,1.203389764E0
3.251828292E0,-3.507641703E-2,-4.473304749E-2,1.209820509E0
3.261864292E0,2.115544230E-1,-1.474222839E-1,1.041204691E0
3.271899292E0,4.502482116E-1,5.717081949E-2,1.246725917E0
3.281935292E0,1.943165660E-1,3.678868711E-1,1.241100311E0
3.291971292E0,1.200400572E-2,2.262629122E-1,1.246941924E0
3.302007292E0,4.088682532E-1,-3.030495346E-1,1.166209102E0
3.312042292E0,4.666056037E-1,-1.869346648E-1,1.022112727E0
3.322078292E0,2.671200037E-1,1.646867990E-1,1.368300200E0
3.332114292E0,2.540944815E-1,3.491037786E-1,1.325134516E0
3.342149292E0,4.163887203E-1,-4.853694886E-2,1.125294209E0
3.352185292E0,3.709656000E-1,-1.847288758E-1,1.244157434E0
3.362221292E0,5.905829072E-1,-2.843830585E-1,1.172041297E0
3.372256292E0,6.750594378E-1,2.052148730E-1,1.110838413E0
3.382292292E0,4.799763858E-1,4.166986644E-1,1.337870955E0
3.392328292E0,2.302368581E-1,2.231278718E-1,1.194491744E0
3.402364292E0,8.143065870E-2,-1.573311388E-1,1.079567194E0
3.412399292E0,2.301205397E-1,-3.447542787E-1,1.222797871E0
3.422435292E0,5.271475911E-1,-2.950290777E-2,1.192449331E0
3.432471292E0,5.430186987E-1,2.916194499E-1,1.296252370E0
3.442506292E0,1.493997723E-1,4.063227177E-1,1.280531287E0
3.452542292E0,3.014060557E-1,-5.407630280E-2,1.243055582E0
3.462578292E0,6.587914228E-1,-3.341048360E-1,1.067911863E0
3.472614292E0,5.017392635E-1,-1.165578738E-1,1.078094006E0
3.482649292E0,2.571492195E-1,4.054498076E-1,1.205584407E0
3.492685292E0,4.722921252E-1,4.661003649E-1,1.177251577E0
3.502721292E0,8.106705546E-1,8.470111340E-2,1.045795918E0
3.512756292E0,6.729931235E-1,-1.996315420E-1,9.313884377E-1
3.522792292E0,3.801100850E-1,8.440172300E-3,9.505392909E-1
3.532828292E0,4.982835948E-1,2.529119551E-1,9.548608065E-1
3.542864292E0,7.500820160E-1,3.750483990E-1,8.373204470E-1
3.552899292E0,5.273014307E-1,3.474279344E-1,8.116475940E-1
3.562935292E0,4.119162261E-1,2.120314986E-1,8.188216090E-1
3.572971292E0,5.787252188E-1,-5.266006663E-2,7.681142092E-1
3.583006292E0,6.196821928E-1,-2.986819111E-2,7.239733934E-1
3.593042292E0,5.963183045E-1,1.546105742E-1,7.893555760E-1
3.603078292E0,5.395799875E-1,4.781187475E-1,7.772284150E-1
3.613114292E0,3.028321862E-1,4.750044644E-1,8.498775959E-1
3.623149292E0,5.684370399E-1,8.031044155E-2,8.478918076E-1
3.633185292E0,7.640827298E-1,-1.854991168E-1,6.169328690E-1
3.643221292E0,4.213480949E-1,3.520959988E-2,7.902083397E-1
3.653256292E0,2.651848495E-1,4.136663377E-1,8.632162213E-1
3.663292292E0,4.551545978E-1,5.800201297E-1,8.011380434E-1
3.673328292E0,6.696850061E-1,6.755387783E-2,8.038094640E-1
3.683364292E0,5.249688029E-1,-1.345343739E-1,6.206117868E-1
3.693399292E0,1.121069640E-1,1.006443128E-1,7.694318891E-1
3.703435292E0,1.784061193E-1,4.751775861E-1,9.374588132E-1
3.713471292E0,7.410992980E-1,4.718459547E-1,8.195286989E-1
3.723507292E0,9.308538437E-1,1.978240311E-1,7.750355601E-1
3.733542292E0,4.739771187E-1,1.415487826E-1,7.788954973E-1
3.743578292E0,5.245740339E-2,1.862385273E-1,8.659955263E-1
3.753614292E0,3.962723017E-1,1.812727898E-1,7.899004817E-1
3.763649292E0,5.379644632E-1,4.335862696E-1,7.884995937E-1
3.773685292E0,3.485434055E-1,5.285785198E-1,9.013116360E-1
3.783721292E0,3.254005909E-1,3.583898246E-1,8.535802960E-1
3.793757292E0,5.132117867E-1,-5.286481977E-2,7.125086784E-1
3.803792292E0,4.198621213E-1,1.619995534E-1,7.005764246E-1
3.813828292E0,4.988030195E-1,2.702245414E-1,9.155529141E-1
3.823864292E0,6.133361459E-1,4.214982092E-1,7.133045197E-1
3.833899292E0,3.726790845E-1,4.557552338E-1,7.853206396E-1
3.843935292E0,2.303554267E-1,7.887048274E-2,8.274124265E-1
3.853971292E0,2.759591043E-1,7.587681711E-2,4.878071845E-1
3.864007542E0,4.352750480E-1,2.571281791E-1,7.707667351E-1
3.874042542E0,6.282474399E-1,5.712850094E-1,7.442345023E-1
3.884078542E0,5.674898624E-1,5.070374608E-1,5.930887461E-1
3.894114542E0,2.022743374E-1,3.724415302E-1,6.184337735E-1
3.904149542E0,1.354846507E-1,9.863624722E-2,5.693864822E-1
