"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.467300797E1,4.817039701E1,1.154905136E1,5.196913276E2,5.124968052E0,1.493577410E2,4.000604137E0,4.000604137E0
2.567300355E1,4.817035742E1,1.154908942E1,5.203051736E2,5.221016884E0,1.490313399E2,6.000906205E0,6.000906205E0
2.667299926E1,4.817031446E1,1.154911786E1,5.208533075E2,4.942687988E0,1.513058476E2,6.000906205E0,6.000906205E0
2.767299342E1,4.817027471E1,1.154915240E1,5.212812715E2,5.019101620E0,1.599086894E2,6.000906205E0,6.000906205E0
2.867291951E1,4.817023159E1,1.154917210E1,5.216395953E2,4.942687988E0,1.618859062E2,6.000906205E0,6.000906205E0
2.967285049E1,4.817018744E1,1.154918913E1,5.218161625E2,4.922794342E0,1.623828571E2,4.000604137E0,4.000604137E0
3.067278373E1,4.817014077E1,1.154919943E1,5.218563412E2,4.922794342E0,1.623151016E2,4.000604137E0,4.000604137E0
3.167272198E1,4.817009711E1,1.154922692E1,5.217559890E2,5.310792446E0,1.627950044E2,4.000604137E0,4.000604137E0
3.267266214E1,4.817004991E1,1.154925235E1,5.216605900E2,6.252413273E0,1.610746163E2,6.000906205E0,6.000906205E0
3.367260778E1,4.816999490E1,1.154926121E1,5.215423953E2,6.104588985E0,1.555045971E2,8.001208274E0,8.001208274E0
3.467255449E1,4.816994649E1,1.154927957E1,5.212904147E2,6.104588985E0,1.627206509E2,8.001208274E0,8.001208274E0
3.567250502E1,4.816989979E1,1.154928433E1,5.210624090E2,5.655045509E0,1.672018151E2,8.001208274E0,8.001208274E0
3.667245805E1,4.816985464E1,1.154931321E1,5.207973599E2,5.124889851E0,1.676074054E2,8.001208274E0,8.001208274E0
3.767241311E1,4.816981009E1,1.154933085E1,5.206085320E2,5.124889851E0,1.605325179E2,8.001208274E0,8.001208274E0
3.867237091E1,4.816976257E1,1.154934830E1,5.204224922E2,5.124889851E0,1.665619357E2,8.001208274E0,8.001208274E0
3.967233109E1,4.816971360E1,1.154937978E1,5.202164615E2,5.566874027E0,1.669055898E2,4.000604137E0,4.000604137E0
4.067229342E1,4.816966594E1,1.154940895E1,5.200424343E2,5.712196827E0,1.584891302E2,4.000604137E0,4.000604137E0
4.167225766E1,4.816961888E1,1.154944973E1,5.199197277E2,6.220726967E0,1.596850553E2,4.000604137E0,4.000604137E0
4.267222357E1,4.816956813E1,1.154948046E1,5.198759812E2,6.220726967E0,1.592515296E2,4.000604137E0,4.000604137E0
4.367219114E1,4.816951723E1,1.154950805E1,5.198406800E2,5.938306808E0,1.595928068E2,6.000906205E0,6.000906205E0
4.467215991E1,4.816946450E1,1.154952714E1,5.197946328E2,5.808385849E0,1.585240871E2,6.000906205E0,6.000906205E0
4.567213154E1,4.816941858E1,1.154955742E1,5.197048840E2,5.646929741E0,1.523018257E2,6.000906205E0,6.000906205E0
4.667210364E1,4.816937357E1,1.154959869E1,5.196100510E2,5.811094284E0,1.523868343E2,6.000906205E0,6.000906205E0
4.767207718E1,4.816932649E1,1.154963754E1,5.195332764E2,5.811094284E0,1.539034914E2,4.000604137E0,4.000604137E0
4.867205191E1,4.816928354E1,1.154968398E1,5.194535836E2,5.811094284E0,1.532341466E2,4.000604137E0,4.000604137E0
4.967202795E1,4.816923322E1,1.154971472E1,5.194133145E2,5.820855141E0,1.518301056E2,4.000604137E0,4.000604137E0
5.067200482E1,4.816918980E1,1.154976558E1,5.193177166E2,5.835129738E0,1.482503624E2,4.000604137E0,4.000604137E0
5.167198300E1,4.816914596E1,1.154981313E1,5.193264490E2,5.592529297E0,1.483393051E2,4.000604137E0,4.000604137E0
5.267196238E1,4.816910752E1,1.154986612E1,5.194314177E2,5.649753094E0,1.473270165E2,4.000604137E0,4.000604137E0
5.367194235E1,4.816906342E1,1.154990786E1,5.196423052E2,5.649753094E0,1.469955747E2,4.000604137E0,4.000604137E0
5.467192388E1,4.816902031E1,1.154995094E1,5.198376371E2,5.653296471E0,1.471875850E2,4.000604137E0,4.000604137E0
5.567190468E1,4.816897731E1,1.154998679E1,5.200080675E2,5.653296471E0,1.483515039E2,4.000604137E0,4.000604137E0
5.667188668E1,4.816893714E1,1.155002655E1,5.201164070E2,5.081383228E0,1.487409203E2,4.000604137E0,4.000604137E0
5.767186999E1,4.816889679E1,1.155005599E1,5.201611887E2,5.081383228E0,1.512105118E2,4.000604137E0,4.000604137E0
5.867185402E1,4.816885921E1,1.155008800E1,5.201076041E2,4.655149460E0,1.505010737E2,4.000604137E0,4.000604137E0
5.967183864E1,4.816882258E1,1.155012140E1,5.199932612E2,4.570198059E0,1.510770226E2,6.000906205E0,6.000906205E0
6.067182326E1,4.816878100E1,1.155014826E1,5.198375765E2,4.655149460E0,1.569091025E2,8.001208274E0,8.001208274E0
6.167180848E1,4.816873376E1,1.155015737E1,5.196107409E2,4.889630318E0,1.620805529E2,8.001208274E0,8.001208274E0
6.267179573E1,4.816868560E1,1.155016619E1,5.192690144E2,4.977923870E0,1.659747170E2,6.000906205E0,6.000906205E0
6.367178106E1,4.816863887E1,1.155019135E1,5.188402678E2,4.977923870E0,1.684313994E2,6.000906205E0,6.000906205E0
6.467176795E1,4.816858250E1,1.155018824E1,5.183800774E2,5.330628872E0,1.685469662E2,6.000906205E0,6.000906205E0
6.567175519E1,4.816852867E1,1.155020379E1,5.178518135E2,5.659814358E0,1.677772176E2,6.000906205E0,6.000906205E0
6.667174304E1,4.816847433E1,1.155021248E1,5.173358035E2,5.696953773E0,1.674357081E2,4.000604137E0,4.000604137E0
6.767173123E1,4.816841953E1,1.155022975E1,5.168195907E2,6.088791370E0,1.689955594E2,4.000604137E0,4.000604137E0
6.867172003E1,4.816836151E1,1.155023756E1,5.163000068E2,6.088791370E0,1.756073191E2,4.000604137E0,4.000604137E0
6.967170870E1,4.816830550E1,1.155023003E1,5.157572342E2,6.088791370E0,1.775278454E2,4.000604137E0,4.000604137E0
7.067169774E1,4.816825091E1,1.155024004E1,5.154223112E2,6.051878452E0,1.779357852E2,6.000906205E0,6.000906205E0
7.167168701E1,4.816819375E1,1.155025037E1,5.154635808E2,6.011852264E0,1.776454339E2,6.000906205E0,6.000906205E0
7.267167580E1,4.816813519E1,1.155026143E1,5.157862015E2,6.117691517E0,1.788017166E2,4.000604137E0,4.000604137E0
7.367166638E1,4.816807888E1,1.155025988E1,5.163075199E2,6.117691517E0,1.805738638E2,4.000604137E0,4.000604137E0
7.467165601E1,4.816802454E1,1.155026506E1,5.169275351E2,6.117691517E0,1.805596844E2,4.000604137E0,4.000604137E0
7.567164683E1,4.816796638E1,1.155026208E1,5.175764262E2,6.099028587E0,1.806302675E2,4.000604137E0,4.000604137E0
7.667163765E1,4.816790887E1,1.155027067E1,5.182040351E2,5.785262108E0,1.820463570E2,4.000604137E0,4.000604137E0
7.767162704E1,4.816785698E1,1.155026640E1,5.188521475E2,5.785262108E0,1.777497445E2,4.000604137E0,4.000604137E0
7.867161906E1,4.816780385E1,1.155026297E1,5.194507844E2,5.785262108E0,1.708466773E2,4.000604137E0,4.000604137E0
7.967160964E1,4.816774630E1,1.155026896E1,5.200167883E2,6.214042187E0,1.727119200E2,4.000604137E0,4.000604137E0
8.067160010E1,4.816768705E1,1.155027329E1,5.204733459E2,6.361733913E0,1.725684587E2,4.000604137E0,4.000604137E0
8.167159200E1,4.816762849E1,1.155028931E1,5.207183486E2,6.248660088E0,1.692197945E2,4.000604137E0,4.000604137E0
8.267158294E1,4.816757290E1,1.155031026E1,5.208593589E2,6.248660088E0,1.678061366E2,4.000604137E0,4.000604137E0
8.367157543E1,4.816751645E1,1.155033005E1,5.209727214E2,6.248660088E0,1.722736950E2,4.000604137E0,4.000604137E0
8.467156661E1,4.816745546E1,1.155033542E1,5.210868897E2,6.549717426E0,1.734575171E2,4.000604137E0,4.000604137E0
8.567155850E1,4.816739108E1,1.155034854E1,5.210995150E2,6.762420654E0,1.713541057E2,4.000604137E0,4.000604137E0
8.667155015E1,4.816732755E1,1.155036947E1,5.210420556E2,6.703763008E0,1.687966370E2,4.000604137E0,4.000604137E0
8.767154288E1,4.816726756E1,1.155039514E1,5.209531981E2,6.904564857E0,1.680875404E2,4.000604137E0,4.000604137E0
8.867153430E1,4.816720354E1,1.155042046E1,5.208438973E2,6.904564857E0,1.668633246E2,4.000604137E0,4.000604137E0
8.967152679E1,4.816714226E1,1.155045662E1,5.207073386E2,6.986316681E0,1.663837360E2,6.000906205E0,6.000906205E0
9.067151904E1,4.816707938E1,1.155048698E1,5.206286986E2,6.986316681E0,1.662361766E2,4.000604137E0,4.000604137E0
9.167151141E1,4.816701634E1,1.155050971E1,5.205776034E2,6.810293198E0,1.635018197E2,6.000906205E0,6.000906205E0
9.267150426E1,4.816695668E1,1.155053680E1,5.205241540E2,6.810293198E0,1.609009383E2,6.000906205E0,6.000906205E0
9.367149603E1,4.816689782E1,1.155056713E1,5.204818950E2,6.704720020E0,1.587453306E2,4.000604137E0,4.000604137E0
9.467148864E1,4.816683783E1,1.155060079E1,5.204685504E2,6.704720020E0,1.583235254E2,4.000604137E0,4.000604137E0
9.567148101E1,4.816678235E1,1.155064500E1,5.204925944E2,6.686270714E0,1.567511749E2,4.000604137E0,4.000604137E0
9.667147875E1,4.816672563E1,1.155068373E1,5.205623450E2,6.532567024E0,1.589290900E2,4.000604137E0,4.000604137E0
9.767146647E1,4.816666444E1,1.155071897E1,5.206243616E2,6.823910236E0,1.696271197E2,6.000906205E0,6.000906205E0
9.867145944E1,4.816660056E1,1.155073260E1,5.206431975E2,6.823910236E0,1.723563950E2,6.000906205E0,6.000906205E0
9.967145228E1,4.816653385E1,1.155073469E1,5.206083868E2,7.151737213E0,1.727099938E2,6.000906205E0,6.000906205E0
1.006714453E2,4.816646774E1,1.155073518E1,5.205059738E2,7.218650341E0,1.756535458E2,6.000906205E0,6.000906205E0
1.016714388E2,4.816640290E1,1.155073637E1,5.203546680E2,7.095643520E0,1.760599284E2,4.000604137E0,4.000604137E0
1.026714315E2,4.816634198E1,1.155073307E1,5.201754567E2,7.095643520E0,1.782688253E2,4.000604137E0,4.000604137E0
1.036714244E2,4.816628051E1,1.155074512E1,5.199729652E2,6.623128414E0,1.782658200E2,4.000604137E0,4.000604137E0
1.046714171E2,4.816622144E1,1.155074753E1,5.197919311E2,6.591141701E0,1.780692335E2,4.000604137E0,4.000604137E0
1.056714100E2,4.816617583E1,1.155075354E1,5.196074398E2,6.131447315E0,1.783344224E2,4.000604137E0,4.000604137E0
1.066714039E2,4.816614347E1,1.155075821E1,5.194442458E2,2.797874689E0,1.734312208E2,4.000604137E0,4.000604137E0
1.076713967E2,4.816612470E1,1.155077111E1,5.193094938E2,2.797874689E0,1.558264356E2,6.000906205E0,6.000906205E0
1.086713893E2,4.816611794E1,1.155077819E1,5.192305950E2,1.539812982E-1,1.370930162E2,6.000906205E0,6.000906205E0
1.096713827E2,4.816612009E1,1.155077423E1,5.191908448E2,5.087018013E-1,1.193527336E2,6.000906205E0,6.000906205E0
1.106713762E2,4.816611413E1,1.155077777E1,5.191599532E2,1.224319190E-1,1.178368278E2,6.000906205E0,6.000906205E0
1.116713697E2,4.816611283E1,1.155077636E1,5.191414283E2,7.665666938E-2,1.329582246E2,6.000906205E0,6.000906205E0
1.126713629E2,4.816612425E1,1.155079653E1,5.191249090E2,4.861151427E-2,1.421166750E2,6.000906205E0,6.000906205E0
1.136713564E2,4.816613030E1,1.155080955E1,5.191770901E2,4.626141861E-2,1.420692871E2,6.000906205E0,6.000906205E0
1.147159077E2,4.816647254E1,1.155037562E1,5.191905518E2,-1.000000000E0,-1.000000000E0,2.294093900E2,2.294093900E2
1.147212976E2,4.816647444E1,1.155037305E1,5.190020752E2,-1.000000000E0,-1.000000000E0,2.294093900E2,2.294093900E2
1.147212976E2,4.816647468E1,1.155037278E1,5.188187866E2,-1.000000000E0,-1.000000000E0,2.294093900E2,2.294093900E2
1.163999857E2,4.816647597E1,1.155037098E1,5.186364746E2,-1.000000000E0,-1.000000000E0,2.294093900E2,2.294093900E2
1.172886956E2,4.816637795E1,1.155083456E1,5.131490544E2,1.558875203E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.182878542E2,4.816640852E1,1.155085064E1,4.639671837E2,1.558875203E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.192878478E2,4.816641218E1,1.155083962E1,4.641101707E2,1.558875203E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.202878408E2,4.816643379E1,1.155080977E1,4.641185204E2,3.073844671E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.212878356E2,4.816645044E1,1.155079039E1,4.640648521E2,3.272520065E0,-1.000000000E0,1.600000000E1,1.600000000E1
1.222878284E2,4.816648164E1,1.155077671E1,4.640061302E2,3.227749586E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.232878222E2,4.816651209E1,1.155077016E1,4.639752586E2,4.004730701E0,-1.000000000E0,3.200000000E1,3.200000000E1
1.242811052E2,4.816653331E1,1.155077090E1,4.639773460E2,3.573048830E0,-1.000000000E0,2.400000000E1,2.400000000E1
1.252810985E2,4.816656354E1,1.155081383E1,5.234237382E2,3.573048830E0,-1.000000000E0,1.600241655E1,1.600241655E1
1.262810919E2,4.816661126E1,1.155080528E1,5.150222765E2,3.573048830E0,3.447448645E2,1.200181241E1,1.200181241E1
1.275010840E2,4.816666617E1,1.155077206E1,5.202634944E2,3.921665668E0,3.443958145E2,1.200181241E1,1.200181241E1
1.285010776E2,4.816669942E1,1.155074237E1,5.208625429E2,3.921665668E0,3.428036701E2,8.001208274E0,8.001208274E0
1.295010712E2,4.816673353E1,1.155072777E1,5.209613943E2,3.921665668E0,3.418373349E2,8.001208274E0,8.001208274E0
1.305010652E2,4.816676694E1,1.155070696E1,5.210248927E2,3.938589573E0,3.378013761E2,8.001208274E0,8.001208274E0
1.315010587E2,4.816680030E1,1.155067517E1,5.210705736E2,4.001831055E0,3.382837241E2,6.000906205E0,6.000906205E0
1.325010523E2,4.816683285E1,1.155066033E1,5.210662428E2,4.045226097E0,3.371104342E2,6.000906205E0,6.000906205E0
1.335010456E2,4.816687421E1,1.155064718E1,5.210700944E2,4.269063950E0,3.363447153E2,6.000906205E0,6.000906205E0
1.345010400E2,4.816690846E1,1.155061403E1,5.210984397E2,4.045226097E0,3.360242702E2,6.000906205E0,6.000906205E0
1.355014728E2,4.816694069E1,1.155057565E1,5.210584276E2,4.160735130E0,3.383282842E2,6.000906205E0,6.000906205E0
1.365014670E2,4.816698442E1,1.155056173E1,5.209356642E2,4.232581139E0,3.397525699E2,6.000906205E0,6.000906205E0
1.375014844E2,4.816702455E1,1.155054021E1,5.208530204E2,4.387959480E0,3.407677546E2,6.000906205E0,6.000906205E0
1.385014975E2,4.816706267E1,1.155051431E1,5.207886708E2,4.387959480E0,3.406556575E2,6.000906205E0,6.000906205E0
1.395015211E2,4.816710518E1,1.155050328E1,5.207306001E2,4.402479172E0,3.409835613E2,4.000604137E0,4.000604137E0
1.405015409E2,4.816714696E1,1.155050087E1,5.207174322E2,4.290596485E0,3.417806717E2,4.000604137E0,4.000604137E0
1.415015616E2,4.816718601E1,1.155048837E1,5.207564352E2,4.290596485E0,3.447974842E2,4.000604137E0,4.000604137E0
1.425015771E2,4.816722264E1,1.155046585E1,5.208025780E2,4.290596485E0,3.467548799E2,4.000604137E0,4.000604137E0
1.435015935E2,4.816726516E1,1.155044894E1,5.208240562E2,4.561084747E0,3.457213630E2,6.000906205E0,6.000906205E0
1.445016085E2,4.816730830E1,1.155043272E1,5.209110185E2,4.367751598E0,3.420559283E2,6.000906205E0,6.000906205E0
1.455016224E2,4.816734471E1,1.155041131E1,5.210381474E2,4.374485493E0,3.432563750E2,4.000604137E0,4.000604137E0
1.465016354E2,4.816738454E1,1.155039175E1,5.211434750E2,4.374485493E0,3.475728633E2,4.000604137E0,4.000604137E0
1.475016465E2,4.816742698E1,1.155038385E1,5.212315163E2,4.483852863E0,3.535015768E2,4.000604137E0,4.000604137E0
1.485016565E2,4.816746850E1,1.155037556E1,5.213493048E2,4.643530846E0,3.529852965E2,4.000604137E0,4.000604137E0
1.495016667E2,4.816751249E1,1.155036653E1,5.214801205E2,4.785427094E0,3.505558528E2,4.000604137E0,4.000604137E0
1.505016748E2,4.816755663E1,1.155035001E1,5.215944411E2,4.785427094E0,3.506884951E2,4.000604137E0,4.000604137E0
1.515016826E2,4.816759790E1,1.155033894E1,5.216163102E2,4.785427094E0,3.516097510E2,4.000604137E0,4.000604137E0
1.525016890E2,4.816763856E1,1.155033938E1,5.216047093E2,4.004796982E0,3.505525197E2,4.000604137E0,4.000604137E0
1.535016943E2,4.816767843E1,1.155031805E1,5.216242584E2,4.249452591E0,3.457552407E2,4.000604137E0,4.000604137E0
1.545016998E2,4.816772152E1,1.155030476E1,5.215956713E2,4.249452591E0,3.499336226E2,4.000604137E0,4.000604137E0
1.555017041E2,4.816776645E1,1.155030081E1,5.215720484E2,4.685488701E0,3.578359329E2,4.000604137E0,4.000604137E0
1.565017081E2,4.816781423E1,1.155031705E1,5.215907799E2,5.149351120E0,3.585771177E2,4.000604137E0,4.000604137E0
1.575017111E2,4.816785709E1,1.155032020E1,5.215175615E2,5.149351120E0,4.083904307E-1,4.000604137E0,4.000604137E0
1.585017139E2,4.816789986E1,1.155032533E1,5.213060587E2,4.750231266E0,3.592728954E2,4.000604137E0,4.000604137E0
1.595017151E2,4.816794477E1,1.155032440E1,5.210031641E2,4.750231266E0,1.167410277E0,4.000604137E0,4.000604137E0
1.605017172E2,4.816799078E1,1.155032621E1,5.206220812E2,4.993409157E0,2.274511904E0,4.000604137E0,4.000604137E0
1.615017178E2,4.816803546E1,1.155031486E1,5.201902229E2,5.104078770E0,1.941566649E0,4.000604137E0,4.000604137E0
1.625017183E2,4.816808159E1,1.155031909E1,5.197138461E2,5.074474812E0,3.562113587E2,4.000604137E0,4.000604137E0
1.635017191E2,4.816812819E1,1.155031643E1,5.191975317E2,5.074474812E0,3.555360169E2,4.000604137E0,4.000604137E0
1.645017185E2,4.816817520E1,1.155030266E1,5.186231708E2,5.145714283E0,3.552013923E2,4.000604137E0,4.000604137E0
1.655017179E2,4.816822054E1,1.155029004E1,5.179937864E2,5.145714283E0,3.546303612E2,4.000604137E0,4.000604137E0
1.665017174E2,4.816826509E1,1.155027475E1,5.173376961E2,4.989414692E0,3.547741503E2,4.000604137E0,4.000604137E0
1.675017159E2,4.816831313E1,1.155026754E1,5.166681137E2,4.989414692E0,3.557642545E2,4.000604137E0,4.000604137E0
1.685017143E2,4.816836239E1,1.155025145E1,5.159901508E2,5.178433418E0,3.547847508E2,4.000604137E0,4.000604137E0
1.695017130E2,4.816841093E1,1.155024962E1,5.155470066E2,5.318245411E0,3.543470723E2,4.000604137E0,4.000604137E0
1.705017111E2,4.816846091E1,1.155025417E1,5.154391363E2,5.405672550E0,3.540788371E2,4.000604137E0,4.000604137E0
1.715017080E2,4.816851122E1,1.155025060E1,5.155674362E2,5.405672550E0,3.528992088E2,4.000604137E0,4.000604137E0
1.725017059E2,4.816856388E1,1.155024789E1,5.158427845E2,5.477247715E0,3.496938829E2,6.000906205E0,6.000906205E0
1.735017031E2,4.816861042E1,1.155022795E1,5.162174324E2,5.477247715E0,3.439752114E2,4.000604137E0,4.000604137E0
1.745016997E2,4.816865475E1,1.155020732E1,5.166111838E2,5.095497608E0,3.442113994E2,4.000604137E0,4.000604137E0
1.755016973E2,4.816869893E1,1.155017285E1,5.170493077E2,5.149385452E0,3.452416924E2,4.000604137E0,4.000604137E0
1.765016934E2,4.816874427E1,1.155015101E1,5.174882434E2,5.134533405E0,3.435782135E2,4.000604137E0,4.000604137E0
1.775016899E2,4.816878865E1,1.155012083E1,5.179394551E2,5.149385452E0,3.427337562E2,4.000604137E0,4.000604137E0
1.785016860E2,4.816883177E1,1.155008873E1,5.183700316E2,5.161195755E0,3.364141101E2,4.000604137E0,4.000604137E0
1.795016825E2,4.816887423E1,1.155004996E1,5.187639925E2,5.563395023E0,3.334949692E2,4.000604137E0,4.000604137E0
1.805016785E2,4.816891684E1,1.155000546E1,5.191021618E2,5.714723587E0,3.320695360E2,4.000604137E0,4.000604137E0
1.815016745E2,4.816896630E1,1.154996969E1,5.193736679E2,5.714723587E0,3.312965498E2,4.000604137E0,4.000604137E0
1.825016702E2,4.816901238E1,1.154992659E1,5.195949470E2,5.719190121E0,3.303998006E2,4.000604137E0,4.000604137E0
1.835016657E2,4.816906167E1,1.154989054E1,5.197197421E2,5.921655178E0,3.292096812E2,4.000604137E0,4.000604137E0
1.845016622E2,4.816910874E1,1.154984618E1,5.198015454E2,6.159553051E0,3.290871749E2,4.000604137E0,4.000604137E0
1.855016575E2,4.816915578E1,1.154979721E1,5.197976957E2,6.159553051E0,3.291212712E2,4.000604137E0,4.000604137E0
1.865016524E2,4.816920589E1,1.154975874E1,5.196937645E2,5.958149910E0,3.302901078E2,4.000604137E0,4.000604137E0
1.875016479E2,4.816925312E1,1.154972230E1,5.195984471E2,5.855008125E0,3.310598974E2,4.000604137E0,4.000604137E0
1.885016433E2,4.816930029E1,1.154968475E1,5.195371698E2,5.702287197E0,3.302217786E2,4.000604137E0,4.000604137E0
1.895016385E2,4.816934571E1,1.154964279E1,5.195337886E2,5.827640057E0,3.288521344E2,4.000604137E0,4.000604137E0
1.905016332E2,4.816939077E1,1.154959622E1,5.195477327E2,5.829130173E0,3.264496564E2,4.000604137E0,4.000604137E0
1.915016284E2,4.816943290E1,1.154954822E1,5.195525878E2,5.827640057E0,3.291853657E2,4.000604137E0,4.000604137E0
1.925016237E2,4.816947835E1,1.154950225E1,5.195337923E2,5.793051243E0,3.348725090E2,4.000604137E0,4.000604137E0
1.935016180E2,4.816952837E1,1.154946975E1,5.194767614E2,5.765787125E0,3.391614854E2,4.000604137E0,4.000604137E0
1.945016136E2,4.816958302E1,1.154944901E1,5.194396924E2,6.164461136E0,3.406519966E2,4.000604137E0,4.000604137E0
1.955016081E2,4.816963701E1,1.154942226E1,5.194736686E2,6.164461136E0,3.406046770E2,4.000604137E0,4.000604137E0
1.965016024E2,4.816969158E1,1.154940598E1,5.195343050E2,6.067627430E0,3.411801068E2,4.000604137E0,4.000604137E0
1.975015972E2,4.816974462E1,1.154938276E1,5.196494628E2,5.938151836E0,3.421152690E2,4.000604137E0,4.000604137E0
1.985015922E2,4.816979760E1,1.154936326E1,5.197946273E2,5.893749714E0,3.450988868E2,4.000604137E0,4.000604137E0
1.995015866E2,4.816984899E1,1.154934447E1,5.199940436E2,5.451418877E0,3.462377799E2,4.000604137E0,4.000604137E0
2.005015805E2,4.816989861E1,1.154931869E1,5.202197592E2,5.854022026E0,3.463481011E2,4.000604137E0,4.000604137E0
2.015015763E2,4.816995255E1,1.154930106E1,5.204161894E2,5.854022026E0,3.470322129E2,4.000604137E0,4.000604137E0
2.025015702E2,4.817000689E1,1.154928359E1,5.206294115E2,5.992124081E0,3.482970546E2,4.000604137E0,4.000604137E0
2.035015651E2,4.817006296E1,1.154927312E1,5.208587049E2,6.011766911E0,3.464078789E2,4.000604137E0,4.000604137E0
2.045015590E2,4.817011520E1,1.154925322E1,5.211909543E2,5.687261105E0,3.435617391E2,4.000604137E0,4.000604137E0
2.055015534E2,4.817016375E1,1.154922354E1,5.215255343E2,5.752875328E0,3.398251065E2,4.000604137E0,4.000604137E0
2.065015484E2,4.817021283E1,1.154917819E1,5.217771258E2,5.752875328E0,3.406076276E2,4.000604137E0,4.000604137E0
2.075015426E2,4.817026807E1,1.154914683E1,5.218668846E2,6.452636242E0,3.376470685E2,4.000604137E0,4.000604137E0
2.085015368E2,4.817032132E1,1.154911049E1,5.219544676E2,6.475500107E0,3.348181407E2,4.000604137E0,4.000604137E0
2.095015306E2,4.817037493E1,1.154907281E1,5.219554256E2,6.648547649E0,3.316842860E2,4.000604137E0,4.000604137E0
2.105015255E2,4.817043186E1,1.154903921E1,5.218393410E2,6.648547649E0,3.322258381E2,4.000604137E0,4.000604137E0
2.115015196E2,4.817048607E1,1.154900093E1,5.216379987E2,6.531805038E0,3.325003843E2,4.000604137E0,4.000604137E0
2.125015138E2,4.817053824E1,1.154895940E1,5.213146418E2,6.522493362E0,3.289203817E2,4.000604137E0,4.000604137E0
2.135015081E2,4.817058635E1,1.154890854E1,5.208473024E2,6.522493362E0,3.186546073E2,4.000604137E0,4.000604137E0
