"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.216451667E-1,1.802102509E0,4.475692749E0,6.628515930E0
3.316841667E-1,6.346801758E-2,3.275787964E0,8.249944153E0
3.417221667E-1,-1.160087585E0,1.363215179E0,1.100182159E1
3.517601667E-1,-2.794389038E0,3.195854187E0,1.190788742E1
3.617981667E-1,-2.158361664E0,5.586981812E0,9.998607788E0
3.718371667E-1,1.975891113E-2,5.189109192E0,7.362439728E0
3.818751667E-1,-8.532257080E-2,3.034190369E0,7.402107239E0
3.919131667E-1,-3.673361206E-1,7.710466003E-1,9.100924530E0
4.019521667E-1,-1.197210388E0,1.855990448E0,1.138188126E1
4.119901667E-1,-1.992207184E0,5.418132935E0,1.052491333E1
4.220281667E-1,-1.338666229E0,6.179000702E0,8.613538055E0
4.320661667E-1,-1.616638184E-1,4.423750763E0,7.037315826E0
4.421051667E-1,9.620494080E-1,2.177821198E0,6.715485077E0
4.521431667E-1,5.294490051E-1,2.428699493E0,7.241042175E0
4.621811667E-1,-8.205935669E-1,3.328478394E0,1.103460342E1
4.722201667E-1,-5.442681885E-1,3.691174164E0,1.285781204E1
4.822581667E-1,-6.050418091E-1,4.403093719E0,1.167137924E1
4.922961667E-1,1.140628052E-1,3.337459717E0,1.034723282E1
5.023341667E-1,7.069798279E-1,2.024989014E0,9.515113220E0
5.123731667E-1,-3.237767029E-1,3.377725983E0,7.003037109E0
5.224111667E-1,-8.640032959E-1,4.239483948E0,7.169490967E0
5.324491667E-1,-2.562072144E0,4.504133606E0,1.068762497E1
5.424881667E-1,-2.816692657E0,3.607198792E0,1.105675735E1
5.525261667E-1,-1.339115295E0,2.495011597E0,9.695039063E0
5.625641667E-1,3.858975220E-1,3.297642517E0,8.306975555E0
5.726031667E-1,1.347647552E0,4.898264008E0,7.491770782E0
5.826411667E-1,-7.439529419E-1,5.528603210E0,8.734935608E0
5.926791667E-1,-3.017574921E0,3.530258789E0,1.138996445E1
6.027171667E-1,-2.163301392E0,1.614692230E0,1.305031174E1
6.127561667E-1,4.188290405E-1,4.676575012E0,6.652166748E0
6.227941667E-1,1.934726715E0,6.332431641E0,6.633904724E0
6.328321667E-1,1.205143890E0,4.593048706E0,1.029005173E1
6.428711667E-1,-9.370513916E-1,1.547631683E0,1.171344177E1
6.529091667E-1,-1.970801697E0,2.145937500E0,9.625882874E0
6.629471667E-1,-1.974394226E-1,4.654570770E0,8.712182922E0
6.729851667E-1,1.370549927E0,6.477030945E0,8.559500427E0
6.830241667E-1,1.511407013E0,5.981860657E0,7.063661041E0
6.930621667E-1,1.913021851E-1,4.574636993E0,6.894961853E0
7.031001667E-1,-1.351689148E0,4.190236359E0,8.269253998E0
7.131383333E-1,-6.819818115E-1,3.901187439E0,9.335786133E0
7.231763333E-1,6.882687378E-1,3.223696289E0,8.605903931E0
7.332143333E-1,1.358275452E0,2.542612610E0,8.830586700E0
7.432523333E-1,1.225651245E0,3.935166779E0,8.542435913E0
7.532913333E-1,-3.342549133E-1,5.426665192E0,9.608219604E0
7.633293333E-1,-1.062191162E0,4.896318054E0,9.396559753E0
7.733673333E-1,1.673519897E-1,2.070045319E0,8.674910431E0
7.834063333E-1,1.539548492E0,1.310973816E0,8.538394318E0
7.934443333E-1,1.899100800E0,3.457510071E0,9.652377777E0
8.034823333E-1,5.429209900E-1,6.394103394E0,9.407636719E0
8.135203333E-1,-5.092410278E-1,5.549409943E0,9.247320099E0
8.235593333E-1,7.753875732E-2,2.302212524E0,9.361083527E0
8.335973333E-1,1.018781433E0,1.139580231E0,9.506880341E0
8.436353333E-1,1.522184601E0,3.952979736E0,9.437873840E0
8.536743333E-1,1.160536652E0,6.435118103E0,9.621541901E0
8.637123333E-1,1.582209778E-1,5.817203064E0,8.855285339E0
8.737503333E-1,2.784210205E-2,2.740351410E0,9.091494141E0
8.837893333E-1,1.390458527E0,9.434880066E-1,9.704768829E0
8.938273333E-1,1.718875580E0,3.680396576E0,9.225914612E0
9.038653333E-1,4.939727783E-1,6.072572021E0,8.890911255E0
9.139033333E-1,-5.200186157E-1,5.508844299E0,8.804091797E0
9.239423333E-1,-5.676196289E-1,3.363804932E0,9.361233215E0
9.339803333E-1,7.807763672E-1,3.052751770E0,8.928333435E0
9.440183333E-1,1.140478363E0,4.219425659E0,8.032296753E0
9.540563333E-1,-5.733078003E-1,4.507277069E0,8.628357239E0
9.640953333E-1,-1.083896027E0,3.489543457E0,8.705446930E0
9.741333333E-1,-6.092330933E-2,3.193159790E0,9.636061707E0
9.841713333E-1,1.035696259E0,5.198988647E0,8.439749451E0
9.942103333E-1,1.541494446E0,5.869893494E0,8.533604279E0
1.004248333E0,7.432044983E-1,3.992347870E0,8.582552490E0
1.014286333E0,2.508782959E-1,1.697021027E0,9.491013336E0
1.024325333E0,1.408870239E0,2.193089447E0,9.029223633E0
1.034363333E0,1.554068298E0,4.599335632E0,9.305698700E0
1.044401333E0,5.935157776E-1,6.081553345E0,8.851992188E0
1.054439333E0,-1.347198486E-1,4.336631927E0,9.145232391E0
1.064478333E0,-2.644999695E-1,2.470612335E0,9.541757812E0
1.074516333E0,6.215075684E-1,3.010838928E0,9.350605316E0
1.084554333E0,5.767506409E-1,4.485721893E0,8.985813904E0
1.094592333E0,-1.670526123E-1,4.931943970E0,9.509425049E0
1.104631333E0,-9.831555176E-1,2.723586273E0,1.052296738E1
1.114669333E0,-1.006656647E0,1.166374512E0,1.032043854E1
1.124707333E0,-3.468287659E-1,2.940036163E0,8.812923431E0
1.134746333E0,-3.635939026E-1,4.990771637E0,9.208850098E0
1.144784333E0,-1.097966766E0,4.993016968E0,9.504335632E0
1.154822333E0,-1.456022186E0,2.479443970E0,9.164841614E0
1.164861333E0,-3.170407104E-1,1.541644135E0,9.257349243E0
1.174899333E0,7.423063660E-1,3.729494476E0,9.427695007E0
1.184937333E0,-2.694396973E-3,5.019811249E0,1.008063721E1
1.194975333E0,-1.650467834E0,4.085753632E0,8.930878143E0
1.205014333E0,-2.487377472E0,1.751358032E0,9.153614960E0
1.215052333E0,-1.294807434E0,1.487157440E0,9.498198395E0
1.225090333E0,-3.347039795E-1,3.752845917E0,8.930129700E0
1.235129333E0,-7.093748474E-1,5.055886230E0,9.023385773E0
1.245167333E0,-1.737586670E0,3.738625488E0,9.575737152E0
1.255205333E0,-2.242037659E0,1.788031769E0,1.002076172E1
1.265243333E0,-1.146615601E0,1.518442383E0,9.913285217E0
1.275282333E0,2.164498901E-1,3.473826141E0,8.429271240E0
1.285320333E0,7.469467163E-1,4.631219330E0,8.423134003E0
1.295358333E0,4.158352661E-1,3.819906464E0,9.536818085E0
1.305397333E0,-4.085005188E-1,2.462529144E0,1.017658768E1
1.315435333E0,-4.620890808E-1,2.961741028E0,9.189689941E0
1.325473333E0,3.769161987E-1,4.213887177E0,8.061036987E0
1.335511333E0,4.073030090E-1,4.681814117E0,8.228388977E0
1.345550333E0,-1.474433899E-1,3.820954285E0,8.954079895E0
1.355588333E0,-7.777825928E-1,3.214265900E0,9.663005676E0
