"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.117749894E2,4.816384148E1,1.156411935E1,5.125000267E2,4.534438610E0,1.942225899E2,1.200181241E1,1.200181241E1
2.127749890E2,4.816381156E1,1.156411182E1,5.125000267E2,3.349550009E0,1.937616614E2,8.001208274E0,8.001208274E0
2.137749877E2,4.816378447E1,1.156410810E1,5.125000267E2,2.607968569E0,1.940745114E2,8.001208274E0,8.001208274E0
2.147749861E2,4.816374731E1,1.156410335E1,5.125000267E2,2.607968569E0,1.924344464E2,8.001208274E0,8.001208274E0
2.157749842E2,4.816371838E1,1.156410082E1,5.125000267E2,1.016885161E0,1.920308368E2,8.001208274E0,8.001208274E0
2.167749828E2,4.816371266E1,1.156410275E1,5.125000267E2,8.169084787E-1,1.926066627E2,6.000906205E0,6.000906205E0
2.177749813E2,4.816369872E1,1.156411347E1,5.125000267E2,8.169084787E-1,1.918991234E2,1.200181241E1,1.200181241E1
2.187749805E2,4.816368357E1,1.156411388E1,5.125000267E2,1.576387525E0,1.993502178E2,1.200181241E1,1.200181241E1
2.197749503E2,4.816366545E1,1.156409756E1,5.125000267E2,2.355358124E0,1.953388067E2,1.200181241E1,1.200181241E1
2.207748618E2,4.816363224E1,1.156410870E1,5.125000267E2,2.355358124E0,1.973675915E2,1.200181241E1,1.200181241E1
2.217747768E2,4.816359521E1,1.156408991E1,5.125000267E2,2.990723372E0,1.987397082E2,4.000604137E0,4.000604137E0
2.227746987E2,4.816356288E1,1.156407970E1,5.125000267E2,3.137095213E0,1.948268977E2,4.000604137E0,4.000604137E0
2.237746246E2,4.816352475E1,1.156406670E1,5.125000267E2,3.759430647E0,1.879941131E2,4.000604137E0,4.000604137E0
2.247745535E2,4.816348358E1,1.156406615E1,5.125000267E2,4.377140999E0,1.881755912E2,4.000604137E0,4.000604137E0
2.257744877E2,4.816343035E1,1.156404644E1,5.125000267E2,4.377140999E0,1.898591782E2,4.000604137E0,4.000604137E0
2.267744251E2,4.816337460E1,1.156403726E1,5.125000267E2,4.536596298E0,1.906739105E2,4.000604137E0,4.000604137E0
2.277743660E2,4.816333267E1,1.156403403E1,5.125000267E2,4.536596298E0,1.864893677E2,4.000604137E0,4.000604137E0
2.287743102E2,4.816328440E1,1.156402101E1,5.125000267E2,5.065448761E0,1.887533159E2,4.000604137E0,4.000604137E0
2.297742574E2,4.816323304E1,1.156400109E1,5.125000267E2,5.065448761E0,1.950132799E2,4.000604137E0,4.000604137E0
2.307742069E2,4.816318849E1,1.156398421E1,5.125000267E2,4.639326096E0,1.919382195E2,4.000604137E0,4.000604137E0
2.317741610E2,4.816314599E1,1.156396636E1,5.125000267E2,4.639326096E0,1.908754420E2,6.000906205E0,6.000906205E0
2.327741152E2,4.816309679E1,1.156395817E1,5.125000267E2,4.747726440E0,1.912848162E2,6.000906205E0,6.000906205E0
2.337740740E2,4.816305351E1,1.156394460E1,5.125000267E2,4.734802246E0,1.898698333E2,6.000906205E0,6.000906205E0
2.347740335E2,4.816300372E1,1.156392892E1,5.125000267E2,4.766854286E0,1.886516417E2,6.000906205E0,6.000906205E0
2.357739954E2,4.816295146E1,1.156391579E1,5.125000267E2,4.766854286E0,1.880249309E2,6.000906205E0,6.000906205E0
2.367739589E2,4.816290542E1,1.156391037E1,5.125000267E2,5.019221783E0,1.871668815E2,6.000906205E0,6.000906205E0
2.377739253E2,4.816285437E1,1.156390908E1,5.125000267E2,5.019221783E0,1.856300753E2,6.000906205E0,6.000906205E0
2.387738925E2,4.816280100E1,1.156389972E1,5.125000267E2,4.598198891E0,1.916640283E2,6.000906205E0,6.000906205E0
2.397738613E2,4.816274769E1,1.156389837E1,5.125000267E2,4.798593998E0,1.937168417E2,8.001208274E0,8.001208274E0
2.407738326E2,4.816269517E1,1.156389244E1,5.125000267E2,4.798593998E0,1.935466197E2,8.001208274E0,8.001208274E0
2.417738045E2,4.816263864E1,1.156388915E1,5.125000267E2,4.798593998E0,1.920285009E2,8.001208274E0,8.001208274E0
2.427737771E2,4.816259134E1,1.156388397E1,5.125000267E2,4.610732555E0,1.840278359E2,8.001208274E0,8.001208274E0
2.437737526E2,4.816255824E1,1.156385921E1,5.125060143E2,3.660452604E0,1.865359223E2,8.001208274E0,8.001208274E0
2.447737283E2,4.816251955E1,1.156385002E1,5.125404509E2,3.660452604E0,1.861891946E2,8.001208274E0,8.001208274E0
2.457737044E2,4.816248139E1,1.156383417E1,5.125762493E2,3.653749704E0,1.863702766E2,8.001208274E0,8.001208274E0
2.467736824E2,4.816243667E1,1.156381652E1,5.126192701E2,3.653749704E0,1.885411702E2,8.001208274E0,8.001208274E0
2.477736615E2,4.816239186E1,1.156382019E1,5.126696598E2,3.851709366E0,1.879248276E2,1.200181241E1,1.200181241E1
2.487736406E2,4.816233513E1,1.156382446E1,5.126990884E2,4.390366554E0,1.873842455E2,8.001208274E0,8.001208274E0
2.497736217E2,4.816228339E1,1.156382419E1,5.127120288E2,4.390366554E0,1.891612968E2,8.001208274E0,8.001208274E0
2.507736025E2,4.816223918E1,1.156381050E1,5.127199147E2,4.390366554E0,1.897551134E2,8.001208274E0,8.001208274E0
2.517735854E2,4.816219360E1,1.156380341E1,5.127414674E2,4.750798225E0,1.888003896E2,8.001208274E0,8.001208274E0
2.527735678E2,4.816214711E1,1.156380409E1,5.127544991E2,4.750798225E0,1.888562878E2,6.000906205E0,6.000906205E0
2.537735516E2,4.816210679E1,1.156378690E1,5.127445963E2,4.864651203E0,1.890456343E2,6.000906205E0,6.000906205E0
2.547735349E2,4.816205652E1,1.156377665E1,5.127338281E2,4.864651203E0,1.890714115E2,8.001208274E0,8.001208274E0
2.557735199E2,4.816200648E1,1.156375345E1,5.127092406E2,4.593714714E0,1.935201732E2,8.001208274E0,8.001208274E0
2.567735053E2,4.816197066E1,1.156372583E1,5.126738228E2,4.453274727E0,1.916052067E2,6.000906205E0,6.000906205E0
2.577734903E2,4.816193983E1,1.156367315E1,5.126315543E2,4.453274727E0,1.876049425E2,6.000906205E0,6.000906205E0
2.587734768E2,4.816189437E1,1.156366541E1,5.125844807E2,4.768600464E0,1.865823676E2,6.000906205E0,6.000906205E0
2.597734629E2,4.816185057E1,1.156366652E1,5.125530217E2,4.768600464E0,1.872427103E2,6.000906205E0,6.000906205E0
2.607734495E2,4.816181501E1,1.156366235E1,5.125331216E2,4.768600464E0,1.873944498E2,6.000906205E0,6.000906205E0
2.617734369E2,4.816177178E1,1.156366515E1,5.125206946E2,4.726951599E0,1.874481760E2,8.001208274E0,8.001208274E0
2.627734245E2,4.816173097E1,1.156366425E1,5.125129150E2,4.730658531E0,1.844683011E2,6.000906205E0,6.000906205E0
2.637734134E2,4.816168608E1,1.156365923E1,5.125080721E2,4.708511829E0,1.848432921E2,8.001208274E0,8.001208274E0
2.647734015E2,4.816164289E1,1.156365565E1,5.125050610E2,4.708511829E0,1.854558645E2,6.000906205E0,6.000906205E0
2.657733901E2,4.816159757E1,1.156365509E1,5.125031668E2,4.497377396E0,1.859014387E2,6.000906205E0,6.000906205E0
2.667733786E2,4.816155191E1,1.156366636E1,5.125019887E2,4.439322472E0,1.900722664E2,6.000906205E0,6.000906205E0
2.677733682E2,4.816150508E1,1.156366792E1,5.125012666E2,3.873689890E0,1.866093878E2,6.000906205E0,6.000906205E0
2.687733570E2,4.816145679E1,1.156366085E1,5.125007549E2,4.022080898E0,1.787107931E2,8.001208274E0,8.001208274E0
2.697733470E2,4.816141311E1,1.156366370E1,5.125004840E2,4.022080898E0,1.846572105E2,6.000906205E0,6.000906205E0
2.707733374E2,4.816138265E1,1.156364624E1,5.125002922E2,2.793503761E0,1.773586889E2,6.000906205E0,6.000906205E0
2.717733275E2,4.816137027E1,1.156366679E1,5.125002180E2,1.465584636E-1,1.759551260E2,1.200181241E1,1.200181241E1
2.727733176E2,4.816137306E1,1.156367843E1,5.125001557E2,1.594553888E-1,1.758894196E2,1.200181241E1,1.200181241E1
2.730231298E2,4.816135213E1,1.156369544E1,5.148085976E2,-1.000000000E0,-1.000000000E0,1.555978216E2,1.555978216E2
2.733889068E2,4.816125817E1,1.156349493E1,5.124793549E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.740127999E2,4.816123474E1,1.156350239E1,5.114983368E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
2.775174537E2,4.816128028E1,1.156378778E1,4.572549767E2,1.802797079E0,-1.000000000E0,3.200000000E1,3.200000000E1
2.785065190E2,4.816133723E1,1.156362245E1,4.567910240E2,1.802797079E0,-1.000000000E0,3.200000000E1,3.200000000E1
2.795123975E2,4.816125352E1,1.156370034E1,4.567910240E2,2.891859531E0,-1.000000000E0,1.600000000E1,1.600000000E1
2.805123904E2,4.816122082E1,1.156368571E1,4.567910240E2,3.703840256E0,-1.000000000E0,1.600000000E1,1.600000000E1
2.815123835E2,4.816115901E1,1.156370774E1,4.567910240E2,3.703840256E0,-1.000000000E0,1.600000000E1,1.600000000E1
2.825170183E2,4.816110212E1,1.156371932E1,4.567910240E2,3.385999441E0,-1.000000000E0,1.200000000E1,1.200000000E1
2.835170115E2,4.816103184E1,1.156370216E1,5.069291264E2,3.385999441E0,-1.000000000E0,1.200181241E1,1.200181241E1
2.845170041E2,4.816103117E1,1.156369719E1,5.119429367E2,3.532828331E0,1.875623631E2,1.200181241E1,1.200181241E1
2.860079939E2,4.816100376E1,1.156367636E1,5.353803693E2,3.532828331E0,1.925923876E2,8.001208274E0,8.001208274E0
2.870079872E2,4.816097927E1,1.156365270E1,5.124944558E2,3.341998339E0,1.939458579E2,8.001208274E0,8.001208274E0
2.880079807E2,4.816096381E1,1.156364104E1,5.124994696E2,2.294953346E0,1.934107263E2,1.200181241E1,1.200181241E1
2.890079732E2,4.816096578E1,1.156364162E1,5.124999710E2,1.081731677E0,2.077544377E2,6.000906205E0,6.000906205E0
2.900079662E2,4.816096752E1,1.156360230E1,5.125000211E2,1.081731677E0,2.114745686E2,1.200181241E1,1.200181241E1
2.910079595E2,4.816092696E1,1.156356841E1,5.125000261E2,1.081731677E0,1.913230516E2,8.001208274E0,8.001208274E0
2.920079526E2,4.816089688E1,1.156354216E1,5.125000266E2,1.541643500E0,1.967063745E2,1.200181241E1,1.200181241E1
2.930079453E2,4.816086920E1,1.156352229E1,5.125000267E2,1.995220542E0,1.953237257E2,1.200181241E1,1.200181241E1
2.940079388E2,4.816084272E1,1.156347527E1,5.125000267E2,2.836932659E0,1.961947250E2,1.200181241E1,1.200181241E1
2.950079317E2,4.816082886E1,1.156345996E1,5.125000267E2,2.911026239E0,1.940327106E2,8.001208274E0,8.001208274E0
2.960079246E2,4.816080971E1,1.156343650E1,5.125078819E2,2.911026239E0,1.952616802E2,1.200181241E1,1.200181241E1
2.970079181E2,4.816080048E1,1.156340339E1,5.125488774E2,3.407533884E0,2.007608431E2,1.200181241E1,1.200181241E1
2.980079109E2,4.816077509E1,1.156337093E1,5.125845077E2,4.203041553E0,1.955172386E2,1.200181241E1,1.200181241E1
2.990079042E2,4.816075791E1,1.156334198E1,5.126716218E2,4.442872524E0,1.943865281E2,1.200181241E1,1.200181241E1
3.000100274E2,4.816073660E1,1.156330701E1,5.127539416E2,5.103562355E0,1.948103960E2,8.001208274E0,8.001208274E0
3.010100203E2,4.816069295E1,1.156329524E1,5.128943940E2,4.874598980E0,1.894495854E2,8.001208274E0,8.001208274E0
3.020100184E2,4.816066052E1,1.156328457E1,5.130553265E2,4.874598980E0,1.926845406E2,8.001208274E0,8.001208274E0
3.030100147E2,4.816060623E1,1.156326288E1,5.131751307E2,4.517662048E0,1.931141458E2,8.001208274E0,8.001208274E0
3.040100128E2,4.816058094E1,1.156323288E1,5.133449846E2,4.570394039E0,1.893605607E2,1.200181241E1,1.200181241E1
3.050100087E2,4.816054158E1,1.156322622E1,5.134320078E2,4.525329590E0,1.817844193E2,6.000906205E0,6.000906205E0
3.060100056E2,4.816050417E1,1.156321866E1,5.134696042E2,4.570394039E0,1.818186931E2,6.000906205E0,6.000906205E0
3.070100024E2,4.816046038E1,1.156320924E1,5.134836910E2,4.756608486E0,1.913565469E2,6.000906205E0,6.000906205E0
3.080099987E2,4.816042526E1,1.156319594E1,5.134903731E2,4.703802586E0,1.924298018E2,6.000906205E0,6.000906205E0
3.090099944E2,4.816038053E1,1.156318352E1,5.134941175E2,4.718648434E0,1.865342557E2,6.000906205E0,6.000906205E0
3.100099899E2,4.816032559E1,1.156317641E1,5.134963596E2,4.718648434E0,1.952484160E2,6.000906205E0,6.000906205E0
3.110099859E2,4.816029194E1,1.156317374E1,5.134977374E2,4.718648434E0,1.861524618E2,6.000906205E0,6.000906205E0
3.120099816E2,4.816025432E1,1.156316749E1,5.134985893E2,4.168994427E0,1.899792119E2,6.000906205E0,6.000906205E0
3.130099771E2,4.816021692E1,1.156315848E1,5.134991139E2,4.032061100E0,1.960226862E2,4.000604137E0,4.000604137E0
3.140099719E2,4.816018358E1,1.156313444E1,5.134994410E2,4.032061100E0,1.961231310E2,4.000604137E0,4.000604137E0
3.150099672E2,4.816015136E1,1.156311638E1,5.134996385E2,3.906906605E0,1.959705036E2,4.000604137E0,4.000604137E0
3.160099626E2,4.816012619E1,1.156308529E1,5.134997682E2,3.888359785E0,1.966998585E2,4.000604137E0,4.000604137E0
3.170099572E2,4.816010497E1,1.156306047E1,5.134998910E2,3.476722956E0,1.969074416E2,6.000906205E0,6.000906205E0
3.180099524E2,4.816008745E1,1.156304122E1,5.134999033E2,2.699719667E0,1.941637273E2,6.000906205E0,6.000906205E0
3.190099464E2,4.816006187E1,1.156302669E1,5.134999594E2,2.803235769E0,1.967015114E2,6.000906205E0,6.000906205E0
3.200099422E2,4.816003596E1,1.156301094E1,5.134999650E2,2.803235769E0,1.974052258E2,6.000906205E0,6.000906205E0
3.210099359E2,4.816001166E1,1.156299991E1,5.134999656E2,2.803235769E0,1.969058160E2,4.000604137E0,4.000604137E0
3.220099313E2,4.815999177E1,1.156298715E1,5.135000206E2,2.674782276E0,1.959039092E2,4.000604137E0,4.000604137E0
3.230099247E2,4.815997971E1,1.156297670E1,5.135000261E2,1.700393081E0,1.954284734E2,4.000604137E0,4.000604137E0
3.240099191E2,4.815997129E1,1.156296922E1,5.135000266E2,1.700393081E0,1.950798059E2,4.000604137E0,4.000604137E0
3.250099133E2,4.815995950E1,1.156296245E1,5.135000267E2,1.264706850E0,1.959264762E2,6.000906205E0,6.000906205E0
3.260099082E2,4.815995735E1,1.156296416E1,5.135000267E2,1.007399321E0,1.973686980E2,6.000906205E0,6.000906205E0
3.270099026E2,4.815995332E1,1.156297720E1,5.135000267E2,6.442821026E-1,1.972481451E2,6.000906205E0,6.000906205E0
3.280098968E2,4.815995475E1,1.156297206E1,5.135000267E2,1.023655236E-1,1.974837320E2,4.000604137E0,4.000604137E0
3.290098908E2,4.815995436E1,1.156297208E1,5.135000267E2,4.681232572E-2,1.977532786E2,4.000604137E0,4.000604137E0
3.300630253E2,4.815995517E1,1.156298645E1,5.157700272E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
3.301071974E2,4.815995447E1,1.156299303E1,5.157700958E2,-1.000000000E0,-1.000000000E0,9.309613898E1,9.309613898E1
3.310898104E2,4.815990714E1,1.156300254E1,5.126665993E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
3.326230091E2,4.815963159E1,1.156291181E1,5.209071787E2,4.770602226E0,-1.000000000E0,2.400000000E1,2.400000000E1
3.336123758E2,4.815950387E1,1.156289958E1,4.690009676E2,5.428133965E0,-1.000000000E0,2.400000000E1,2.400000000E1
3.346185242E2,4.815938531E1,1.156289282E1,5.090501208E2,5.428133965E0,-1.000000000E0,2.400000000E1,2.400000000E1
3.356137334E2,4.815930648E1,1.156291391E1,5.130550361E2,5.428133965E0,-1.000000000E0,1.600000000E1,1.600000000E1
3.366137272E2,4.815923747E1,1.156285068E1,5.134555276E2,4.561676025E0,-1.000000000E0,1.600241655E1,1.600241655E1
3.376137208E2,4.815919729E1,1.156285030E1,5.134955768E2,3.983023405E0,1.958022351E2,8.001208274E0,8.001208274E0
3.389367116E2,4.815912388E1,1.156282140E1,5.284279813E2,4.967740536E0,1.938876237E2,8.001208274E0,8.001208274E0
3.399367053E2,4.815910261E1,1.156279463E1,5.134999822E2,3.983023405E0,1.832678544E2,8.001208274E0,8.001208274E0
3.409366985E2,4.815907119E1,1.156281705E1,5.135000223E2,3.111622095E0,1.901973272E2,8.001208274E0,8.001208274E0
3.419366913E2,4.815905127E1,1.156280740E1,5.135000263E2,2.000209332E0,1.719528810E2,1.200181241E1,1.200181241E1
3.429366853E2,4.815904219E1,1.156280285E1,5.135000267E2,2.000209332E0,1.659941830E2,1.200181241E1,1.200181241E1
3.439366789E2,4.815904529E1,1.156277828E1,5.135000267E2,7.986613512E-1,1.722258700E2,1.200181241E1,1.200181241E1
3.449366715E2,4.815904151E1,1.156276466E1,5.135000267E2,7.236403227E-1,1.742757601E2,1.200181241E1,1.200181241E1
3.459366649E2,4.815903650E1,1.156279301E1,5.135000267E2,2.587180585E-2,1.711854683E2,1.600241655E1,1.600241655E1
3.469366584E2,4.815904130E1,1.156278600E1,5.135000267E2,1.464098096E-1,1.738859339E2,1.600241655E1,1.600241655E1
3.479366519E2,4.815904379E1,1.156279127E1,5.135000267E2,4.353361428E-1,1.717651465E2,8.001208274E0,8.001208274E0
3.489366457E2,4.815906120E1,1.156279081E1,5.135000267E2,6.701343507E-2,1.677053640E2,1.200181241E1,1.200181241E1
3.499366389E2,4.815906647E1,1.156279353E1,5.135000267E2,5.272496492E-2,1.672330427E2,1.200181241E1,1.200181241E1
3.504422891E2,4.815903553E1,1.156280261E1,5.134954224E2,-1.000000000E0,-1.000000000E0,1.837602744E2,1.837602744E2
3.521188051E2,4.815891590E1,1.156275546E1,5.157663727E2,-1.000000000E0,-1.000000000E0,6.500000000E1,6.500000000E1
3.527917699E2,4.815894618E1,1.156269634E1,5.278456435E2,1.494282365E0,-1.000000000E0,6.400000000E1,6.400000000E1
3.537998630E2,4.815884240E1,1.156292841E1,4.576910240E2,1.494282365E0,-1.000000000E0,3.200000000E1,3.200000000E1
3.547941945E2,4.815881816E1,1.156295733E1,4.577599632E2,1.418411970E0,-1.000000000E0,3.200000000E1,3.200000000E1
3.557941885E2,4.815883452E1,1.156294642E1,4.577720482E2,1.386126399E0,-1.000000000E0,3.200000000E1,3.200000000E1
3.568101716E2,4.815881600E1,1.156296413E1,4.577602379E2,2.245871782E0,-1.000000000E0,2.400000000E1,2.400000000E1
3.578101653E2,4.815872015E1,1.156298535E1,5.080037761E2,2.245871782E0,-1.000000000E0,1.200181241E1,1.200181241E1
3.588101576E2,4.815871220E1,1.156296375E1,5.130885547E2,2.245871782E0,2.037694731E2,1.200181241E1,1.200181241E1
3.603471480E2,4.815868333E1,1.156295090E1,5.395112517E2,1.858602643E0,3.416027589E1,8.001208274E0,8.001208274E0
3.613471418E2,4.815870656E1,1.156293826E1,5.137657582E2,4.735400379E-1,5.510644092E1,1.200181241E1,1.200181241E1
3.623471345E2,4.815869127E1,1.156292664E1,5.137760444E2,9.791468829E-2,7.088851166E1,1.200181241E1,1.200181241E1
3.633471288E2,4.815867707E1,1.156291576E1,5.138247537E2,4.735400379E-1,7.917770437E1,1.200181241E1,1.200181241E1
3.643471213E2,4.815866807E1,1.156293315E1,5.138779096E2,5.479496121E-1,1.224297339E2,1.200181241E1,1.200181241E1
3.653471152E2,4.815864444E1,1.156293258E1,5.138530677E2,8.171861768E-1,1.852763261E2,1.200181241E1,1.200181241E1
3.663471088E2,4.815861856E1,1.156292937E1,5.138859595E2,1.977746487E0,1.862149717E2,1.200181241E1,1.200181241E1
3.673471023E2,4.815859738E1,1.156290925E1,5.139364899E2,1.977746487E0,1.922155525E2,1.200181241E1,1.200181241E1
3.683470952E2,4.815857570E1,1.156289979E1,5.140176781E2,1.977746487E0,2.052652709E2,8.001208274E0,8.001208274E0
3.693470890E2,4.815855063E1,1.156288894E1,5.140564488E2,2.022135973E0,1.965461383E2,8.001208274E0,8.001208274E0
3.703470816E2,4.815851177E1,1.156286547E1,5.140954821E2,2.271579742E0,1.998094661E2,1.200181241E1,1.200181241E1
3.713470751E2,4.815843790E1,1.156280604E1,5.141754109E2,1.649905086E0,1.966289748E2,1.200181241E1,1.200181241E1
3.723470688E2,4.815839711E1,1.156278429E1,5.143759941E2,1.649905086E0,1.958175620E2,8.001208274E0,8.001208274E0
3.733470624E2,4.815836988E1,1.156276146E1,5.144665297E2,1.422825694E0,1.909676359E2,8.001208274E0,8.001208274E0
3.743470559E2,4.815835144E1,1.156274786E1,5.144897007E2,7.167958021E-1,1.972852604E2,8.001208274E0,8.001208274E0
3.753470490E2,4.815833297E1,1.156269810E1,5.144926770E2,7.167958021E-1,2.424566072E2,8.001208274E0,8.001208274E0
3.763470420E2,4.815832887E1,1.156262659E1,5.144992917E2,1.498442054E0,2.649508243E2,1.200181241E1,1.200181241E1
3.773470359E2,4.815832413E1,1.156255002E1,5.144999532E2,1.498442054E0,2.576701705E2,1.200181241E1,1.200181241E1
3.783470296E2,4.815831128E1,1.156246949E1,5.145000194E2,1.498442054E0,2.550848346E2,1.200181241E1,1.200181241E1
3.793470236E2,4.815832381E1,1.156240533E1,5.144090042E2,2.382068872E0,2.792737310E2,1.200181241E1,1.200181241E1
3.803470158E2,4.815833718E1,1.156232735E1,5.141946781E2,2.471637011E0,2.812589118E2,1.200181241E1,1.200181241E1
3.813470090E2,4.815835092E1,1.156225761E1,5.139053439E2,3.026581049E0,2.813233615E2,1.200181241E1,1.200181241E1
3.823470022E2,4.815836567E1,1.156217672E1,5.136479498E2,3.509308815E0,2.807248457E2,1.200181241E1,1.200181241E1
3.833469961E2,4.815837689E1,1.156209431E1,5.135148190E2,3.509308815E0,2.843273333E2,8.001208274E0,8.001208274E0
3.843469892E2,4.815840212E1,1.156200720E1,5.135015059E2,3.675510645E0,2.864148577E2,1.200181241E1,1.200181241E1
3.853469820E2,4.815841787E1,1.156193543E1,5.135001746E2,3.781504631E0,2.839416189E2,1.200181241E1,1.200181241E1
3.863469756E2,4.815842805E1,1.156188220E1,5.135000415E2,4.474277973E0,2.818359262E2,1.200181241E1,1.200181241E1
3.873469693E2,4.815844734E1,1.156179697E1,5.135000282E2,4.474277973E0,2.785614516E2,1.200181241E1,1.200181241E1
3.883469626E2,4.815846424E1,1.156170539E1,5.135000269E2,3.855942011E0,2.805275079E2,6.000906205E0,6.000906205E0
3.893469559E2,4.815848617E1,1.156165070E1,5.135000267E2,3.784554720E0,2.814155964E2,6.000906205E0,6.000906205E0
3.903469497E2,4.815849728E1,1.156158532E1,5.135000267E2,3.694910288E0,2.803650586E2,6.000906205E0,6.000906205E0
3.913469425E2,4.815850705E1,1.156150735E1,5.135000267E2,4.102038860E0,2.811111065E2,6.000906205E0,6.000906205E0
3.923469366E2,4.815851789E1,1.156143598E1,5.135000267E2,4.416348457E0,2.835485825E2,6.000906205E0,6.000906205E0
3.933469298E2,4.815852864E1,1.156136668E1,5.135000267E2,4.102038860E0,2.810506184E2,6.000906205E0,6.000906205E0
3.943469230E2,4.815853997E1,1.156129893E1,5.135000267E2,4.080045700E0,2.798850876E2,6.000906205E0,6.000906205E0
3.953469161E2,4.815853894E1,1.156124337E1,5.135000267E2,3.919347525E0,2.792683488E2,6.000906205E0,6.000906205E0
3.963469100E2,4.815853856E1,1.156119833E1,5.135000267E2,3.476941586E0,2.793649004E2,8.001208274E0,8.001208274E0
3.973469028E2,4.815856020E1,1.156116025E1,5.135000267E2,3.476941586E0,2.816287802E2,8.001208274E0,8.001208274E0
3.983468970E2,4.815856516E1,1.156111527E1,5.135000267E2,3.064346075E0,2.876433355E2,8.001208274E0,8.001208274E0
3.993468895E2,4.815856600E1,1.156107423E1,5.135000267E2,2.898367882E0,3.058502976E2,8.001208274E0,8.001208274E0
4.003468829E2,4.815857941E1,1.156104438E1,5.135000267E2,2.538494587E0,3.190408955E2,6.000906205E0,6.000906205E0
4.013468764E2,4.815860053E1,1.156102629E1,5.135000267E2,2.372201443E0,3.331808078E2,6.000906205E0,6.000906205E0
4.023468699E2,4.815863710E1,1.156102108E1,5.135000267E2,2.372201443E0,3.350863213E2,6.000906205E0,6.000906205E0
4.033468634E2,4.815866417E1,1.156100848E1,5.135000267E2,2.372201443E0,3.367846342E2,6.000906205E0,6.000906205E0
4.043468566E2,4.815869091E1,1.156099759E1,5.135000267E2,2.403086901E0,3.359433734E2,6.000906205E0,6.000906205E0
4.053468505E2,4.815871491E1,1.156099320E1,5.135000267E2,2.626474142E0,3.426302925E2,6.000906205E0,6.000906205E0
4.063468432E2,4.815874448E1,1.156099404E1,5.135000267E2,2.859786749E0,2.300538553E0,6.000906205E0,6.000906205E0
4.073468370E2,4.815877951E1,1.156099237E1,5.135000267E2,3.237301826E0,1.409516791E0,6.000906205E0,6.000906205E0
4.083468299E2,4.815881520E1,1.156099858E1,5.135000267E2,3.237301826E0,3.056104751E0,6.000906205E0,6.000906205E0
4.093468235E2,4.815885846E1,1.156101177E1,5.135000267E2,3.342384338E0,4.500342488E0,6.000906205E0,6.000906205E0
4.103468174E2,4.815889289E1,1.156102781E1,5.135000267E2,3.342384338E0,5.756077036E0,6.000906205E0,6.000906205E0
4.113468106E2,4.815892273E1,1.156104078E1,5.135000267E2,2.850564003E0,4.752988625E0,6.000906205E0,6.000906205E0
4.123468036E2,4.815895199E1,1.156103408E1,5.135000267E2,3.008551121E0,3.523088892E2,6.000906205E0,6.000906205E0
4.133467975E2,4.815896515E1,1.156102912E1,5.135000267E2,2.850564003E0,3.406626243E2,6.000906205E0,6.000906205E0
4.143467912E2,4.815897452E1,1.156100199E1,5.135000267E2,1.864063740E0,3.199115807E2,6.000906205E0,6.000906205E0
4.153467844E2,4.815899451E1,1.156101656E1,5.135000267E2,1.696023583E0,3.121207391E2,6.000906205E0,6.000906205E0
4.163467771E2,4.815898328E1,1.156101996E1,5.135000267E2,1.592681289E0,3.141661622E2,6.000906205E0,6.000906205E0
4.173467710E2,4.815896560E1,1.156101488E1,5.135000267E2,1.592681289E0,3.102366451E2,6.000906205E0,6.000906205E0
4.183467648E2,4.815894537E1,1.156098455E1,5.135000267E2,1.124309301E0,2.754337167E2,6.000906205E0,6.000906205E0
4.193467582E2,4.815894411E1,1.156099377E1,5.135000267E2,1.124309301E0,2.286715505E2,6.000906205E0,6.000906205E0
4.203467515E2,4.815891792E1,1.156098166E1,5.135000267E2,1.391517639E0,2.110281474E2,4.000604137E0,4.000604137E0
4.213467445E2,4.815889211E1,1.156096063E1,5.135000267E2,2.247180939E0,2.086334421E2,4.000604137E0,4.000604137E0
4.223467375E2,4.815886613E1,1.156095154E1,5.135000267E2,3.248608351E0,1.989352838E2,4.000604137E0,4.000604137E0
4.233467321E2,4.815882072E1,1.156094624E1,5.135000267E2,3.248608351E0,1.974430787E2,4.000604137E0,4.000604137E0
4.243467298E2,4.815877471E1,1.156094465E1,5.135000267E2,3.542135000E0,1.967136828E2,4.000604137E0,4.000604137E0
4.253467186E2,4.815872975E1,1.156092501E1,5.135000267E2,3.906477451E0,1.940770249E2,4.000604137E0,4.000604137E0
4.263467112E2,4.815869179E1,1.156091958E1,5.135000267E2,4.196473122E0,1.931016056E2,4.000604137E0,4.000604137E0
4.273467049E2,4.815865770E1,1.156090824E1,5.135000267E2,4.196473122E0,1.927970201E2,4.000604137E0,4.000604137E0
4.283466984E2,4.815861508E1,1.156090012E1,5.135000267E2,4.196473122E0,1.866016014E2,4.000604137E0,4.000604137E0
