"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.159705852E2,4.815496652E1,1.156824754E1,5.155000267E2,3.363146544E0,2.640088046E2,6.000906205E0,6.000906205E0
2.169705849E2,4.815496540E1,1.156818387E1,5.155000267E2,3.139447927E0,2.848591045E2,6.000906205E0,6.000906205E0
2.179705832E2,4.815498526E1,1.156812586E1,5.155000267E2,3.357746601E0,2.784023901E2,6.000906205E0,6.000906205E0
2.189705834E2,4.815501660E1,1.156808330E1,5.155000267E2,3.773923874E0,2.795170223E2,8.001208274E0,8.001208274E0
2.199705818E2,4.815504234E1,1.156802718E1,5.155000267E2,3.773923874E0,2.790807372E2,8.001208274E0,8.001208274E0
2.209705812E2,4.815505220E1,1.156796362E1,5.155000267E2,3.810829639E0,2.810125606E2,6.000906205E0,6.000906205E0
2.219705801E2,4.815506919E1,1.156790441E1,5.155000267E2,3.927596331E0,2.815363541E2,6.000906205E0,6.000906205E0
2.229705801E2,4.815508264E1,1.156784075E1,5.155000267E2,4.150667191E0,2.788499861E2,6.000906205E0,6.000906205E0
2.239705782E2,4.815510153E1,1.156776935E1,5.155000267E2,4.219432831E0,2.815674178E2,6.000906205E0,6.000906205E0
2.249705772E2,4.815512991E1,1.156768401E1,5.155000267E2,4.219432831E0,2.813573758E2,6.000906205E0,6.000906205E0
2.259705772E2,4.815515546E1,1.156761041E1,5.155000267E2,4.219432831E0,2.785858490E2,6.000906205E0,6.000906205E0
2.269705759E2,4.815517256E1,1.156755212E1,5.155000267E2,4.222219467E0,2.788986443E2,6.000906205E0,6.000906205E0
2.279705763E2,4.815519203E1,1.156748414E1,5.155000267E2,4.471726894E0,2.787064975E2,6.000906205E0,6.000906205E0
2.289705749E2,4.815521385E1,1.156742813E1,5.155000267E2,4.471726894E0,2.860652067E2,8.001208274E0,8.001208274E0
2.299705738E2,4.815523813E1,1.156736009E1,5.155000267E2,4.471726894E0,2.862511244E2,6.000906205E0,6.000906205E0
2.309705725E2,4.815525256E1,1.156728593E1,5.155000267E2,4.375227451E0,2.855423147E2,6.000906205E0,6.000906205E0
2.319705721E2,4.815525457E1,1.156721699E1,5.155000267E2,4.375227451E0,2.834595988E2,6.000906205E0,6.000906205E0
2.329705713E2,4.815525949E1,1.156714564E1,5.155000267E2,3.952431679E0,2.817348941E2,6.000906205E0,6.000906205E0
2.339705704E2,4.815526464E1,1.156706529E1,5.155000267E2,3.979583979E0,2.820857199E2,6.000906205E0,6.000906205E0
2.349705703E2,4.815526674E1,1.156699350E1,5.155000267E2,3.957397223E0,2.811531532E2,6.000906205E0,6.000906205E0
2.359705689E2,4.815525869E1,1.156692970E1,5.155000267E2,3.957397223E0,2.730515106E2,6.000906205E0,6.000906205E0
2.369705689E2,4.815525439E1,1.156689526E1,5.155000267E2,3.499581099E0,2.542408145E2,6.000906205E0,6.000906205E0
2.379705673E2,4.815523418E1,1.156686686E1,5.155000267E2,3.402850389E0,2.353812962E2,8.001208274E0,8.001208274E0
2.389705666E2,4.815520106E1,1.156682878E1,5.155000267E2,3.402850389E0,2.229851585E2,8.001208274E0,8.001208274E0
2.399705647E2,4.815516223E1,1.156682028E1,5.155000267E2,3.357684612E0,2.126124098E2,8.001208274E0,8.001208274E0
2.409705645E2,4.815512291E1,1.156681153E1,5.155000267E2,2.952133179E0,2.152816067E2,8.001208274E0,8.001208274E0
2.419705634E2,4.815507869E1,1.156680178E1,5.155000267E2,2.952133179E0,2.079194141E2,8.001208274E0,8.001208274E0
2.429705623E2,4.815503312E1,1.156678769E1,5.155000267E2,3.371519566E0,1.971067602E2,8.001208274E0,8.001208274E0
2.439705621E2,4.815498703E1,1.156676595E1,5.155000267E2,3.616952658E0,1.967923120E2,8.001208274E0,8.001208274E0
2.449705615E2,4.815494312E1,1.156673459E1,5.155000267E2,3.616952658E0,2.009426627E2,8.001208274E0,8.001208274E0
2.459705570E2,4.815489449E1,1.156671045E1,5.155000267E2,3.691868782E0,2.003680389E2,8.001208274E0,8.001208274E0
2.469705412E2,4.815484801E1,1.156668459E1,5.155000267E2,3.736216068E0,1.980433294E2,8.001208274E0,8.001208274E0
2.479705287E2,4.815479999E1,1.156664795E1,5.155000267E2,3.151266336E0,1.994785571E2,6.000906205E0,6.000906205E0
2.489705154E2,4.815477060E1,1.156662064E1,5.155000267E2,3.151266336E0,1.996162400E2,6.000906205E0,6.000906205E0
2.499705033E2,4.815475764E1,1.156660285E1,5.155000267E2,2.428873539E0,1.999268087E2,6.000906205E0,6.000906205E0
2.509704919E2,4.815475178E1,1.156658393E1,5.155000267E2,1.533347964E0,1.995153035E2,6.000906205E0,6.000906205E0
2.519704810E2,4.815474167E1,1.156658364E1,5.155000267E2,1.528662801E0,1.993405736E2,6.000906205E0,6.000906205E0
2.529704715E2,4.815472893E1,1.156658022E1,5.155000267E2,1.861592531E0,2.085464665E2,6.000906205E0,6.000906205E0
2.539704615E2,4.815471385E1,1.156656238E1,5.155000267E2,1.958436728E0,1.973108053E2,6.000906205E0,6.000906205E0
2.549704530E2,4.815469565E1,1.156655886E1,5.155000267E2,1.861592531E0,1.728841500E2,6.000906205E0,6.000906205E0
2.559704441E2,4.815468613E1,1.156657032E1,5.155000267E2,1.860509634E0,1.618176043E2,6.000906205E0,6.000906205E0
2.569704356E2,4.815467565E1,1.156658940E1,5.155000267E2,1.860509634E0,1.281393895E2,4.000604137E0,4.000604137E0
2.579704294E2,4.815467045E1,1.156663011E1,5.155000267E2,2.589961767E0,1.105511265E2,4.000604137E0,4.000604137E0
2.589704214E2,4.815466459E1,1.156665076E1,5.155000267E2,3.197354317E0,1.150250711E2,4.000604137E0,4.000604137E0
2.599704150E2,4.815465093E1,1.156671740E1,5.155000267E2,3.197354317E0,1.127469981E2,4.000604137E0,4.000604137E0
2.609704083E2,4.815465023E1,1.156676498E1,5.155000267E2,3.285430670E0,1.135052994E2,4.000604137E0,4.000604137E0
2.619704019E2,4.815463300E1,1.156682893E1,5.155000267E2,3.365289688E0,1.143972948E2,4.000604137E0,4.000604137E0
2.629703965E2,4.815461758E1,1.156690117E1,5.155000267E2,3.553517580E0,1.145975833E2,4.000604137E0,4.000604137E0
2.639703909E2,4.815460281E1,1.156696622E1,5.155000267E2,3.779399872E0,1.172149664E2,4.000604137E0,4.000604137E0
2.649703865E2,4.815458853E1,1.156703326E1,5.155000267E2,3.779399872E0,1.168212743E2,4.000604137E0,4.000604137E0
2.659703814E2,4.815456655E1,1.156710154E1,5.155000267E2,4.170702457E0,1.164283608E2,4.000604137E0,4.000604137E0
2.669703768E2,4.815454873E1,1.156715899E1,5.155000267E2,4.214631557E0,1.162062431E2,4.000604137E0,4.000604137E0
2.679703727E2,4.815453938E1,1.156721657E1,5.155000267E2,4.260879040E0,1.153378392E2,6.000906205E0,6.000906205E0
2.689703684E2,4.815452405E1,1.156728069E1,5.155000267E2,4.260879040E0,1.138252050E2,6.000906205E0,6.000906205E0
2.699703642E2,4.815451172E1,1.156733813E1,5.155000267E2,4.260879040E0,1.119117821E2,8.001208274E0,8.001208274E0
2.709703603E2,4.815448321E1,1.156740034E1,5.155000267E2,4.333415985E0,1.117791194E2,6.000906205E0,6.000906205E0
2.719703575E2,4.815446334E1,1.156747672E1,5.155000267E2,4.333415985E0,1.130263324E2,6.000906205E0,6.000906205E0
2.729703531E2,4.815444893E1,1.156755020E1,5.155000267E2,3.995443106E0,1.118800422E2,6.000906205E0,6.000906205E0
2.739703506E2,4.815442218E1,1.156761916E1,5.155000267E2,4.072820663E0,1.115536411E2,8.001208274E0,8.001208274E0
2.749703475E2,4.815440481E1,1.156768062E1,5.155000267E2,4.072820663E0,1.120036550E2,8.001208274E0,8.001208274E0
2.759703438E2,4.815438544E1,1.156772680E1,5.155000267E2,4.072820663E0,1.113186075E2,6.000906205E0,6.000906205E0
2.769703411E2,4.815436498E1,1.156779314E1,5.155000267E2,4.076176167E0,1.103665816E2,6.000906205E0,6.000906205E0
2.779703388E2,4.815435485E1,1.156785413E1,5.155000267E2,4.030667305E0,1.113772037E2,6.000906205E0,6.000906205E0
2.789703363E2,4.815433939E1,1.156791322E1,5.155000267E2,4.030667305E0,1.117682798E2,6.000906205E0,6.000906205E0
2.799703341E2,4.815432745E1,1.156795700E1,5.155000267E2,3.360392809E0,1.115462441E2,6.000906205E0,6.000906205E0
2.809703319E2,4.815431625E1,1.156798356E1,5.155000267E2,2.855289221E0,1.107110417E2,6.000906205E0,6.000906205E0
2.819703305E2,4.815431732E1,1.156801408E1,5.155000267E2,2.578827143E0,9.874734381E1,6.000906205E0,6.000906205E0
2.829703269E2,4.815432519E1,1.156805126E1,5.155000267E2,2.583654881E0,8.049107461E1,6.000906205E0,6.000906205E0
2.839703251E2,4.815433903E1,1.156809027E1,5.155000267E2,2.583654881E0,7.066541719E1,6.000906205E0,6.000906205E0
2.849703231E2,4.815435248E1,1.156811737E1,5.155000267E2,2.559657574E0,5.676533678E1,6.000906205E0,6.000906205E0
2.859703218E2,4.815437200E1,1.156812131E1,5.155000267E2,2.414914608E0,5.226546130E1,6.000906205E0,6.000906205E0
2.869703193E2,4.815439921E1,1.156814402E1,5.155000267E2,2.395492077E0,4.871830501E1,6.000906205E0,6.000906205E0
2.879703178E2,4.815442764E1,1.156815034E1,5.155000267E2,1.159970284E0,4.850012828E1,6.000906205E0,6.000906205E0
2.889703163E2,4.815441406E1,1.156812262E1,5.155000267E2,1.159970284E0,4.868038380E1,8.001208274E0,8.001208274E0
2.899703140E2,4.815440573E1,1.156812088E1,5.155000267E2,2.342656553E-1,5.081589709E1,8.001208274E0,8.001208274E0
2.909703125E2,4.815440131E1,1.156811522E1,5.155000267E2,3.155803382E-1,4.776836572E1,8.001208274E0,8.001208274E0
2.919703115E2,4.815440178E1,1.156811931E1,5.155000267E2,3.155803382E-1,4.852067690E1,8.001208274E0,8.001208274E0
2.929703103E2,4.815440450E1,1.156810479E1,5.155000267E2,5.748822689E-1,5.152562546E1,6.000906205E0,6.000906205E0
2.939703087E2,4.815441580E1,1.156812522E1,5.155000267E2,1.141828060E0,5.574104746E1,6.000906205E0,6.000906205E0
2.949703071E2,4.815441077E1,1.156818013E1,5.155000267E2,1.141828060E0,4.542941866E1,6.000906205E0,6.000906205E0
2.959703052E2,4.815442260E1,1.156820136E1,5.155000267E2,1.601633430E0,3.825663745E1,6.000906205E0,6.000906205E0
2.969703041E2,4.815444064E1,1.156821920E1,5.155000267E2,1.967372179E0,3.502911010E1,6.000906205E0,6.000906205E0
2.979703020E2,4.815446653E1,1.156824763E1,5.155000267E2,2.379338026E0,3.489766994E1,6.000906205E0,6.000906205E0
2.989703010E2,4.815449157E1,1.156827702E1,5.155000267E2,2.723168373E0,2.321859458E1,6.000906205E0,6.000906205E0
2.999703000E2,4.815451892E1,1.156830223E1,5.155000267E2,2.723168373E0,2.273279226E1,6.000906205E0,6.000906205E0
3.009702986E2,4.815455691E1,1.156831384E1,5.155000267E2,2.772342443E0,1.564465245E1,4.000604137E0,4.000604137E0
3.019702979E2,4.815459013E1,1.156832951E1,5.155000267E2,2.931927443E0,1.093150518E1,4.000604137E0,4.000604137E0
3.029702961E2,4.815464592E1,1.156834421E1,5.155000267E2,3.776516199E0,4.748713780E0,4.000604137E0,4.000604137E0
3.039702948E2,4.815468668E1,1.156836360E1,5.155000267E2,3.776516199E0,6.364147007E0,4.000604137E0,4.000604137E0
3.049702940E2,4.815471969E1,1.156835854E1,5.155000267E2,3.776516199E0,6.614693713E0,4.000604137E0,4.000604137E0
3.059702930E2,4.815476497E1,1.156834828E1,5.155000267E2,3.900003910E0,5.564209765E0,4.000604137E0,4.000604137E0
3.069702914E2,4.815480665E1,1.156834683E1,5.155000267E2,3.980066299E0,5.083162957E0,4.000604137E0,4.000604137E0
3.079702905E2,4.815485562E1,1.156833730E1,5.155000267E2,4.082101822E0,2.340120353E0,4.000604137E0,4.000604137E0
3.089702890E2,4.815490236E1,1.156831130E1,5.155000267E2,4.502761841E0,3.569768317E2,8.001208274E0,8.001208274E0
3.099702884E2,4.815495211E1,1.156831541E1,5.155000267E2,4.118208885E0,3.473547344E2,8.001208274E0,8.001208274E0
3.109702870E2,4.815499172E1,1.156832710E1,5.155000267E2,4.326832294E0,3.230827829E2,8.001208274E0,8.001208274E0
3.119702866E2,4.815502233E1,1.156829730E1,5.155000267E2,4.326832294E0,3.185236863E2,6.000906205E0,6.000906205E0
3.129702849E2,4.815504927E1,1.156825029E1,5.155000267E2,4.455806255E0,3.122035756E2,6.000906205E0,6.000906205E0
3.139702842E2,4.815507158E1,1.156819345E1,5.155000267E2,4.455806255E0,2.979178252E2,6.000906205E0,6.000906205E0
3.149702833E2,4.815510164E1,1.156813318E1,5.155000267E2,4.455806255E0,2.927872330E2,6.000906205E0,6.000906205E0
3.159702817E2,4.815512452E1,1.156805907E1,5.155000267E2,4.113064289E0,2.818543677E2,6.000906205E0,6.000906205E0
3.169702814E2,4.815513166E1,1.156799256E1,5.155000267E2,4.113064289E0,2.761438924E2,6.000906205E0,6.000906205E0
3.179702803E2,4.815513351E1,1.156790959E1,5.155000267E2,4.259652615E0,2.790350022E2,6.000906205E0,6.000906205E0
3.189702796E2,4.815513687E1,1.156783567E1,5.155000267E2,4.259652615E0,2.808927864E2,6.000906205E0,6.000906205E0
3.199702785E2,4.815514628E1,1.156777517E1,5.155000267E2,4.241865158E0,2.787177536E2,6.000906205E0,6.000906205E0
3.209702779E2,4.815515376E1,1.156770750E1,5.155000267E2,4.203780174E0,2.769786782E2,6.000906205E0,6.000906205E0
3.219702770E2,4.815516945E1,1.156762090E1,5.155000267E2,4.194012165E0,2.738271742E2,6.000906205E0,6.000906205E0
3.229702755E2,4.815517464E1,1.156756742E1,5.155000267E2,3.910238981E0,2.764262798E2,6.000906205E0,6.000906205E0
3.239702746E2,4.815518762E1,1.156749963E1,5.155000267E2,3.910238981E0,2.794466987E2,6.000906205E0,6.000906205E0
3.249702740E2,4.815520345E1,1.156744821E1,5.155000267E2,3.910238981E0,2.819123970E2,6.000906205E0,6.000906205E0
3.259702731E2,4.815521841E1,1.156738069E1,5.155000267E2,4.212230682E0,2.826462325E2,6.000906205E0,6.000906205E0
3.269702718E2,4.815523658E1,1.156732012E1,5.155000267E2,4.238546371E0,2.834932853E2,6.000906205E0,6.000906205E0
3.279702711E2,4.815525452E1,1.156726263E1,5.155000267E2,4.110121250E0,2.858016706E2,6.000906205E0,6.000906205E0
3.289702705E2,4.815526593E1,1.156720415E1,5.155000267E2,4.110121250E0,2.871432018E2,6.000906205E0,6.000906205E0
3.299702690E2,4.815527864E1,1.156713185E1,5.155000267E2,3.986438274E0,2.855980217E2,6.000906205E0,6.000906205E0
3.309702687E2,4.815527350E1,1.156706681E1,5.155000267E2,3.986438274E0,2.771203636E2,6.000906205E0,6.000906205E0
3.319702675E2,4.815526623E1,1.156701233E1,5.155000267E2,3.937433958E0,2.739206659E2,6.000906205E0,6.000906205E0
3.329702669E2,4.815526461E1,1.156696264E1,5.155000267E2,3.736097336E0,2.640896467E2,6.000906205E0,6.000906205E0
3.339702656E2,4.815524727E1,1.156690938E1,5.155000267E2,3.736097336E0,2.463628743E2,6.000906205E0,6.000906205E0
3.349702649E2,4.815522121E1,1.156687306E1,5.155000267E2,3.377332687E0,2.279226203E2,8.001208274E0,8.001208274E0
3.359702632E2,4.815519209E1,1.156683511E1,5.155000267E2,3.310578346E0,2.163795596E2,6.000906205E0,6.000906205E0
3.369702635E2,4.815515697E1,1.156681644E1,5.155000267E2,3.268419743E0,2.046241074E2,6.000906205E0,6.000906205E0
3.379702622E2,4.815512106E1,1.156680797E1,5.155000267E2,3.325408459E0,2.013992882E2,6.000906205E0,6.000906205E0
3.389702610E2,4.815507913E1,1.156679504E1,5.155000267E2,3.461210489E0,1.981789496E2,6.000906205E0,6.000906205E0
3.399702606E2,4.815503299E1,1.156678456E1,5.155000267E2,3.461210489E0,1.951612491E2,8.001208274E0,8.001208274E0
3.409702601E2,4.815498252E1,1.156677314E1,5.155000267E2,3.585079432E0,1.980272511E2,8.001208274E0,8.001208274E0
3.419702586E2,4.815493737E1,1.156676020E1,5.155000267E2,3.633352041E0,1.998124713E2,6.000906205E0,6.000906205E0
3.429702584E2,4.815488703E1,1.156673249E1,5.155000267E2,3.707894087E0,1.998532612E2,6.000906205E0,6.000906205E0
3.439702570E2,4.815484177E1,1.156670704E1,5.155000267E2,3.707894087E0,2.001601553E2,6.000906205E0,6.000906205E0
3.449702567E2,4.815480573E1,1.156667648E1,5.155000267E2,3.275527000E0,2.011052076E2,6.000906205E0,6.000906205E0
3.459702553E2,4.815478183E1,1.156662345E1,5.155000267E2,2.832810402E0,1.990934437E2,8.001208274E0,8.001208274E0
3.469702543E2,4.815476844E1,1.156662458E1,5.155000267E2,2.095089197E0,2.000481538E2,4.000604137E0,4.000604137E0
3.479702536E2,4.815476009E1,1.156662202E1,5.155000267E2,1.160767436E0,1.889810207E2,4.000604137E0,4.000604137E0
3.489702531E2,4.815474698E1,1.156661653E1,5.155000267E2,1.456713319E0,1.770387765E2,4.000604137E0,4.000604137E0
3.499702522E2,4.815473129E1,1.156660814E1,5.155000267E2,1.456713319E0,1.659980079E2,6.000906205E0,6.000906205E0
3.509702512E2,4.815471629E1,1.156661323E1,5.155000267E2,1.699541688E0,1.536885864E2,8.001208274E0,8.001208274E0
3.519702502E2,4.815469690E1,1.156661713E1,5.155000267E2,1.722194672E0,1.414881610E2,6.000906205E0,6.000906205E0
3.529702492E2,4.815468275E1,1.156663575E1,5.155000267E2,2.213458776E0,1.202911606E2,6.000906205E0,6.000906205E0
3.539702495E2,4.815466754E1,1.156667980E1,5.155000267E2,2.894965887E0,1.170450586E2,6.000906205E0,6.000906205E0
3.549702475E2,4.815465320E1,1.156672395E1,5.155000267E2,2.894965887E0,1.171578114E2,6.000906205E0,6.000906205E0
3.559702468E2,4.815463350E1,1.156676788E1,5.155000267E2,2.968028545E0,1.196841208E2,6.000906205E0,6.000906205E0
3.569702464E2,4.815461549E1,1.156681971E1,5.155000267E2,3.301985025E0,1.182333476E2,8.001208274E0,8.001208274E0
3.579702451E2,4.815459369E1,1.156687643E1,5.155000267E2,3.586074114E0,1.177755883E2,8.001208274E0,8.001208274E0
3.589702445E2,4.815457201E1,1.156693858E1,5.155000267E2,3.888242722E0,1.179460698E2,8.001208274E0,8.001208274E0
3.599702433E2,4.815455724E1,1.156699693E1,5.155000267E2,3.888242722E0,1.172353203E2,8.001208274E0,8.001208274E0
3.609702426E2,4.815454342E1,1.156705947E1,5.155000267E2,3.992174149E0,1.146643415E2,6.000906205E0,6.000906205E0
3.619702419E2,4.815453591E1,1.156711588E1,5.155000267E2,4.038094044E0,1.138981514E2,6.000906205E0,6.000906205E0
3.629702414E2,4.815452093E1,1.156717528E1,5.155000267E2,4.297961712E0,1.126727881E2,6.000906205E0,6.000906205E0
3.639702406E2,4.815450475E1,1.156724741E1,5.155000267E2,4.342908859E0,1.121182656E2,6.000906205E0,6.000906205E0
3.649702400E2,4.815447859E1,1.156732349E1,5.155000267E2,4.297961712E0,1.114245642E2,6.000906205E0,6.000906205E0
3.659702382E2,4.815445750E1,1.156739298E1,5.155000267E2,4.239776611E0,1.092162889E2,6.000906205E0,6.000906205E0
3.669702379E2,4.815443580E1,1.156746914E1,5.155000267E2,4.239776611E0,1.099367783E2,6.000906205E0,6.000906205E0
3.679702368E2,4.815440712E1,1.156753787E1,5.155000267E2,4.237233639E0,1.129464260E2,8.001208274E0,8.001208274E0
3.689702367E2,4.815439610E1,1.156760998E1,5.155000267E2,4.307176113E0,1.155602301E2,8.001208274E0,8.001208274E0
3.699702357E2,4.815437920E1,1.156766102E1,5.155000267E2,4.307176113E0,1.155902556E2,6.000906205E0,6.000906205E0
3.709702351E2,4.815436278E1,1.156772011E1,5.155000267E2,4.307176113E0,1.138625183E2,6.000906205E0,6.000906205E0
3.719702345E2,4.815434742E1,1.156778777E1,5.155000267E2,4.158532619E0,1.138082866E2,6.000906205E0,6.000906205E0
3.729702336E2,4.815433167E1,1.156784096E1,5.155000267E2,3.892556190E0,1.140649924E2,6.000906205E0,6.000906205E0
3.739702318E2,4.815431079E1,1.156788650E1,5.155000267E2,3.892556190E0,1.082958117E2,6.000906205E0,6.000906205E0
3.749702314E2,4.815430652E1,1.156793349E1,5.155000267E2,3.685264587E0,8.725227204E1,6.000906205E0,6.000906205E0
3.759702306E2,4.815432081E1,1.156799169E1,5.155000267E2,3.685264587E0,6.459958083E1,6.000906205E0,6.000906205E0
3.769702297E2,4.815434819E1,1.156805098E1,5.155000267E2,3.938498259E0,5.798622968E1,6.000906205E0,6.000906205E0
3.779702293E2,4.815437232E1,1.156810437E1,5.155000267E2,3.822754860E0,4.706418687E1,6.000906205E0,6.000906205E0
3.789702286E2,4.815440075E1,1.156814250E1,5.155000267E2,3.822754860E0,4.237661438E1,6.000906205E0,6.000906205E0
3.799702275E2,4.815443099E1,1.156818412E1,5.155000267E2,3.822754860E0,2.996433700E1,6.000906205E0,6.000906205E0
3.809702272E2,4.815446546E1,1.156822587E1,5.155000267E2,4.203082561E0,2.882312850E1,6.000906205E0,6.000906205E0
3.819702259E2,4.815450496E1,1.156826312E1,5.155000267E2,4.375572205E0,2.455225561E1,6.000906205E0,6.000906205E0
3.829702244E2,4.815454703E1,1.156826604E1,5.155000267E2,4.023646832E0,2.046270888E1,6.000906205E0,6.000906205E0
3.839702245E2,4.815459089E1,1.156827926E1,5.155000267E2,4.249137878E0,1.447778464E1,6.000906205E0,6.000906205E0
3.849702237E2,4.815464048E1,1.156829675E1,5.155000267E2,4.249137878E0,1.277083926E1,6.000906205E0,6.000906205E0
3.859702221E2,4.815468755E1,1.156831158E1,5.155000267E2,4.493822098E0,1.162888201E1,6.000906205E0,6.000906205E0
3.869702219E2,4.815473126E1,1.156832772E1,5.155000267E2,4.557296276E0,1.142266664E1,6.000906205E0,6.000906205E0
3.879702210E2,4.815477490E1,1.156834506E1,5.155000267E2,4.756431580E0,1.086724249E1,6.000906205E0,6.000906205E0
3.889702202E2,4.815481738E1,1.156835007E1,5.155000267E2,4.756431580E0,1.000725935E1,6.000906205E0,6.000906205E0
3.899702199E2,4.815486508E1,1.156834888E1,5.155000267E2,4.630104542E0,6.155922287E0,6.000906205E0,6.000906205E0
3.909702187E2,4.815490778E1,1.156835901E1,5.155000267E2,4.630104542E0,4.131992948E0,8.001208274E0,8.001208274E0
3.919702177E2,4.815496076E1,1.156836484E1,5.155000267E2,4.652914047E0,5.048729839E0,8.001208274E0,8.001208274E0
3.929702173E2,4.815501349E1,1.156837879E1,5.155000267E2,4.803777218E0,4.633041965E0,8.001208274E0,8.001208274E0
3.939702159E2,4.815506122E1,1.156838514E1,5.155000267E2,4.803777218E0,3.928544237E0,8.001208274E0,8.001208274E0
3.949702151E2,4.815510862E1,1.156838740E1,5.155000267E2,4.769110680E0,3.089387836E0,6.000906205E0,6.000906205E0
3.959702145E2,4.815515069E1,1.156839181E1,5.155000267E2,4.719355583E0,2.671653467E0,6.000906205E0,6.000906205E0
3.969702134E2,4.815520209E1,1.156839483E1,5.155000267E2,4.769110680E0,3.462755858E0,8.001208274E0,8.001208274E0
3.979702128E2,4.815526710E1,1.156838616E1,5.155000267E2,4.977390766E0,3.318428839E0,8.001208274E0,8.001208274E0
3.989702120E2,4.815532841E1,1.156840737E1,5.155000267E2,4.977390766E0,4.127551190E0,8.001208274E0,8.001208274E0
3.999702110E2,4.815539174E1,1.156841868E1,5.155000267E2,4.965138912E0,4.280259279E0,6.000906205E0,6.000906205E0
4.009702109E2,4.815544715E1,1.156843070E1,5.155000267E2,4.965138912E0,4.585342485E0,6.000906205E0,6.000906205E0
4.019702094E2,4.815549109E1,1.156845088E1,5.155000267E2,4.965138912E0,4.938447470E0,6.000906205E0,6.000906205E0
4.029702092E2,4.815553055E1,1.156845906E1,5.155000267E2,4.612810612E0,4.862856059E0,6.000906205E0,6.000906205E0
4.039702078E2,4.815557494E1,1.156846176E1,5.155000267E2,4.846587181E0,4.395304424E0,6.000906205E0,6.000906205E0
4.049702077E2,4.815562128E1,1.156847474E1,5.155000267E2,4.846587181E0,4.346739645E0,6.000906205E0,6.000906205E0
4.059702071E2,4.815566958E1,1.156848414E1,5.155000267E2,4.985774994E0,1.546614909E0,6.000906205E0,6.000906205E0
4.069702059E2,4.815572198E1,1.156847209E1,5.155000267E2,4.990827560E0,2.316218533E0,8.001208274E0,8.001208274E0
4.079702047E2,4.815577346E1,1.156845610E1,5.155000267E2,4.819786549E0,1.484289753E0,8.001208274E0,8.001208274E0
4.089702040E2,4.815582218E1,1.156845984E1,5.155000267E2,4.819786549E0,1.692863987E0,6.000906205E0,6.000906205E0
4.099702032E2,4.815586828E1,1.156846780E1,5.155000267E2,4.797697544E0,9.844931150E-1,6.000906205E0,6.000906205E0
4.109702032E2,4.815590718E1,1.156846577E1,5.155000267E2,4.797697544E0,2.481587445E0,6.000906205E0,6.000906205E0
4.119702020E2,4.815595508E1,1.156845979E1,5.155000267E2,5.065799236E0,1.325826910E0,6.000906205E0,6.000906205E0
4.129702013E2,4.815600191E1,1.156846368E1,5.155000267E2,5.151118755E0,2.677462970E0,6.000906205E0,6.000906205E0
4.139702004E2,4.815605137E1,1.156847180E1,5.155000267E2,5.151118755E0,2.925742694E0,6.000906205E0,6.000906205E0
4.149701993E2,4.815610212E1,1.156848453E1,5.155000267E2,4.929705143E0,3.884788338E0,6.000906205E0,6.000906205E0
4.159701984E2,4.815614706E1,1.156848836E1,5.155000267E2,4.929705143E0,5.792514388E0,6.000906205E0,6.000906205E0
4.169701976E2,4.815619188E1,1.156848666E1,5.155000267E2,4.940438747E0,6.224073060E0,6.000906205E0,6.000906205E0
4.179701968E2,4.815623966E1,1.156848645E1,5.155000267E2,4.750838280E0,6.564576774E0,8.001208274E0,8.001208274E0
4.189701962E2,4.815628309E1,1.156848911E1,5.155000267E2,4.750838280E0,6.436914562E0,8.001208274E0,8.001208274E0
4.199701955E2,4.815632289E1,1.156849427E1,5.155000267E2,4.670987606E0,4.849981153E0,6.000906205E0,6.000906205E0
4.209701942E2,4.815636694E1,1.156850977E1,5.155000267E2,4.511656761E0,3.465306721E0,6.000906205E0,6.000906205E0
4.219701936E2,4.815640800E1,1.156852667E1,5.155000267E2,4.511656761E0,5.038699706E0,8.001208274E0,8.001208274E0
4.229701926E2,4.815645259E1,1.156853188E1,5.155000267E2,4.305287838E0,7.297561939E0,8.001208274E0,8.001208274E0
4.239701917E2,4.815650179E1,1.156852345E1,5.155000267E2,4.305287838E0,7.427641185E0,8.001208274E0,8.001208274E0
4.249701912E2,4.815654220E1,1.156854004E1,5.155000267E2,4.156648159E0,7.938925240E0,8.001208274E0,8.001208274E0
4.259701902E2,4.815658707E1,1.156856688E1,5.155000267E2,3.898453951E0,8.631287856E0,8.001208274E0,8.001208274E0
4.269701902E2,4.815662014E1,1.156859367E1,5.155000267E2,3.898453951E0,1.030479519E1,8.001208274E0,8.001208274E0
4.279701886E2,4.815665639E1,1.156859502E1,5.155000267E2,4.499145031E0,1.360443994E1,6.000906205E0,6.000906205E0
4.289701874E2,4.815669424E1,1.156860797E1,5.155000267E2,4.716525078E0,1.221630816E1,8.001208274E0,8.001208274E0
4.299701874E2,4.815673247E1,1.156861022E1,5.155000267E2,4.559561729E0,1.193072856E1,8.001208274E0,8.001208274E0
4.309701865E2,4.815677098E1,1.156861825E1,5.155000267E2,4.559561729E0,1.278369539E1,8.001208274E0,8.001208274E0
4.319701850E2,4.815682437E1,1.156863108E1,5.155000267E2,4.559561729E0,1.356051500E1,8.001208274E0,8.001208274E0
