"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.370881000E0,-3.748205566E-1,1.681303711E0,8.791817322E0
2.380919000E0,3.881428528E-1,1.155297546E0,1.006896149E1
2.390956000E0,7.932005310E-1,3.442840576E0,8.381670227E0
2.400994000E0,9.455836487E-1,3.331023102E0,9.644743652E0
2.411031000E0,2.305206299E-1,1.422940979E0,1.020128632E1
2.421068000E0,-4.558021545E-1,1.873953094E0,9.324559479E0
2.431106000E0,1.338217163E-1,3.550616455E0,1.036265076E1
2.441143000E0,-6.017486572E-2,6.678661652E0,9.290131073E0
2.451180000E0,-3.727249146E-1,7.533234558E0,8.127349091E0
2.461218000E0,-4.421804810E-1,5.252277832E0,8.762029266E0
2.471255000E0,-7.364685059E-2,2.185754700E0,9.453591156E0
2.481293000E0,9.424401855E-1,2.360142059E0,8.791667633E0
2.491330000E0,-3.263214111E-2,3.631298676E0,1.089913513E1
2.501367000E0,-2.522704010E0,2.433639221E0,1.405562119E1
2.511405000E0,-1.881437531E0,1.500629425E0,1.185983734E1
2.521442000E0,1.273851013E0,1.764530640E0,1.157303375E1
2.531479000E0,4.541855164E0,4.145030365E0,9.755812683E0
2.541517125E0,4.847818909E0,4.326902161E0,7.763006744E0
2.551554125E0,2.941982117E0,2.475851440E0,6.934629364E0
2.561592125E0,-3.150947571E-1,8.361611938E-1,8.658744049E0
2.571629125E0,-2.423909454E0,1.982926483E0,8.926088104E0
2.581666125E0,-1.793420563E0,3.555705872E0,8.796307983E0
2.591704125E0,4.529580688E-1,3.215164032E0,9.688303070E0
2.601741125E0,2.588567047E0,1.625619507E0,9.435778198E0
2.611778125E0,2.176324310E0,1.166524200E0,8.918004913E0
2.621816125E0,-1.779798889E-1,2.461780701E0,9.014254761E0
2.631853125E0,-2.309397583E0,4.233646088E0,9.358987885E0
2.641891125E0,-2.761906586E0,4.448898468E0,9.123976593E0
2.651928125E0,-1.045575714E0,3.289259949E0,9.468859406E0
2.661965125E0,1.044827271E-1,3.091221771E0,9.287436676E0
2.672003125E0,-8.544232178E-1,4.128863983E0,8.479866028E0
2.682040125E0,-1.646725616E0,4.249363403E0,7.729326782E0
2.692078125E0,-1.644330597E0,3.961661682E0,8.025860138E0
2.702115125E0,-5.863307190E-1,3.061433716E0,9.476493530E0
2.712152125E0,5.301974487E-1,2.775228882E0,1.021550674E1
2.722190125E0,-4.001179504E-1,3.309018860E0,1.000489471E1
2.732227125E0,-1.785936127E0,2.695594482E0,1.127515320E1
2.742264125E0,-2.120789795E0,2.608026581E0,1.100421661E1
2.752302125E0,-7.954458618E-1,3.563339996E0,9.487570496E0
2.762339125E0,1.927990723E-1,4.137994995E0,9.926008759E0
2.772377125E0,-7.806266785E-1,3.835923157E0,9.442065125E0
2.782414125E0,-2.101330261E0,2.606679382E0,8.396639099E0
2.792451125E0,-3.272644501E0,2.820434875E0,8.381520538E0
2.802489125E0,-2.741099854E0,4.181704102E0,8.630452881E0
2.812526125E0,-1.740580444E0,5.148094482E0,8.409961395E0
2.822564125E0,-1.525178375E0,4.148473206E0,9.159602509E0
2.832601125E0,-1.246008911E0,1.670077057E0,1.042881317E1
2.842638125E0,-1.085692291E0,1.463955688E0,9.892927551E0
2.852676125E0,-3.228785706E-1,3.623963928E0,8.098908234E0
2.862713125E0,-4.420307922E-1,5.375621338E0,7.503895569E0
2.872750125E0,-1.260079651E0,5.142406311E0,7.751480713E0
2.882788125E0,-1.530118103E0,3.196902008E0,8.662336578E0
2.892825125E0,-9.340576172E-1,2.821482697E0,9.239087219E0
2.902863125E0,1.088237000E-1,3.986360321E0,9.114246826E0
2.912900125E0,-1.695973206E-1,4.347559204E0,9.036259003E0
2.922937125E0,-4.439767456E-1,2.359243927E0,9.315278778E0
2.932975125E0,-4.748126221E-1,3.141966248E-1,1.106079895E1
2.943012125E0,-4.337979126E-1,1.777703247E0,1.168260590E1
2.953050125E0,-1.496887207E-3,4.666096802E0,9.279353485E0
2.963087125E0,-7.746391296E-1,5.435496826E0,9.032516785E0
2.973124125E0,-7.825726318E-1,3.266507263E0,9.792187042E0
2.983162125E0,-6.104306030E-1,1.802401886E0,9.696236572E0
2.993199125E0,-6.113287354E-1,3.480262756E0,8.793763275E0
3.003236125E0,-1.032852173E-2,5.698350220E0,7.837701416E0
3.013274125E0,-7.523355103E-1,5.850284271E0,8.408913574E0
3.023311125E0,-4.415817261E-1,4.176764374E0,7.508236542E0
3.033349125E0,3.302133179E-1,2.169887695E0,9.047785034E0
3.043386125E0,-1.736389160E-1,2.909050598E0,1.027643005E1
3.053423125E0,-2.210902405E-1,3.786974945E0,9.752070465E0
3.063461125E0,-5.492079163E-1,3.606001282E0,1.005489075E1
3.073498125E0,-1.182540894E-1,2.496358795E0,1.063089294E1
3.083536125E0,7.783813477E-3,2.965782623E0,9.272767181E0
3.093573125E0,-9.520202637E-1,4.480782166E0,8.573571167E0
3.103610125E0,-1.164727936E0,4.784051514E0,9.441017303E0
3.113648125E0,-5.499563599E-1,4.600982208E0,8.639733582E0
3.123685125E0,2.893482971E-1,3.870650940E0,8.336763611E0
3.133722125E0,4.275109863E-1,2.768343201E0,9.180558929E0
3.143760125E0,-6.680607605E-1,2.888692932E0,9.827663269E0
3.153797125E0,-1.020877075E0,3.534899139E0,1.066741699E1
3.163835125E0,-7.132667542E-1,3.797303467E0,1.020502853E1
3.173872125E0,-1.328637085E0,3.155138855E0,8.899742889E0
3.183909125E0,-1.616338806E0,1.942061462E0,9.464817810E0
3.193947125E0,-1.594184875E0,3.038531342E0,8.185727692E0
3.203984125E0,-1.118025055E0,4.699477386E0,8.534951477E0
3.214022125E0,-4.144880676E-1,4.324357452E0,8.467741241E0
3.224059125E0,-1.223405914E0,2.318827972E0,8.947493591E0
3.234096125E0,-1.687440948E0,1.244512024E0,9.377100220E0
3.244134125E0,-1.533411255E0,2.547552338E0,9.348809052E0
3.254171125E0,-1.305884399E0,4.236789551E0,9.712253265E0
3.264208125E0,-1.037492523E0,3.857777710E0,1.027223877E1
3.274246125E0,-1.150058441E0,2.990032196E0,1.000714005E1
3.284283125E0,-9.590556335E-1,3.870201874E0,7.986192627E0
3.294321125E0,-1.178499298E0,5.351072388E0,8.126750336E0
3.304358125E0,-1.382525024E0,5.596561890E0,8.117918701E0
3.314395125E0,-1.737436981E0,3.955823822E0,8.742869110E0
3.324433125E0,-1.407073975E0,2.122136993E0,1.076965439E1
3.334470125E0,-1.022373962E-1,3.125949554E0,8.503965912E0
3.344508125E0,-4.138893127E-1,5.000651093E0,7.729925537E0
3.354545125E0,-1.043180695E0,4.123325500E0,8.494984589E0
3.364582125E0,-1.619631958E0,1.826950836E0,8.551566925E0
3.374620125E0,-1.298399963E0,7.559280396E-1,1.042776535E1
3.384657125E0,1.078507233E0,1.426084442E0,1.243808487E1
3.394695125E0,1.151106262E0,2.498604126E0,1.296394135E1
3.404732125E0,-6.827302551E-1,2.249073029E0,1.140732834E1
3.414769125E0,-1.737886047E0,2.433190155E0,8.240064697E0
3.424807125E0,-1.950444031E0,4.064797211E0,7.894583130E0
3.434844125E0,-3.852987671E-1,5.444478149E0,8.288563843E0
3.444881125E0,2.347119141E-1,4.480931854E0,8.514444122E0
3.454919125E0,-8.845106506E-1,2.374661865E0,9.965376892E0
3.464956125E0,-1.729503479E0,1.346300354E0,9.592502289E0
3.474994125E0,-2.039209442E0,2.809357910E0,9.026678925E0
3.485031125E0,-6.017486572E-1,4.017345886E0,8.814270630E0
3.495068125E0,2.365081787E-2,3.951632538E0,9.605225830E0
3.505106125E0,-1.074615326E0,3.122806091E0,9.681267700E0
3.515143125E0,-1.518143005E0,2.432142334E0,9.698182526E0
3.525181125E0,-1.679357758E0,2.860850830E0,9.393565979E0
3.535218125E0,-1.244661713E0,3.513942719E0,8.807684326E0
3.545254625E0,-8.376580811E-1,3.078198853E0,9.645043030E0
3.555292625E0,-1.150806885E0,2.774630127E0,1.027074188E1
3.565329625E0,-1.212029572E0,2.949466553E0,9.452243958E0
3.575367625E0,-1.426832886E0,3.494183807E0,9.149723053E0
3.585404625E0,-1.502725067E0,3.334915009E0,9.349407806E0
3.595441625E0,-1.606459351E0,3.643872528E0,8.067922668E0
3.605479625E0,-1.708547058E0,4.198618927E0,7.752827911E0
3.615516625E0,-1.367556152E0,3.443589020E0,9.027876434E0
3.625553625E0,-1.352287903E0,2.775827637E0,8.726403351E0
3.635591625E0,-1.433868256E0,2.315983887E0,9.794881439E0
3.645628625E0,-8.388555908E-1,2.867736511E0,1.082997894E1
3.655666625E0,-3.228785706E-1,3.361709290E0,1.090227859E1
3.665703625E0,-1.389111328E-1,2.286345520E0,1.071397018E1
3.675740625E0,-2.839595032E-1,1.438957672E0,9.770182800E0
3.685778625E0,-8.812174988E-1,1.917362823E0,1.008692413E1
3.695815625E0,-5.243595886E-1,3.146606598E0,9.643995209E0
3.705853625E0,-1.200503540E-1,3.211272125E0,8.584199066E0
3.715890625E0,-3.888912964E-1,2.492317200E0,7.173532562E0
3.725927625E0,-1.087638245E0,1.890418854E0,7.882608032E0
3.735965625E0,-1.915117493E0,3.083437958E0,7.629933472E0
3.746002625E0,-2.089953918E0,4.221670990E0,7.852819977E0
3.756040625E0,-1.818568268E0,4.616400146E0,7.826175385E0
3.766077625E0,-1.107247467E0,4.108656006E0,1.032567764E1
3.776114625E0,-9.113049316E-1,3.528911591E0,9.746082916E0
3.786152625E0,-2.690654755E0,2.219584351E0,1.055769516E1
3.796189625E0,-2.850522308E0,8.316705322E-1,1.210053680E1
3.806227625E0,7.824229431E-1,2.184257813E0,9.976603546E0
3.816264625E0,3.228037262E0,4.344715118E0,9.573940887E0
3.826301625E0,1.534459076E0,5.217849426E0,8.536598053E0
3.836339625E0,-2.900518341E0,3.878285065E0,9.974657593E0
3.846376625E0,-4.805457001E0,3.276087341E0,9.364825745E0
3.856414625E0,-2.632126465E0,3.546874237E0,7.503596191E0
3.866451625E0,-3.662882996E-1,3.930825806E0,8.163723450E0
3.876488625E0,3.811074829E-1,2.774031372E0,9.309141541E0
3.886526625E0,-1.069226532E0,2.085762634E0,9.402696991E0
3.896563625E0,-2.613415375E0,2.793341217E0,9.020242310E0
3.906601625E0,-1.567540283E0,3.647015991E0,8.832981720E0
3.916638625E0,-3.562591553E-2,3.466641083E0,1.010443771E1
3.926675625E0,5.005590820E-1,2.579286346E0,9.690548401E0
3.936713625E0,-7.506889343E-1,2.097588043E0,1.058149567E1
3.946750625E0,-1.595382385E0,2.715503082E0,1.023586441E1
3.956787625E0,-1.146016846E0,2.873873749E0,9.575587463E0
3.966825625E0,-2.510279846E-1,2.877466278E0,9.983638916E0
3.976862625E0,7.912545776E-1,3.357218628E0,9.478738861E0
3.986900625E0,-5.376818848E-1,4.411326599E0,9.180558929E0
3.996937625E0,-2.176324310E0,4.289330292E0,9.227710876E0
4.006974625E0,-2.208357697E0,3.135829010E0,9.198072510E0
4.017012625E0,-1.070723419E0,3.254532166E0,8.796008606E0
4.027049625E0,4.855902100E-1,4.326453094E0,8.760083313E0
4.037087625E0,6.915618896E-2,4.800217896E0,8.119864655E0
4.047124625E0,-2.048939209E0,3.607647858E0,9.225764923E0
4.057161625E0,-1.991309052E0,1.440604248E0,1.045695465E1
4.067199625E0,-2.820135498E-1,1.282383270E0,1.164578247E1
4.077236625E0,8.427474976E-1,3.542982330E0,9.644444275E0
4.087274625E0,4.575984192E-1,3.870501251E0,9.078770599E0
4.097311625E0,-8.604107666E-1,2.523153076E0,9.081165619E0
4.107348625E0,-1.341061249E0,1.907932434E0,8.339757385E0
4.117386625E0,-5.284011841E-1,3.099304962E0,9.011111298E0
4.127423625E0,2.725831604E-1,4.899760895E0,8.681945801E0
4.137461625E0,-7.469467163E-2,4.897964630E0,8.898246002E0
4.147498625E0,-7.173083496E-1,3.187471619E0,9.541458435E0
