"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.884995000E-1,5.693030953E-1,-1.859367490E-1,-1.634568870E-1
3.985365000E-1,2.030209154E-1,-2.717241049E-1,-1.810214967E-1
4.085745000E-1,-4.442234933E-1,-1.107198894E-1,-1.032430232E-1
4.186115000E-1,-3.427826166E-1,4.394159839E-2,2.790274844E-2
4.286485000E-1,3.366040885E-1,-3.093902022E-2,3.084026091E-2
4.386865000E-1,3.928473890E-1,-1.792147756E-1,8.926705457E-3
4.487235000E-1,-1.191443652E-1,-2.497643083E-1,1.078567877E-1
4.587605000E-1,-3.693693876E-1,-1.071922407E-1,8.057083935E-2
4.687985000E-1,-3.650434688E-2,2.880075201E-2,1.960497648E-1
4.788355000E-1,2.720337808E-1,-6.651218235E-2,1.806774586E-1
4.888735000E-1,1.482524723E-1,-1.622240394E-1,1.156021878E-1
4.989105000E-1,-1.745026857E-1,-2.343701273E-1,2.489682287E-1
5.089475000E-1,-2.199818939E-1,-1.334412992E-1,2.349537015E-1
5.189855000E-1,2.381744608E-2,-9.612268955E-2,2.882054746E-1
5.290225000E-1,2.361979783E-1,-1.046727449E-1,3.450799882E-1
5.390595000E-1,7.054457068E-2,-1.353792548E-1,3.424517214E-1
5.490975000E-1,-1.103565916E-1,-8.500423282E-2,4.417855442E-1
5.591345000E-1,-1.485303491E-1,-2.928503789E-2,5.132219195E-1
5.691725000E-1,-5.528600514E-2,-3.173709661E-2,5.173199177E-1
5.792095000E-1,4.448163789E-3,-1.231202707E-1,5.340983272E-1
5.892465000E-1,1.344808936E-1,-9.703437239E-2,5.539726615E-1
5.992845000E-1,5.302848876E-4,7.736699283E-2,5.984269381E-1
6.093215000E-1,-1.309695691E-1,8.211732656E-2,6.093400121E-1
6.193585000E-1,-1.950577497E-1,-6.952732801E-2,6.134897470E-1
6.293965000E-1,-1.863604039E-2,-2.382594496E-1,5.458000302E-1
6.394335000E-1,1.438871026E-1,-1.863094270E-1,6.057363153E-1
6.494715000E-1,4.045833647E-2,-7.125557214E-2,6.527647376E-1
6.595085000E-1,-1.859974414E-1,8.933970332E-2,6.661543250E-1
6.695455000E-1,-1.736039966E-1,-9.226080030E-3,6.921848655E-1
6.795835000E-1,1.074745432E-1,7.031375915E-2,6.681677103E-1
6.896205000E-1,3.900185227E-2,-6.573403627E-2,6.803138256E-1
6.996575000E-1,-3.075904250E-1,2.857648209E-2,6.346355081E-1
7.096955000E-1,-1.496107429E-1,4.165524989E-2,5.747542381E-1
7.197325000E-1,3.374888599E-1,-6.561420858E-2,5.725403428E-1
7.297705000E-1,2.062765360E-1,-7.319833338E-2,4.525693357E-1
7.398075000E-1,-3.188301325E-1,7.905378938E-2,5.131298900E-1
7.498445000E-1,-4.053234160E-1,1.930128038E-1,5.478187799E-1
7.598825000E-1,1.463229805E-1,1.413986087E-1,4.737250507E-1
7.699195000E-1,4.180267453E-1,-1.039521955E-2,3.830700815E-1
7.799565000E-1,-6.073052064E-2,-7.609820459E-3,3.262339830E-1
7.899945000E-1,-5.295374393E-1,2.958875895E-2,3.626711369E-1
8.000315000E-1,-2.198925316E-1,3.787971288E-2,2.754928172E-1
8.100695000E-1,2.959900498E-1,8.557498455E-2,2.342542559E-1
8.201065000E-1,9.405319393E-2,3.522233292E-2,2.407009602E-1
8.301435000E-1,-4.377192855E-1,5.658332258E-2,2.312996835E-1
8.401815000E-1,-3.278572261E-1,9.185343236E-2,2.297691554E-1
8.502185000E-1,1.971035749E-1,1.136121824E-1,1.702251136E-1
8.602555000E-1,2.492245734E-1,1.285184324E-1,1.095063761E-1
8.702935000E-1,-1.368270218E-1,1.214611679E-1,7.832358778E-2
8.803305000E-1,-3.552863896E-1,4.447716847E-2,1.300309896E-1
8.903685000E-1,-1.118877605E-1,6.918182224E-2,5.471778661E-2
9.004055000E-1,2.605686188E-1,1.595980078E-1,4.065736011E-2
9.104425000E-1,1.625782698E-1,1.012032256E-1,8.770963550E-2
9.204805000E-1,-2.797152698E-1,9.714483470E-2,-4.183318093E-2
9.305175000E-1,-2.692115307E-1,3.387622908E-2,-1.280530589E-3
9.405545000E-1,1.536664814E-1,-4.925834015E-2,5.771647766E-2
9.505925000E-1,8.414579928E-2,1.267873943E-1,-1.080507785E-2
9.606295000E-1,-3.064989150E-1,2.135278732E-1,9.023685008E-2
9.706675000E-1,-1.772950143E-1,3.496197611E-2,5.367238075E-2
9.807045000E-1,1.500460953E-1,-4.356969148E-4,-1.321853697E-1
9.907415000E-1,1.541011482E-1,-5.150736775E-3,-8.275729418E-2
1.000779500E0,-2.218281105E-2,1.111255363E-1,-1.525928378E-1
1.010816500E0,-1.303396374E-1,1.128555238E-1,-1.752752364E-1
1.020853500E0,-9.907173365E-2,-1.537564546E-1,-1.109684184E-1
1.030891500E0,2.350576371E-1,-5.509421229E-2,-3.575175405E-1
1.040928500E0,4.063308537E-1,1.942449808E-2,-6.062009931E-2
1.050966500E0,-1.246917471E-1,2.488116175E-1,1.279921681E-1
1.061003500E0,-6.001818776E-1,1.833812147E-1,5.369715765E-2
1.071040500E0,-3.392908573E-1,-4.158523306E-2,2.527177036E-1
1.081078500E0,2.935729027E-1,-4.276687652E-2,1.474013925E-1
1.091115500E0,3.719165921E-1,-2.748912200E-3,1.251319498E-1
1.101152500E0,-1.719269753E-1,8.565871418E-2,1.483075917E-1
1.111190500E0,-4.540894628E-1,1.556638032E-1,9.168893099E-2
1.121227500E0,-6.028942391E-2,2.407035790E-2,2.047627419E-1
1.131265500E0,1.314095408E-1,-1.430046260E-1,1.256078333E-1
1.141302500E0,1.778484136E-1,-2.376429737E-1,1.096009016E-1
1.151339500E0,8.612020314E-2,3.652737290E-2,2.977174819E-1
1.161377500E0,-1.596125960E-1,2.449002862E-1,4.644457400E-1
1.171414500E0,-4.115815163E-1,2.209620327E-1,4.233248234E-1
1.181451500E0,-1.822290272E-1,-4.944362864E-2,3.134872913E-1
1.191489500E0,3.089883327E-1,-1.594647951E-2,3.024081588E-1
1.201526500E0,3.822079599E-1,8.347674273E-3,2.988901138E-1
1.211564500E0,-8.065050840E-2,1.537136286E-1,2.673456669E-1
1.221601500E0,-3.496329784E-1,2.001700848E-1,3.294042349E-1
1.231638500E0,8.122093976E-2,1.448428780E-1,3.428381383E-1
1.241676500E0,4.628724158E-1,-5.327793583E-2,2.451938987E-1
1.251713500E0,1.528258771E-1,-1.375772059E-2,2.547696829E-1
1.261750500E0,-3.741087615E-1,1.847212017E-2,2.601956129E-1
1.271788500E0,-1.907362640E-1,1.732944995E-1,1.789608151E-1
1.281825500E0,4.296106100E-1,1.938453019E-1,7.522295415E-2
1.291863500E0,4.982818365E-1,4.130056500E-2,-2.650128491E-2
1.301900500E0,-1.246160939E-1,-6.966297328E-2,-1.123211235E-1
1.311937500E0,-4.437615573E-1,-2.910961397E-2,-1.445709318E-1
1.321975500E0,1.246004328E-1,4.620138556E-2,-1.638237238E-1
1.332012500E0,6.753041744E-1,4.809793830E-2,-1.907696575E-1
1.342049500E0,2.813725770E-1,5.734656379E-2,-2.260163277E-1
1.352087500E0,-4.464467168E-1,1.374307275E-1,-2.263348550E-1
1.362124500E0,-4.334757924E-1,1.050728038E-1,-1.663159877E-1
1.372162500E0,4.574607611E-1,2.024690658E-1,-2.152472883E-1
1.382199500E0,5.756937265E-1,6.509869546E-2,-3.387908041E-1
1.392236500E0,-1.099258587E-1,1.248658868E-3,-3.922666013E-1
1.402274500E0,-1.432348043E-1,2.795297466E-2,-4.351900816E-1
1.412311500E0,7.001023293E-1,-1.360401511E-1,-3.897344470E-1
1.422348500E0,1.854461730E-1,-4.450277984E-2,-2.639725506E-1
1.432386500E0,-1.065952301E0,2.099784911E-1,-3.026326895E-1
1.442423500E0,-3.251058757E-1,1.504927874E-1,-2.220048755E-2
1.452461500E0,6.916345954E-1,7.790064812E-2,-1.427770704E-1
1.462498500E0,3.969182968E-1,-9.200236946E-2,-3.106760681E-1
1.472535500E0,-5.371359587E-1,-7.801801711E-2,-1.551009566E-1
1.482573500E0,-6.996596456E-1,1.820748299E-1,-7.821629941E-2
1.492610500E0,5.328954756E-2,3.047692180E-1,-3.903868794E-2
1.502647500E0,6.175337434E-1,8.501581103E-2,-8.171797544E-2
1.512685500E0,4.071167707E-1,-6.057010964E-2,-1.554412991E-1
1.522722500E0,-2.475484014E-1,-2.071752697E-1,-1.386335492E-1
1.532759500E0,-3.866107762E-1,-3.174363077E-2,-3.467512876E-2
1.542798000E0,6.865765899E-2,7.251886278E-2,4.570253566E-2
1.552835000E0,5.003231764E-1,-5.875895545E-2,4.675442353E-2
1.562873000E0,1.786252558E-1,-8.703879267E-2,9.794517606E-2
1.572910000E0,-5.713877678E-1,-6.350296736E-2,1.535075307E-1
1.582947000E0,-3.231159151E-1,-1.284177899E-1,1.324816048E-1
1.592985000E0,6.083548069E-1,-6.156231463E-2,8.677430451E-2
1.603022000E0,6.520261168E-1,6.867291778E-2,1.267840415E-1
1.613060000E0,-3.993431032E-1,1.322724372E-1,2.431457043E-1
1.623097000E0,-7.165349126E-1,4.283177108E-2,1.775981188E-1
1.633134000E0,1.921024770E-1,-1.845562458E-1,1.580204815E-1
1.643172000E0,5.007854700E-1,-1.613020450E-1,8.967258781E-2
1.653209000E0,-4.698377103E-3,5.903377756E-2,1.202949062E-1
1.663246000E0,-5.267629027E-1,1.398881376E-1,3.155967593E-1
1.673284000E0,-2.846457958E-1,-2.548383921E-2,2.085485756E-1
1.683321000E0,2.743737996E-1,-3.261843026E-1,1.619182229E-1
1.693358000E0,3.959788084E-1,-6.370824575E-2,2.187817693E-1
1.703396000E0,-1.802517772E-1,7.985583693E-2,3.263039589E-1
1.713433000E0,-3.927377760E-1,1.391548216E-1,3.809445202E-1
1.723471000E0,-1.648291014E-2,-1.731540710E-1,2.943553030E-1
1.733508000E0,4.884273112E-1,-2.324412912E-1,2.537207901E-1
1.743545000E0,4.976740479E-2,2.354428172E-1,3.354494870E-1
1.753583000E0,-4.542535245E-1,6.688671112E-1,6.330822706E-1
1.763620000E0,-2.915218771E-1,-1.045636162E-1,6.501345038E-1
1.773657000E0,1.485186368E-1,-7.461033463E-1,2.480424643E-1
1.783695000E0,7.452709675E-1,-3.619833589E-1,2.457982153E-1
1.793732000E0,4.333186448E-1,7.199531198E-1,5.452095866E-1
1.803770000E0,-5.570931435E-1,1.042247534E0,6.029328108E-1
1.813807000E0,-4.180380106E-1,4.296759665E-1,5.199999213E-1
1.823844000E0,-1.481466442E-1,-3.181958497E-1,8.403251320E-2
1.833882000E0,-1.595788151E-1,-7.388554811E-1,-7.011950761E-2
1.843919000E0,1.315246671E-1,-5.899695754E-1,1.245575696E-1
1.853956000E0,3.871412873E-1,4.469159245E-2,4.501985386E-2
1.863994000E0,2.206021100E-1,4.565142989E-1,3.567553759E-1
1.874031000E0,-1.055873409E-1,3.051660657E-1,3.716583848E-1
1.884069000E0,-2.327892482E-1,-2.429047823E-1,1.161240861E-1
1.894106000E0,3.224037290E-1,-4.889093041E-1,7.263329625E-2
1.904143000E0,7.944521904E-1,-1.092397347E-1,7.289855182E-2
1.914181000E0,1.475785375E-1,3.380582929E-1,2.012758851E-1
1.924218000E0,-4.408447742E-1,4.244318008E-1,2.013504654E-1
1.934255000E0,-4.094830751E-1,-1.885795780E-2,6.696055830E-2
1.944293000E0,4.086890072E-2,-3.165082932E-1,-1.965582557E-2
1.954330000E0,5.272853374E-1,-7.229790837E-2,-4.645852372E-2
1.964368000E0,2.850087881E-1,2.855310738E-1,1.333682239E-1
1.974405000E0,-3.274114132E-1,3.414273262E-1,1.161698997E-1
1.984442000E0,-3.006303906E-1,5.406716838E-2,2.826480940E-2
1.994480000E0,1.798389107E-1,-2.753795087E-1,1.908588409E-2
2.004517000E0,4.457552731E-1,-3.136579320E-2,-4.311729968E-2
2.014555000E0,-8.291110396E-3,2.827402651E-1,1.019993126E-1
2.024592000E0,-5.391004086E-1,3.209313154E-1,1.643577665E-1
2.034629000E0,-2.979725301E-1,1.372207403E-1,3.797614574E-2
2.044667000E0,3.626538068E-2,-3.877452761E-2,5.321901292E-2
2.054704000E0,4.782495499E-1,-8.471944928E-2,5.449010804E-2
2.064741000E0,2.347969264E-1,-6.392841786E-2,6.194376200E-2
2.074779000E0,-1.284588128E-1,-1.962043531E-2,8.720106632E-2
2.084816000E0,-3.624285758E-2,1.733145863E-2,1.055055112E-1
2.094854000E0,1.783797592E-1,1.705923378E-1,1.132870913E-1
2.104891000E0,4.614474997E-2,1.947804987E-1,1.536182761E-1
2.114928000E0,-2.412995398E-1,1.055041403E-1,1.569051445E-1
2.124966000E0,1.062352508E-1,1.723873056E-2,2.027360201E-1
2.135003000E0,5.187257528E-1,-8.201656491E-2,2.451646328E-1
2.145040000E0,3.237743974E-1,-7.768386602E-2,1.335659325E-1
2.155078000E0,5.209669471E-2,1.819732487E-1,3.021343350E-1
2.165115000E0,-2.346517518E-2,2.987334132E-1,2.796167731E-1
2.175153000E0,-2.902497053E-1,2.807450108E-2,2.003829479E-1
2.185190000E0,-2.246017158E-1,-6.129745394E-2,1.895462722E-1
2.195227000E0,3.891176581E-1,1.615085155E-1,2.094427496E-1
2.205265000E0,3.327899277E-1,1.449066401E-1,2.583141625E-1
2.215302000E0,-2.734845579E-1,7.349614799E-2,7.980351895E-2
2.225339000E0,-2.893080115E-1,2.022502478E-3,9.082687646E-2
2.235377000E0,2.037492841E-1,8.290822059E-2,1.205452830E-1
2.245414000E0,3.819674850E-1,2.581034899E-1,3.958971426E-2
2.255452000E0,2.194969952E-1,2.607618868E-1,9.872484207E-2
2.265489000E0,-2.444890440E-1,1.619676501E-1,3.115698136E-2
2.275526000E0,-3.939292133E-1,2.717632428E-2,-4.375064373E-2
2.285564000E0,1.449246705E-1,5.977288261E-2,-6.504794210E-2
2.295601000E0,1.916378587E-1,2.777096927E-1,-1.067077592E-1
2.305638000E0,-3.024387062E-1,3.245373666E-1,-4.684336111E-2
2.315676000E0,-3.432308435E-1,1.202964634E-1,-1.119577959E-1
2.325713000E0,1.577946842E-1,-5.989275128E-2,-2.089226842E-1
2.335751000E0,3.153479993E-1,2.616135404E-2,-1.049124748E-1
2.345788000E0,-1.716437787E-1,1.790931076E-1,-1.038386896E-1
2.355825000E0,-2.924596667E-1,1.876192540E-1,-7.890179008E-2
2.365863000E0,-5.636697635E-2,8.521511406E-2,-8.677356690E-2
2.375900000E0,2.101348042E-1,5.834690481E-2,-1.884747744E-1
2.385937000E0,9.013781697E-2,1.113411486E-1,-8.790051192E-2
2.395975000E0,-2.453045249E-1,2.590889931E-1,-3.035201877E-2
2.406012000E0,-9.319515526E-2,2.079043686E-1,-6.790605187E-2
2.416050000E0,4.210812151E-1,1.198944524E-1,-5.342686921E-2
2.426087000E0,2.894989550E-1,1.800573915E-1,-1.032673940E-1
2.436124000E0,2.140487581E-1,2.017213702E-1,-6.819666177E-2
2.446162000E0,-3.773526847E-2,1.997090876E-1,-6.930693239E-2
2.456199000E0,-3.684266210E-1,8.359315991E-2,-1.576742232E-1
2.466237000E0,-2.563182116E-1,1.340634935E-2,-1.887692958E-1
2.476274000E0,4.701215625E-1,1.911364198E-1,-1.862359643E-1
2.486311000E0,3.394506127E-2,5.263066888E-1,-1.080178544E-1
2.496349000E0,-5.115517974E-1,1.234514490E-1,-1.715648770E-1
2.506386000E0,1.162388846E-1,-2.638994455E-1,-3.833716810E-1
2.516423000E0,3.447625935E-1,-2.842351794E-1,-3.701657057E-1
2.526461000E0,-9.347293526E-3,2.088556997E-2,-3.728373945E-1
2.536498000E0,-1.708621979E-1,3.024614751E-1,-3.180865347E-1
2.546536125E0,-1.080294326E-1,6.239958405E-1,-2.703791857E-1
2.556573125E0,5.108771846E-2,5.049656630E-1,-3.954719305E-1
2.566610125E0,1.638808399E-1,1.481992900E-1,-5.817616582E-1
2.576648125E0,-1.854471862E-2,-1.271534413E-1,-6.989223361E-1
2.586685125E0,-2.245777696E-1,-1.353479922E-1,-7.344315648E-1
2.596722125E0,-1.371755451E-1,1.072980165E-1,-7.697951794E-1
2.606760125E0,1.794516593E-1,4.201307595E-1,-6.851325035E-1
2.616797125E0,3.226281106E-1,4.449104369E-1,-6.672543287E-1
2.626835125E0,1.466727853E-1,1.587692350E-1,-7.509348392E-1
2.636872125E0,-1.406354904E-1,-1.604206860E-1,-7.744614482E-1
2.646909125E0,9.282898973E-4,-1.120046824E-1,-7.888299823E-1
2.656947125E0,2.403465658E-1,1.346338838E-1,-7.043746710E-1
2.666984125E0,1.332832426E-1,1.653411984E-1,-5.788058043E-1
2.677021125E0,2.477512695E-2,2.021886408E-2,-6.320307851E-1
2.687059125E0,5.406323820E-2,-1.356170774E-1,-6.117974520E-1
2.697096125E0,-2.844970673E-3,-1.391926259E-1,-5.046517849E-1
2.707134125E0,1.185802594E-1,8.826796710E-2,-4.546548724E-1
2.717171125E0,1.387352645E-1,1.915349811E-1,-3.109546602E-1
2.727208125E0,-1.368037704E-2,5.353983119E-2,-2.929636538E-1
2.737246125E0,1.135422885E-1,-1.935706288E-1,-2.906794846E-1
2.747283125E0,2.764009833E-1,-1.143551618E-1,-2.382037640E-1
2.757321125E0,7.698313147E-2,7.614906877E-2,-1.447462142E-1
2.767358125E0,-1.055717617E-1,1.572769582E-1,-3.787462413E-2
2.777395125E0,4.158927873E-2,1.323353350E-1,-6.924363971E-2
2.787433125E0,2.768750191E-1,-5.582257733E-2,-2.372142486E-2
2.797470125E0,2.077279240E-1,-1.455713362E-1,-5.001202226E-2
2.807507125E0,-4.857149720E-2,-8.687926829E-2,-5.906543881E-2
2.817545125E0,-1.970100552E-1,-4.367293790E-2,7.498715539E-3
2.827582125E0,-9.917405248E-2,-8.158676326E-2,-2.846141532E-2
2.837620125E0,1.580280662E-1,-1.247742325E-1,2.886530943E-2
2.847657125E0,2.435056865E-1,-4.143692087E-3,3.425208479E-2
2.857694125E0,-3.300523758E-2,4.511635751E-2,3.651003167E-2
2.867732125E0,-2.133835256E-1,3.073874861E-2,4.317272827E-2
2.877769125E0,-7.864993066E-2,-9.275042266E-2,1.130028442E-2
2.887807125E0,1.342357099E-1,-1.275025457E-1,1.251282170E-2
2.897844125E0,3.736581281E-2,-1.513544936E-2,-1.996945776E-2
2.907881125E0,-3.291557133E-1,3.874642402E-2,5.106477067E-2
2.917919125E0,-3.727403879E-1,-4.666568246E-3,9.839528240E-3
2.927956125E0,1.216308400E-2,-3.707324713E-2,-4.153897613E-2
2.937993125E0,3.390648961E-1,1.275914349E-2,1.860900200E-3
2.948031125E0,1.050968841E-1,8.189240843E-2,-6.841938943E-2
2.958068125E0,-2.006407082E-1,2.840886638E-2,-2.898595296E-2
2.968106125E0,-1.649077535E-1,-1.163815148E-2,-1.275426149E-1
2.978143125E0,9.938895702E-2,1.371027902E-3,-1.788048893E-1
2.988180125E0,3.423168957E-1,-2.447974309E-2,-1.127238870E-1
2.998218125E0,1.766477972E-1,1.029463857E-1,-1.980257332E-1
3.008255125E0,-2.612656653E-1,-1.819734648E-2,-1.616104692E-1
3.018293125E0,-2.012955546E-1,-8.405721188E-2,-2.419866323E-1
3.028330125E0,9.003136307E-2,6.124485657E-2,-3.002824485E-1
3.038367125E0,1.840337217E-1,4.994845390E-2,-2.348291129E-1
3.048405125E0,-1.699420065E-2,4.231236875E-2,-3.173634112E-1
3.058442125E0,-1.184854135E-1,-6.263671070E-2,-3.304803967E-1
3.068479125E0,6.064505316E-3,-3.959051520E-2,-3.581935167E-1
3.078517125E0,2.008857876E-1,1.313611418E-1,-3.349153101E-1
3.088554125E0,1.677344888E-1,6.126567349E-2,-2.916898131E-1
3.098592125E0,-5.124493316E-2,-7.210985571E-2,-3.592130840E-1
3.108629125E0,-1.015789509E-1,-1.670150608E-1,-3.548601568E-1
3.118666125E0,-5.569831282E-2,-2.195275202E-2,-2.813017368E-1
3.128704125E0,-4.688750952E-2,1.276607066E-1,-2.952710986E-1
3.138741125E0,7.426663488E-2,1.048669405E-2,-2.935839593E-1
3.148779125E0,4.633273557E-2,-2.519353852E-2,-2.809179723E-1
3.158816125E0,-1.612845063E-1,2.171903476E-2,-2.714266777E-1
3.168853125E0,-1.751888692E-1,2.585678920E-2,-1.866063327E-1
3.178891125E0,9.687743336E-2,7.423692849E-3,-2.200354934E-1
3.188928125E0,2.412521839E-1,-1.000694782E-1,-2.270971239E-1
3.198965125E0,6.223499775E-2,-9.893722087E-2,-1.423071176E-1
3.209003125E0,-2.713818550E-1,2.032605559E-2,-1.506577283E-1
3.219040125E0,-2.426330596E-1,2.088599652E-2,-9.861607850E-2
3.229078125E0,1.647560149E-1,-3.018251434E-2,-1.343229413E-1
3.239115125E0,2.406504452E-1,-7.965840399E-2,-1.573969275E-1
3.249152125E0,1.600535586E-2,-5.992890894E-2,-1.039632708E-1
3.259190125E0,-7.785415649E-2,-4.248372465E-2,-1.167929843E-1
3.269227125E0,7.517027855E-2,-7.617457211E-2,-1.146185100E-1
3.279265125E0,2.777470946E-1,-3.455043212E-2,-1.426418871E-1
3.289302125E0,1.113578454E-1,-1.251064241E-2,-1.014204174E-1
3.299339125E0,-1.480540484E-1,-4.353761300E-2,-1.448903978E-1
3.309377125E0,-2.116982788E-1,-1.120951027E-1,-1.772424728E-1
3.319414125E0,4.887354095E-3,-2.617249191E-1,-1.970379055E-1
3.329451125E0,2.020723224E-1,-7.047238946E-2,-2.760530710E-1
3.339489125E0,1.888911985E-2,3.510925919E-2,-1.826201975E-1
3.349526125E0,-3.120720387E-1,5.456827115E-3,-2.388847917E-1
3.359564125E0,-1.665295213E-1,-1.541793942E-1,-2.965931892E-1
3.369601125E0,2.167408913E-1,-3.380557597E-1,-2.396358997E-1
3.379638125E0,2.339548916E-1,-1.941810101E-1,-3.592523634E-1
3.389676125E0,-9.746272117E-2,8.867065609E-2,-2.550894618E-1
3.399713125E0,-4.091745988E-2,6.388499588E-2,-1.709427536E-1
3.409751125E0,2.604716718E-1,-8.423656225E-2,-3.014760017E-1
3.419788125E0,1.725115031E-1,-3.015018702E-1,-2.829996645E-1
3.429825125E0,-2.210351638E-2,-2.104119211E-1,-2.841232419E-1
3.439863125E0,-2.608301640E-1,3.860407043E-3,-2.417383492E-1
3.449900125E0,-1.289352626E-1,-2.049680334E-3,-2.129306644E-1
3.459938125E0,1.377644837E-1,-7.030762732E-2,-3.107866049E-1
3.469975125E0,2.187253833E-1,-2.958680391E-1,-2.547297180E-1
3.480012125E0,5.401725695E-2,-2.252787352E-1,-2.517059147E-1
3.490050125E0,-4.983244464E-2,-4.804217443E-2,-2.030619234E-1
3.500087125E0,-4.592953995E-2,-3.513554484E-2,-1.237017512E-1
3.510124125E0,8.217330277E-2,-1.432569474E-1,-2.214674652E-1
3.520162125E0,7.332796603E-2,-1.954674572E-1,-2.011288106E-1
3.530199125E0,1.356662996E-2,-1.970986426E-1,-1.766050905E-1
3.540236625E0,-2.908745967E-2,-1.490416825E-1,-1.832042187E-1
3.550273625E0,4.042370617E-2,-1.610267013E-1,-1.355653256E-1
3.560310625E0,9.187572449E-2,-1.588969231E-1,-1.500336230E-1
3.570348625E0,7.247086614E-2,-1.549929976E-1,-1.263421476E-1
3.580385625E0,1.984715462E-2,-1.667295843E-1,-1.135620698E-1
3.590423625E0,8.543601632E-2,-1.684028506E-1,-1.080301479E-1
3.600460625E0,6.097818539E-2,-2.100421488E-1,-5.921778083E-2
3.610497625E0,-1.761187911E-1,-2.154648751E-1,-8.439370990E-2
3.620535625E0,-1.085728258E-1,-1.839489043E-1,-6.926134229E-2
3.630572625E0,8.296678215E-2,-2.731469572E-1,-2.570933662E-2
3.640610625E0,5.748920888E-2,-2.686829865E-1,-3.548024967E-2
3.650647625E0,-1.387873590E-1,-2.468868643E-1,-1.095839683E-2
3.660684625E0,-1.518120766E-1,-1.964692026E-1,2.625328116E-2
3.670722625E0,9.753144532E-2,-1.247707754E-1,3.502280265E-2
3.680759625E0,1.825771928E-1,-1.769018620E-1,7.529015094E-2
3.690797625E0,4.723269120E-2,-2.188083082E-1,4.337323457E-2
3.700834625E0,-1.328601986E-1,-1.722887009E-1,8.608304709E-2
3.710871625E0,-5.008862540E-2,-3.675004467E-2,1.653719991E-1
3.720909625E0,1.192016006E-1,-6.295980513E-2,1.527616680E-1
3.730946625E0,7.668477297E-2,-1.527432352E-1,1.512974650E-1
3.740983625E0,-6.567672640E-2,-1.761723608E-1,1.560263485E-1
3.751021625E0,-8.385599405E-2,-1.931816936E-1,1.439113617E-1
3.761058625E0,-3.264606744E-2,-1.622088701E-1,9.533477575E-2
3.771096625E0,-2.163117677E-1,1.793986559E-2,1.387522817E-1
3.781133625E0,-1.990596205E-1,-3.802963346E-2,3.343974650E-1
3.791170625E0,4.423372820E-2,-5.741567016E-1,2.905522287E-1
3.801208625E0,1.935204268E-1,-6.113921404E-1,1.235579178E-1
