"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.712660417E-1,-9.948243201E-2,2.764455080E-1,-7.353785634E-2
2.813030417E-1,6.090836599E-2,1.343539953E-1,1.907965988E-1
2.913400417E-1,-1.094370112E-1,-1.628539860E-1,1.396015882E-1
3.013760417E-1,-3.224850893E-1,-1.387811303E-1,1.297492981E-1
3.114130417E-1,-4.471871629E-2,1.165313274E-1,2.912907898E-1
3.214500417E-1,4.062932134E-1,1.407331824E-1,1.354251504E-1
3.314870417E-1,4.343898296E-1,9.341867268E-2,-4.975135997E-2
3.415230417E-1,-3.615755439E-1,-1.028162092E-1,-2.280510962E-2
3.515600417E-1,-8.811809421E-1,-3.195333183E-1,-2.187024504E-1
3.615970417E-1,-2.706838250E-1,-2.432911694E-1,-1.977234781E-1
3.716340417E-1,4.809209704E-1,1.559335506E-3,2.455647103E-2
3.816700417E-1,4.124603271E-1,2.176426202E-1,-1.033197530E-2
3.917070417E-1,-2.884474397E-1,1.529826671E-1,3.077498078E-2
4.017440417E-1,-4.337652028E-1,-1.740105152E-1,-4.162168130E-2
4.117810417E-1,2.070214599E-1,-6.848940998E-2,-9.220708907E-2
4.218170417E-1,6.264745593E-1,2.026835233E-1,5.311192200E-2
4.318540417E-1,3.734399378E-1,3.228352368E-1,7.905536890E-2
4.418910417E-1,-2.832246721E-1,1.709760427E-1,1.416685339E-2
4.519280417E-1,-3.410232663E-1,1.701600552E-1,-7.225592434E-2
4.619650417E-1,5.349719152E-2,9.610261023E-2,-6.804756820E-2
4.720010417E-1,3.751790822E-1,-7.808676362E-2,-2.441722751E-1
4.820380417E-1,3.546090052E-2,-1.821850389E-1,-3.504149616E-1
4.920750417E-1,-3.507384658E-1,-4.008249938E-2,-2.343115211E-1
5.021120417E-1,-1.786869764E-1,9.114026278E-2,-2.227384597E-1
5.121480417E-1,1.326756086E-2,-3.145036474E-2,-2.528153956E-1
5.221850417E-1,1.486813463E-2,-3.395159543E-1,-2.998781800E-1
5.322220417E-1,-2.701635957E-1,-3.323587179E-1,-3.831006289E-1
5.422590417E-1,-2.326307297E-1,-2.488513291E-1,-3.472838700E-1
5.522950417E-1,2.390023172E-1,2.302106172E-1,-2.093984485E-1
5.623320417E-1,5.301772356E-1,1.620302349E-1,-1.805591881E-1
5.723690417E-1,-1.280428004E-2,-1.646512151E-1,-1.739673316E-1
5.824060417E-1,-5.925807357E-1,-3.232021034E-1,-1.813567728E-1
5.924420417E-1,-1.016120687E-1,-1.726614684E-2,-2.861452103E-1
6.024790417E-1,4.253064394E-1,4.242818356E-1,8.588267863E-2
6.125160417E-1,2.395395190E-1,3.897901475E-1,-7.104595751E-2
6.225530417E-1,-3.479539454E-1,-1.741342247E-2,-2.150527686E-1
6.325890417E-1,-5.068775415E-1,-2.478796691E-1,-1.896637827E-1
6.426260417E-1,-4.629763216E-2,-1.264015734E-1,-3.423723578E-1
6.526630417E-1,3.909673393E-1,7.519999146E-2,-3.129138052E-1
6.627000417E-1,2.881120145E-1,-2.523911372E-2,-2.988987267E-1
6.727360417E-1,-2.763183415E-1,-8.175538480E-2,-4.829676151E-1
6.827730417E-1,-3.622715175E-1,-8.709037304E-2,-3.746478856E-1
6.928100417E-1,2.547813058E-1,-1.668773443E-1,-2.126345038E-1
7.028470417E-1,6.017727852E-1,-2.584486455E-2,-1.548380107E-1
7.128830417E-1,5.503700301E-2,1.858758181E-2,-2.439344302E-2
7.229200417E-1,-5.115139484E-1,-1.080174819E-1,-4.793402925E-2
7.329570417E-1,-2.498802096E-1,-3.021962382E-2,-1.628893763E-1
7.429940417E-1,4.070734382E-1,1.690581441E-2,-1.450956017E-1
7.530300417E-1,6.479662657E-1,-5.127323791E-2,-2.578996420E-1
7.630670417E-1,3.667034805E-1,-2.448350191E-1,-3.447822034E-1
7.731040417E-1,-3.260883093E-1,-2.377440780E-1,-1.931444854E-1
7.831410417E-1,-6.225373745E-1,-8.183727413E-2,-1.833917797E-1
7.931770417E-1,-1.307947934E-1,-8.196607232E-3,-1.742443442E-1
8.032140417E-1,6.016086340E-1,-1.622016728E-2,-1.039092615E-1
8.132510417E-1,4.662641287E-1,-1.048746705E-1,-2.074907869E-1
8.232880417E-1,-2.229925096E-1,-2.644700706E-1,-2.578217089E-1
8.333240417E-1,-3.932103217E-1,-1.113894358E-1,-2.084562927E-1
8.433610417E-1,-3.520928621E-1,2.063492388E-1,-1.040491611E-1
8.533980417E-1,1.347183436E-1,1.424312443E-1,-1.462227106E-1
8.634350417E-1,2.910861969E-1,-2.556088269E-1,-1.994730830E-1
8.734710417E-1,-5.684034899E-2,-2.329104394E-1,-2.538793385E-1
8.835080417E-1,-4.097764790E-1,9.596785903E-2,-1.401990056E-1
8.935450417E-1,-1.371100992E-1,5.331439897E-2,-2.420237288E-2
9.035820417E-1,4.795775414E-1,-1.670282185E-1,-1.539568454E-1
9.136190417E-1,6.027953625E-1,-2.794711292E-1,-9.034723788E-2
9.236550417E-1,2.632336318E-1,-2.895816863E-1,-4.719768092E-2
9.336920417E-1,-2.989117615E-2,-2.108650506E-1,-4.895430431E-2
9.437290417E-1,-1.156987324E-1,-2.963480949E-1,3.347386792E-2
9.537660417E-1,-4.710130021E-2,4.073566571E-2,1.037360728E-2
9.638020417E-1,6.292217225E-2,2.652141824E-2,2.268357575E-1
9.738390417E-1,1.137097180E-1,-3.986961842E-1,2.182611674E-1
9.838760417E-1,8.851575106E-2,-4.157084525E-1,-5.735541135E-2
9.939130417E-1,-2.385553122E-1,-1.459331512E-1,2.265202552E-1
1.003949042E0,-5.373443365E-1,9.139057249E-2,2.506632209E-1
1.013986042E0,-1.597415954E-1,-1.953647286E-2,4.981614649E-2
1.024023042E0,4.123057425E-1,-2.283572108E-1,1.805002093E-1
1.034060042E0,3.283099234E-1,-4.633886516E-1,1.114279330E-1
1.044096042E0,-2.420273125E-1,-2.272293568E-1,8.002807200E-2
1.054133042E0,-4.622936547E-1,1.574432105E-1,2.832925022E-1
1.064170042E0,4.801998287E-2,3.166449964E-1,2.985365689E-1
1.074207042E0,5.017818809E-1,-7.571402192E-2,2.315476835E-1
1.084243042E0,2.490134090E-1,-2.971847653E-1,1.588826329E-1
1.094280042E0,-2.946331203E-1,-1.392081827E-1,1.365054250E-1
1.104317042E0,-2.819696963E-1,8.291465789E-2,2.436135411E-1
1.114354042E0,1.460660994E-1,1.342721134E-1,1.862980425E-1
1.124390042E0,4.479900897E-1,-8.329549432E-2,8.082404733E-2
1.134427042E0,2.890220284E-1,-2.589157820E-1,9.807839990E-2
1.144464042E0,8.748212131E-4,-1.730960757E-1,3.039747104E-2
1.154501042E0,-1.286788844E-2,5.214716122E-2,4.937808588E-2
1.164537042E0,-3.369910643E-2,1.520285010E-1,1.478038728E-1
1.174574042E0,-4.858463109E-1,5.596001446E-2,6.047615036E-2
1.184611042E0,-7.409437299E-1,7.023769896E-3,5.607125163E-2
1.194648042E0,-1.278821826E-1,-1.243851185E-1,9.369133413E-2
1.204684042E0,4.814730287E-1,-6.309077144E-2,-2.852705866E-2
1.214721042E0,2.442570180E-1,6.523231417E-2,1.907082088E-2
1.224758042E0,-1.817221940E-1,9.635616094E-2,9.769960493E-2
1.234795042E0,-4.000619650E-1,2.718957663E-1,-2.757815830E-2
1.244831042E0,-5.906220898E-2,1.273980886E-1,6.412462890E-2
1.254868042E0,5.434992909E-1,-3.061554730E-1,1.336397603E-2
1.264905042E0,4.813703001E-1,-2.640734017E-1,-1.072745174E-1
1.274942042E0,-3.749150038E-2,-4.265418649E-2,9.413982183E-2
1.284978042E0,-4.666287601E-1,7.048248500E-2,1.237642989E-1
1.295015042E0,-1.414391994E-1,1.673070341E-1,1.032161415E-1
1.305052042E0,4.788132906E-1,-7.578936964E-2,1.685697585E-1
1.315089042E0,3.977274895E-1,-1.355610937E-1,9.149334580E-2
1.325125042E0,-3.440116942E-1,6.402406842E-2,1.194623113E-1
1.335162042E0,-6.373125911E-1,2.269970179E-1,2.353050113E-1
1.345199042E0,6.929185987E-2,7.686916739E-2,1.003012285E-1
1.355236042E0,5.048694015E-1,-1.343610585E-1,1.338071190E-2
1.365272042E0,1.561005563E-1,-9.597584605E-2,5.292985588E-2
1.375309042E0,-4.023092091E-1,8.033979684E-2,6.339447945E-2
1.385346042E0,-2.368343025E-1,5.342214555E-2,8.079056442E-2
1.395383042E0,2.334149629E-1,5.260029435E-2,7.819957286E-2
1.405419042E0,2.084459662E-1,3.364870697E-2,6.081505865E-2
1.415456042E0,-3.515456915E-1,-9.306103736E-2,1.070009321E-1
1.425493042E0,-4.372665286E-1,-3.020442650E-2,9.406880289E-2
1.435530042E0,2.054399848E-1,-9.988105856E-3,1.450920254E-1
1.445567042E0,4.654083550E-1,2.298393846E-2,2.158892900E-1
1.455603042E0,1.422782242E-1,1.453484595E-1,1.324407309E-1
1.465640042E0,-2.135345638E-1,1.352999657E-1,2.574444711E-1
1.475677042E0,-2.840539813E-1,1.577303559E-2,2.409374267E-1
1.485714042E0,-6.180929393E-2,-4.361458123E-4,1.035440639E-1
1.495750042E0,9.701976925E-2,9.265217930E-3,2.223071903E-1
1.505787042E0,5.280748755E-2,3.028473072E-2,1.514741480E-1
1.515824042E0,4.356072843E-2,1.981903985E-2,7.527312636E-2
1.525861042E0,1.114332378E-1,-9.702380002E-2,1.924012601E-1
1.535897042E0,-8.388779312E-2,-7.383124903E-3,1.466148794E-1
1.545934042E0,-4.031718969E-1,4.567553475E-2,1.459916085E-1
1.555971042E0,-2.514840961E-1,2.722355910E-2,1.623101234E-1
1.566008042E0,3.723978400E-1,1.505433470E-1,1.078485325E-1
1.576044042E0,3.108740151E-1,1.494554579E-1,1.959192604E-1
1.586081042E0,-3.300065696E-1,9.864966571E-2,9.605387598E-2
1.596118042E0,-5.072388649E-1,1.875358522E-1,1.338509377E-2
1.606155042E0,-7.332070172E-2,7.955201715E-2,9.193903208E-2
1.616191042E0,2.602466047E-1,1.276583076E-1,-1.053000018E-1
1.626228042E0,1.467187405E-1,-9.021543711E-2,-1.616260558E-1
1.636265042E0,-3.642951697E-2,-1.263832897E-1,-1.248909459E-1
1.646302042E0,8.518824354E-3,1.925258189E-1,-2.014997602E-1
1.656338042E0,-5.282149836E-2,1.832148880E-1,-5.660462379E-2
1.666375042E0,6.843125075E-2,6.794381142E-2,-2.010980099E-1
1.676412042E0,4.108085111E-2,4.241741449E-2,-2.624508440E-1
1.686449042E0,-3.794629872E-2,-1.228406653E-1,-1.795002520E-1
1.696485042E0,-1.180416644E-1,-1.467766166E-1,-3.320237398E-1
1.706522042E0,-1.577491164E-1,1.544286460E-1,-2.160985917E-1
1.716559042E0,-1.652192920E-1,1.924737543E-1,-9.169247001E-2
1.726596042E0,-2.456141822E-2,9.161145985E-2,-2.259031236E-1
1.736632042E0,1.635192782E-1,3.423791379E-2,-2.171248198E-1
1.746669042E0,7.140807062E-2,-1.319670379E-1,-2.183254659E-1
1.756706042E0,7.438867539E-2,-6.331073493E-2,-2.864890695E-1
1.766743042E0,-1.355468929E-1,2.843996882E-1,-1.186639741E-1
1.776779042E0,-1.362313330E-1,2.569904327E-1,-8.797077090E-2
1.786816042E0,8.798534423E-2,3.124199808E-3,-1.864200383E-1
1.796853042E0,2.337265611E-1,-2.899609506E-1,-2.433525622E-1
1.806890042E0,7.702329010E-2,4.775308445E-2,-2.841990292E-1
1.816927042E0,-2.990789711E-1,1.026131436E-1,-1.739455014E-1
1.826963042E0,-1.241210178E-1,4.710018635E-2,-2.542934120E-1
1.837000042E0,2.608218789E-1,-1.102406979E-1,-3.496028781E-1
1.847037042E0,3.084777296E-1,-2.851689458E-1,-2.757894099E-1
1.857073042E0,1.636679471E-2,-1.749266088E-1,-2.647945285E-1
1.867110042E0,-1.214190200E-1,1.117674783E-1,-1.632065922E-1
1.877147042E0,4.529033601E-2,1.169816777E-1,-9.776899219E-2
1.887184042E0,3.095984757E-1,-1.271919906E-1,-1.488284469E-1
1.897221042E0,1.487094611E-1,-2.421287000E-1,-1.804367006E-1
1.907257042E0,-1.109255254E-1,-6.649293937E-4,-5.566758290E-2
1.917294042E0,-2.151224911E-1,2.721972167E-1,4.326778650E-2
1.927331042E0,2.729795175E-3,1.571430564E-1,6.012773514E-2
1.937368042E0,2.851854563E-1,-1.577078402E-1,-6.850906461E-2
1.947404042E0,1.339749545E-1,-3.048790097E-1,-1.317635626E-1
1.957441042E0,-9.954884648E-2,-2.638926804E-1,-3.538297117E-2
1.967478042E0,-2.324519493E-2,9.416582435E-2,-6.154146791E-2
1.977515042E0,4.053804651E-2,1.782934815E-1,-2.386797918E-3
1.987551042E0,4.937709123E-2,-9.292522818E-2,-2.654851973E-2
1.997588042E0,5.086591467E-3,-3.550162315E-1,-2.407191396E-1
2.007625042E0,-3.891417384E-2,-2.132981122E-1,-1.618456841E-1
2.017662042E0,4.662548751E-2,1.530314097E-3,-4.374940321E-2
2.027698042E0,2.272159159E-1,-3.259399906E-3,-1.443065554E-1
2.037735042E0,8.240093291E-2,-2.601204813E-1,-1.366217434E-1
2.047772042E0,-1.381551325E-1,-2.238423824E-1,-1.688411981E-1
2.057809042E0,-1.855295748E-1,-8.677266538E-2,-1.087142080E-1
2.067845042E0,-4.995266721E-2,-8.736427873E-2,-1.245199889E-2
2.077882042E0,6.240157411E-2,-5.682768300E-2,-1.110052019E-1
2.087919042E0,-1.626743972E-1,-1.561492085E-1,-2.133909054E-2
2.097956042E0,-1.826997697E-1,-1.095710546E-1,-2.394925430E-2
2.107992042E0,5.467671528E-2,-1.114816144E-1,-4.909307510E-2
2.118029042E0,2.160115391E-1,-1.648649424E-1,3.170669824E-2
2.128066042E0,1.291762739E-1,-2.086679339E-1,-6.320712715E-2
2.138103042E0,-7.662536204E-2,-3.994522691E-1,-1.956325024E-2
2.148139042E0,-1.294323206E-1,-1.843752563E-1,1.897543296E-2
2.158176042E0,1.412740201E-1,-2.083742060E-3,8.346228302E-2
2.168213042E0,6.265644729E-2,-4.084631801E-2,1.965148598E-1
2.178250042E0,-3.347076774E-1,3.268595785E-2,1.736668050E-1
2.188287042E0,-9.521932155E-2,-1.798164248E-1,2.168701887E-1
2.198323042E0,4.020152092E-1,-3.843722343E-1,1.952160150E-1
2.208360042E0,3.060452640E-1,-2.586067617E-1,9.234154969E-2
2.218397042E0,-1.988094151E-1,-9.953266382E-2,2.461263239E-1
2.228434042E0,-3.828219175E-1,5.143285729E-3,2.458868921E-1
2.238470042E0,-1.831082702E-1,1.036228240E-2,2.171220928E-1
2.248507042E0,3.249199390E-1,-1.793437600E-1,2.805816531E-1
2.258544042E0,2.602126002E-1,-2.314455658E-1,1.726077646E-1
2.268581042E0,-1.105648205E-1,-1.594207883E-1,2.284042984E-1
2.278617042E0,-1.368880421E-1,8.313364349E-3,3.101140559E-1
2.288654042E0,1.150541157E-1,-4.165139422E-2,2.452148944E-1
2.298691042E0,9.903787076E-2,-1.565814205E-2,2.844906747E-1
2.308728042E0,1.321547572E-2,-8.091915399E-2,3.011005521E-1
2.318764042E0,1.407478750E-1,-2.431610674E-1,2.394358665E-1
2.328801042E0,1.499933004E-1,-1.272695065E-1,3.169428110E-1
2.338837875E0,1.561116427E-1,3.636364639E-2,3.737459183E-1
2.348874875E0,3.032640815E-1,-2.263868973E-2,2.855505943E-1
2.358910875E0,-1.944179460E-2,-1.342006475E-1,3.228154182E-1
2.368947875E0,-3.943047225E-1,-3.102046251E-2,2.959778905E-1
2.378984875E0,-6.977977157E-1,1.264727563E-1,3.101168871E-1
2.389021875E0,-1.469662637E-1,1.820948869E-1,3.556072116E-1
2.399058875E0,3.705112338E-1,1.898976862E-1,2.503742576E-1
2.409094875E0,2.333747298E-1,-1.853689179E-2,2.477751225E-1
2.419131875E0,-1.184522882E-1,5.678023398E-2,1.899368614E-1
2.429168875E0,-3.749264181E-1,6.614816934E-2,1.403996646E-1
2.439205875E0,-5.877457559E-2,-8.947311342E-2,1.991761625E-1
2.449241875E0,1.292432696E-1,-8.439393342E-2,-1.828575740E-3
2.459278875E0,4.096795805E-3,-3.761231154E-2,5.103011057E-2
2.469315875E0,-9.868356586E-2,3.713463619E-2,1.453767568E-1
2.479352875E0,8.523939550E-2,1.537880152E-1,-1.882123947E-2
2.489388875E0,9.030134231E-2,1.548226327E-1,9.125782549E-2
2.499425875E0,-2.898787558E-1,2.363577038E-1,8.846683055E-2
2.509462875E0,-6.286185980E-1,1.667525470E-1,-1.756703481E-2
2.519499875E0,-1.571152061E-1,3.884012252E-2,2.050608629E-3
2.529535875E0,4.446093142E-1,6.947857887E-2,-8.994942904E-2
2.539572875E0,3.145658076E-1,1.333513111E-1,1.073323842E-2
2.549609875E0,-1.745354831E-1,1.269125789E-1,-3.006729111E-2
2.559646875E0,-2.882061303E-1,2.020523399E-1,-1.087274849E-1
2.569683875E0,1.613355428E-1,1.255766116E-2,2.552779578E-2
2.579719875E0,3.827321231E-1,-1.632677019E-1,-1.500807703E-1
2.589756875E0,-8.990949392E-2,-1.335070133E-1,-1.930286884E-1
2.599793875E0,-3.377352655E-1,1.083066687E-1,4.659633618E-3
2.609830875E0,-1.299555749E-1,1.401696652E-1,-4.701457918E-2
2.619866875E0,2.472859770E-1,-8.948979899E-3,-2.873970009E-2
2.629903875E0,2.899559140E-1,4.706981033E-2,-5.408282578E-2
2.639940875E0,1.432753354E-2,8.358103223E-3,-3.352002800E-2
2.649977875E0,-2.165802568E-1,9.958788753E-2,7.672765106E-2
2.660013875E0,-1.730922237E-2,1.527893245E-1,-2.689328417E-2
2.670050875E0,2.230900079E-1,1.257722229E-1,5.817614496E-2
2.680087875E0,6.692571193E-2,1.195111275E-1,7.024026662E-2
2.690124875E0,-1.639514863E-1,6.445080042E-2,-2.816508338E-2
2.700161875E0,1.413375884E-1,-5.442871526E-2,4.847323522E-2
2.710197875E0,4.171124399E-1,-7.555876672E-2,3.896977752E-3
2.720234875E0,2.101142555E-1,-4.798652604E-2,1.351844519E-2
2.730271875E0,-1.626909375E-1,2.272387892E-1,9.711559117E-2
2.740308875E0,-7.530703396E-2,1.494387984E-1,5.680412799E-2
2.750344875E0,3.420971036E-1,-9.711958468E-2,2.997156419E-2
2.760381875E0,2.874746025E-1,-9.599226713E-2,-2.849733643E-2
2.770418875E0,-3.525564075E-1,-4.303530976E-2,5.464881659E-2
2.780455875E0,-5.378452539E-1,1.895883381E-1,1.248279065E-1
2.790491875E0,1.685512215E-1,2.261137366E-1,9.444674850E-2
2.800528875E0,4.784659147E-1,3.741972148E-2,7.420246303E-2
2.810565875E0,7.383877784E-2,-7.301117480E-2,2.842059918E-2
2.820602875E0,-4.606690705E-1,-7.135069370E-2,6.859076675E-4
2.830638875E0,-3.481384814E-1,1.092106849E-1,8.589515090E-2
2.840675875E0,2.807512879E-1,1.024016272E-2,2.993388101E-2
2.850712875E0,4.545900226E-1,-9.918047488E-2,-9.084273130E-2
2.860749875E0,-1.310428381E-1,6.284966134E-3,4.027641192E-2
2.870786875E0,-5.871573687E-1,3.370327502E-2,-9.809053503E-3
2.880822875E0,-2.003981918E-1,8.406974375E-3,-3.560230136E-2
2.890859875E0,4.202743471E-1,7.869699597E-2,2.088002861E-2
2.900896875E0,2.702313364E-1,7.392717525E-3,-4.145285487E-2
2.910933875E0,-2.179794014E-1,-1.156952679E-1,3.746372415E-3
2.920969875E0,-4.090423286E-1,-4.398592934E-2,-7.579159737E-2
2.931006875E0,-2.818668187E-1,1.270932704E-1,7.013358176E-3
2.941043875E0,-6.259306520E-2,-2.360195853E-2,-1.496198215E-2
2.951080875E0,5.867655575E-2,-4.998070002E-2,-1.851079464E-1
2.961116875E0,-1.022234932E-2,9.524172172E-3,5.564606935E-2
2.971153875E0,-7.112826221E-3,-3.654084634E-3,2.288515866E-2
2.981190875E0,2.262240350E-1,-1.023702696E-1,-1.077143922E-1
2.991227875E0,1.623965055E-1,6.797163934E-2,4.934720695E-2
3.001264875E0,-4.359944761E-1,4.939609021E-2,-1.226369478E-2
3.011300875E0,-4.240362346E-1,1.700645313E-2,-2.066700533E-2
3.021337875E0,2.439250499E-1,3.092093766E-2,-2.824316546E-2
3.031374875E0,4.752746522E-1,3.704327717E-2,-4.735434800E-2
3.041411875E0,1.119835228E-1,4.009978473E-2,1.565950178E-2
3.051447875E0,-4.625549316E-1,1.538818702E-2,-6.532274187E-3
3.061484875E0,-3.028163910E-1,-1.270211637E-1,-2.570783347E-2
3.071521875E0,3.119767308E-1,-2.403401136E-1,-4.395013675E-2
3.081558875E0,2.942227721E-1,-8.191266656E-2,-3.838492930E-2
3.091595875E0,-1.196487024E-1,1.806936562E-1,6.035629287E-2
3.101631875E0,-4.549023211E-1,-1.677228324E-2,4.023584351E-2
3.111668875E0,-5.624845158E-3,-1.953737140E-1,-2.424861677E-2
3.121705875E0,4.680455029E-1,-2.035360336E-1,-1.802986860E-2
3.131742875E0,4.027149677E-1,2.432303736E-3,5.104313418E-2
3.141778875E0,-3.137472570E-1,1.319207847E-1,1.598103493E-1
3.151815875E0,-3.577650189E-1,-4.522601515E-2,1.231549233E-1
3.161852875E0,3.470171392E-1,-1.671955884E-1,2.915385552E-2
3.171889875E0,6.876804233E-1,-1.234172359E-1,1.126914695E-1
3.181925875E0,2.808154523E-1,1.429135203E-1,1.623439789E-1
3.191962875E0,-3.260195255E-1,2.004018575E-1,2.135841995E-1
3.201999875E0,-2.315225899E-1,-4.577889666E-2,1.204097718E-1
3.212036875E0,-1.746409982E-1,-4.862688109E-2,6.098261103E-2
3.222073875E0,-4.900796711E-2,-2.196533140E-3,1.324613094E-1
3.232109875E0,1.175191402E-1,-1.727002859E-2,1.079197749E-1
3.242146875E0,1.015042216E-1,1.740911454E-1,1.059461012E-1
3.252183875E0,2.776108915E-3,-3.847162239E-3,1.718272269E-1
3.262220875E0,-4.751821980E-2,-7.754215598E-2,8.780422807E-2
3.272256875E0,-1.591455191E-1,-7.591043413E-2,9.819342196E-2
3.282293875E0,-1.464925706E-1,8.986414969E-2,1.399797499E-1
3.292330875E0,2.849345095E-2,3.070408106E-1,1.401207745E-1
3.302367875E0,3.346469700E-1,2.768000588E-2,1.890904456E-1
3.312404875E0,5.810128525E-2,-1.128106639E-1,3.495643288E-2
3.322440875E0,-4.568464756E-1,-1.857985854E-1,1.998217311E-3
3.332477875E0,-3.281026483E-1,-6.190473679E-3,1.163653061E-1
3.342515125E0,3.770283759E-1,2.931427062E-1,6.411834806E-2
3.352552125E0,5.530086160E-1,1.623892337E-1,5.481112748E-2
3.362588125E0,1.636224426E-2,5.723085254E-2,-4.185922444E-2
3.372625125E0,-4.588286877E-1,-2.501102090E-1,-4.432202876E-2
3.382662125E0,-2.299209386E-1,-1.785513312E-1,-7.131902874E-2
3.392699125E0,3.030017316E-1,2.938533425E-1,-1.012432352E-1
3.402736125E0,4.126794934E-1,2.601992488E-1,7.133626193E-2
3.412772125E0,6.931625307E-2,8.035136014E-2,-1.463165581E-1
3.422809125E0,-3.158386350E-1,-1.544193327E-1,-1.427577734E-1
3.432846125E0,-2.363716513E-1,-5.415826663E-2,-4.823447764E-2
3.442883125E0,-3.621485457E-2,2.069958299E-1,-1.572978497E-1
3.452920125E0,1.960165203E-1,5.277217552E-2,2.116278000E-2
3.462956125E0,2.717949152E-1,1.893236339E-1,-1.533544362E-1
3.472993125E0,1.082216278E-1,5.822207779E-2,-6.830391288E-2
3.483030125E0,3.170309821E-3,-7.821459323E-2,-1.531340089E-2
3.493067125E0,-1.027812958E-1,1.477180123E-1,-2.302376032E-1
3.503103125E0,-8.014040068E-3,2.902517654E-2,-6.200501695E-3
3.513140125E0,2.494509518E-1,8.633999527E-2,-9.540382028E-2
3.523177125E0,3.437228501E-1,-1.516905148E-2,-1.507139504E-1
3.533214125E0,-2.182835490E-1,1.330720931E-1,-7.200133801E-2
3.543251125E0,-4.973985255E-1,1.867006868E-1,-5.460370332E-2
3.553287125E0,2.193599753E-2,-6.018605456E-2,-8.091272414E-2
3.563324125E0,3.308456242E-1,1.143146455E-1,-2.097958773E-1
3.573361125E0,1.457305998E-1,9.893596172E-2,-4.336300492E-2
3.583398125E0,-1.043482125E-1,1.584181935E-1,-6.760628521E-2
3.593434125E0,-2.908300757E-1,6.228327006E-2,-1.512515843E-1
3.603471125E0,-1.710096449E-1,-8.176781237E-3,-4.257171229E-2
3.613508125E0,3.329946995E-1,-5.509156734E-2,-1.055737287E-1
3.623545125E0,2.689901590E-1,-1.457663346E-2,-6.710995734E-2
3.633582125E0,-1.058608368E-1,1.077113301E-1,-1.348700467E-2
3.643618125E0,-4.881379008E-1,2.187909931E-1,-2.030256577E-2
3.653655125E0,6.193844602E-2,-4.771807417E-2,3.763083369E-2
3.663692125E0,6.518225074E-1,-1.146172136E-1,-1.140694767E-1
3.673729125E0,2.751097977E-1,1.150557399E-2,-2.165010944E-2
3.683766125E0,-4.365302324E-1,2.570793629E-1,9.077976644E-2
3.693802125E0,-4.428039193E-1,1.839508712E-1,-8.766563237E-2
3.703839125E0,3.327477276E-1,-8.054526523E-3,-3.719899431E-2
3.713876125E0,5.775182843E-1,1.821660437E-2,-1.386989802E-1
3.723913125E0,9.705286473E-2,5.355134606E-3,-9.471368045E-2
3.733949125E0,-5.253491402E-1,7.885117829E-2,-3.454522043E-2
3.743986125E0,-1.761101633E-1,1.945056021E-1,-2.287796885E-1
3.754023125E0,4.418413341E-1,-4.378230497E-2,-5.781171843E-2
3.764060125E0,3.862691522E-1,-9.445640445E-2,-1.387249529E-1
3.774097125E0,-2.586298585E-1,1.013762057E-1,-1.834445447E-1
3.784133125E0,-5.687280893E-1,2.080999762E-1,-3.073728457E-2
3.794170125E0,-1.093634963E-2,2.474468201E-2,-1.624232829E-1
3.804207125E0,4.913347363E-1,-1.713364124E-1,-1.949553937E-1
