"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.644740417E-1,-3.199746094E0,2.619103546E0,1.091649902E1
4.745100417E-1,-2.999312897E0,3.025658112E0,9.046288147E0
4.845470417E-1,-1.690883789E0,4.909191284E0,6.782545624E0
4.945840417E-1,-7.444020081E-1,5.820047150E0,7.181615753E0
5.046210417E-1,-3.894900513E-1,3.339405670E0,1.049093399E1
5.146570417E-1,-1.251996460E0,1.087638245E0,1.357886261E1
5.246940417E-1,-1.677561493E0,1.077459412E0,1.414393753E1
5.347310417E-1,4.679269409E-1,1.570384369E0,1.107651627E1
5.447680417E-1,2.886447601E0,4.228706360E-1,9.442813568E0
5.548050417E-1,2.875969391E0,-5.548960876E-1,8.527916107E0
5.648410417E-1,8.122109985E-1,2.023791504E-1,1.238105347E1
5.748780417E-1,-1.299747162E0,4.364474030E0,9.703721008E0
5.849150417E-1,-1.005459137E0,3.736978912E0,1.189486450E1
5.949520417E-1,2.011517029E0,2.094743958E0,7.623796234E0
6.049880417E-1,2.002685394E0,1.468596039E0,5.839506683E0
6.150250417E-1,-2.460882568E-1,3.901486816E0,6.276747437E0
6.250620417E-1,-2.372715912E0,5.171894989E0,7.325167236E0
6.350990417E-1,-3.348686371E0,3.866309967E0,9.844428406E0
6.451350417E-1,-6.098318481E-1,9.355545044E-2,1.216220856E1
6.551720417E-1,2.875520325E-1,-2.457888794E-1,1.264660126E1
6.652090417E-1,-8.363108826E-1,3.260968781E0,1.102921463E1
6.752460417E-1,-3.382965088E-1,4.863536224E0,9.919721832E0
6.852820417E-1,-3.182382202E-1,3.260220337E0,9.650581512E0
6.953190417E-1,-4.939727783E-1,1.075513458E0,8.738977203E0
7.053560417E-1,2.068698120E-1,2.284848633E0,6.595584412E0
7.153930417E-1,-3.887416077E-1,5.573060760E0,6.522686005E0
7.254290417E-1,-1.183888092E0,5.476960602E0,9.993218994E0
7.354660417E-1,-8.948391724E-1,1.394051056E0,1.331211731E1
7.455030417E-1,-1.408720551E0,-1.312620392E0,1.446187637E1
7.555400417E-1,-2.149979095E0,6.747967529E-1,1.329310684E1
7.655760417E-1,-1.574276276E0,6.102360077E0,7.945028229E0
7.756130417E-1,-5.209167480E-1,8.912915497E0,5.095853119E0
7.856500417E-1,1.027613068E0,5.288203125E0,7.629185028E0
7.956870417E-1,1.209484863E0,-5.867797852E-2,9.762398987E0
8.057230417E-1,-2.158511353E-1,-1.683848419E0,9.590256958E0
8.157600417E-1,-3.710783386E-1,2.271975403E0,8.644373932E0
8.257970417E-1,2.540217590E-1,4.775668945E0,1.002405487E1
8.358340417E-1,1.203647003E0,4.900060272E0,8.952732697E0
8.458700417E-1,1.352886658E0,1.388811951E0,8.184829559E0
8.559070417E-1,-1.092727661E-1,-1.108594666E0,8.582402802E0
8.659440417E-1,-1.598226471E0,-1.769320679E-1,9.552984467E0
8.759810417E-1,-8.662486267E-1,2.568359070E0,8.521329803E0
8.860170417E-1,3.079096985E-1,2.960992584E0,8.345146179E0
8.960540417E-1,-1.128203888E0,8.023315430E-2,1.296783325E1
9.060910417E-1,-2.439327393E0,-2.349065094E0,1.799063828E1
9.161280417E-1,-2.898722076E0,4.134402466E-1,1.842892685E1
9.261640417E-1,-2.184706879E0,5.340294800E0,1.323308167E1
9.362010417E-1,-7.689509583E-1,7.257657623E0,7.532785492E0
9.462380417E-1,-5.129832458E-1,6.306834869E0,4.578079834E0
9.562750417E-1,3.273692322E-1,3.436254272E0,4.214635620E0
9.663120417E-1,-9.834548950E-1,2.214345245E0,5.144052887E0
9.763480417E-1,-2.850222931E0,2.702031097E0,6.146518250E0
9.863850417E-1,-3.546125793E-1,3.004552002E0,6.714586945E0
9.964220417E-1,1.188378754E0,4.439168701E0,7.428302765E0
1.006458042E0,1.035247192E0,2.171384583E0,1.067939209E1
1.016495042E0,1.607656860E-1,-1.261576538E0,1.097098572E1
1.026532042E0,-2.196681976E0,-1.214873657E0,1.099104401E1
1.036569042E0,-1.372795258E0,1.793121185E0,1.166434387E1
1.046606042E0,1.622476044E0,4.361779633E0,1.199066528E1
1.056642042E0,2.427951050E0,3.820505219E0,1.085812042E1
1.066679042E0,9.385482788E-1,5.981561279E-1,1.097338074E1
1.076716042E0,-1.591939545E0,-2.158511353E-1,1.165596130E1
1.086753042E0,-2.303709412E0,2.839744720E0,1.083596649E1
1.096789042E0,-4.141886902E-1,4.973108368E0,8.522377625E0
1.106826042E0,4.076023865E-1,3.705843658E0,6.633006592E0
1.116863042E0,-3.730242920E-1,6.330335999E-1,7.405101013E0
1.126900042E0,-1.311871948E0,8.731343079E-1,7.317533112E0
1.136936042E0,-1.580862579E0,3.924389191E0,7.852969666E0
1.146973042E0,-4.790039063E-2,6.012397156E0,9.572593689E0
1.157010042E0,1.544937286E0,5.912105713E0,1.248703308E1
1.167047042E0,1.000220032E0,6.242768097E0,1.177915512E1
1.177083042E0,1.384620667E-1,5.630840607E0,8.582402802E0
1.187120042E0,-7.117698669E-1,2.292632446E0,5.407954102E0
1.197157042E0,-1.297052765E0,-2.132166138E0,7.698640594E0
1.207194042E0,-2.276765442E-1,-3.584446106E0,1.193138855E1
1.217230042E0,3.888912964E-1,3.161425781E-1,1.319371353E1
1.227267042E0,-3.667373657E-1,4.321663055E0,1.246712448E1
1.237304042E0,-5.640270996E-1,3.427272949E0,1.072310120E1
1.247341042E0,-2.460583191E0,6.450086975E-1,9.094188538E0
1.257377042E0,-3.474724274E0,-1.237925720E-1,8.368946686E0
1.267414042E0,-1.135239258E0,2.966381378E0,7.087162170E0
1.277451042E0,2.245330811E-1,6.712790680E0,7.698790283E0
1.287488042E0,7.511380005E-1,5.886508942E0,9.399703217E0
1.297524042E0,2.520758057E-1,1.875449982E0,1.136017639E1
1.307561042E0,-1.304986267E0,9.526190186E-1,1.058359131E1
1.317598042E0,-7.755372620E-1,4.005221100E0,8.703950043E0
1.327635042E0,5.709127808E-1,6.390061798E0,8.120613098E0
1.337671042E0,3.412902832E-2,4.537663879E0,8.693920898E0
1.347708042E0,-1.181044006E0,5.508544922E-2,9.858050079E0
1.357745042E0,-1.867217102E0,-6.251000977E-1,9.822573853E0
1.367782042E0,-1.424138489E0,3.205284576E0,9.144184570E0
1.377818042E0,-1.176553345E-1,5.049150238E0,7.661667480E0
1.387855042E0,-2.303709412E-1,3.157084808E0,8.200247498E0
1.397892042E0,-7.625143433E-1,1.567390594E0,8.105644226E0
1.407929042E0,-9.475296021E-1,2.565514984E0,9.429940338E0
1.417965042E0,-1.410217438E0,3.589535522E0,1.130089966E1
1.428002042E0,-9.630972290E-1,1.414408722E0,1.265363663E1
1.438039042E0,-4.135899353E-1,-9.845027161E-1,1.090347610E1
1.448076042E0,-7.726931763E-1,7.963439941E-2,1.051668045E1
1.458112042E0,-3.101550293E-1,3.445834351E0,9.915081482E0
1.468149042E0,-1.267414398E0,5.764961700E0,9.782457275E0
1.478186042E0,-2.415676575E0,4.638105011E0,9.546248474E0
1.488223042E0,-1.785187683E0,2.277214508E0,7.898924103E0
1.498259042E0,-2.020049286E0,1.552122345E0,8.180937653E0
1.508296042E0,-1.651365967E0,1.697320404E0,1.002136047E1
1.518333042E0,-9.822573853E-1,2.427651672E0,9.685758362E0
1.528370042E0,-1.130449219E0,4.124523010E0,8.431815948E0
1.538406042E0,-3.802093506E-2,4.902754669E0,8.340505829E0
1.548443042E0,6.851252747E-1,3.794459381E0,9.522447968E0
1.558480042E0,4.210743713E-1,1.250649261E0,1.085213287E1
1.568517042E0,6.981481934E-1,1.609153748E-1,1.054586975E1
1.578553042E0,-2.203417969E-1,2.649041290E0,1.077459412E1
1.588590042E0,-6.694079590E-1,5.311255188E0,8.998537445E0
1.598627042E0,-5.653742981E-1,4.160597992E0,6.630910950E0
1.608664042E0,-1.679657135E0,9.681866455E-1,7.534282379E0
1.618701042E0,-1.733245697E0,-1.124012604E0,1.126781845E1
1.628737042E0,-1.512454834E0,4.204756165E-1,1.276380753E1
1.638774042E0,-1.073717194E0,3.451821899E0,1.067026108E1
1.648811042E0,1.035696259E0,4.144880676E0,7.634274445E0
1.658848042E0,2.418969727E-1,3.471281433E0,8.251740417E0
1.668884042E0,-6.667135620E-1,3.182382202E0,8.084687805E0
1.678921042E0,-7.078779602E-1,2.596650238E0,9.300309906E0
1.688958042E0,-1.216520233E0,3.249742126E0,9.817035370E0
1.698995042E0,6.936575317E-1,2.945424957E0,9.064550171E0
1.709031042E0,2.107018433E0,2.604284363E0,8.293353882E0
1.719068042E0,1.212029572E0,1.592089233E0,9.660011902E0
1.729105042E0,3.143463135E-1,-2.573149109E-1,1.276275970E1
1.739142042E0,-5.819897461E-1,-1.883084106E-1,1.407582916E1
1.749178042E0,-4.734654236E-1,1.674268341E0,1.122575592E1
1.759215042E0,1.312321014E0,3.114573212E0,8.157436523E0
1.769252042E0,1.744622040E0,3.648812256E0,7.383695526E0
1.779289042E0,2.782713318E-1,2.766696625E0,7.045249329E0
1.789325042E0,-1.589843903E0,1.244961090E0,9.174122314E0
1.799362042E0,-2.487826538E0,1.890119476E0,9.596244507E0
1.809399042E0,-9.951306152E-1,3.580105133E0,9.544302521E0
1.819436042E0,-7.192543030E-1,3.527714081E0,1.075094330E1
1.829472042E0,-1.777254181E0,1.726210327E0,1.151450546E1
1.839509042E0,-1.829794922E0,3.625460815E-1,1.021371048E1
1.849546042E0,-1.337618408E0,2.153571625E0,9.053173828E0
1.859583042E0,5.165757751E-1,3.951931915E0,9.903555450E0
1.869619042E0,1.643133087E0,3.726051636E0,1.165895508E1
1.879656042E0,6.875202942E-1,2.261048126E0,1.207688599E1
1.889693042E0,-7.934999084E-1,1.933828583E0,1.013362701E1
1.899730042E0,-4.815486145E-1,3.720513153E0,7.596702576E0
1.909766042E0,1.109941864E0,4.971012726E0,5.973478088E0
1.919803042E0,1.187929688E0,3.874991913E0,7.337890778E0
1.929840042E0,-1.089135132E0,1.277293854E0,1.001552261E1
1.939877042E0,-2.928061066E0,7.655081177E-1,1.065843567E1
1.949914042E0,-2.278561707E0,2.322869568E0,8.865015106E0
1.959950042E0,-8.834628296E-1,3.742966461E0,7.951464844E0
1.969987042E0,7.096742249E-1,3.233126678E0,9.097631378E0
1.980024042E0,-1.496887207E-2,2.249821472E0,1.068942123E1
1.990061042E0,-2.318827972E0,2.568059692E0,1.162916702E1
2.000097042E0,-1.889221344E0,2.807711334E0,1.026550278E1
2.010134042E0,-3.876937866E-1,3.102747803E0,9.076824646E0
2.020171042E0,3.629951477E-1,2.539618835E0,9.736053772E0
2.030208042E0,1.371148682E-1,2.524949341E0,8.610394592E0
2.040244042E0,-1.284478912E0,3.786825256E0,7.290439453E0
2.050281042E0,-7.479945374E-1,4.300107880E0,6.902146912E0
2.060318042E0,4.870870972E-1,3.272644501E0,7.551795959E0
2.070355042E0,6.197113037E-2,2.220632172E0,8.115823059E0
2.080391042E0,2.604583740E-2,1.758842468E0,8.533304901E0
2.090428042E0,-9.487271118E-1,2.251617737E0,9.566157074E0
2.100465042E0,-1.166673889E0,1.503174133E0,1.182900146E1
2.110502042E0,-7.180567932E-1,2.215393066E-2,1.492710892E1
2.120538042E0,-1.659449158E0,2.492317200E-1,1.743244904E1
2.130575042E0,-1.359772339E0,2.428699493E0,1.461021790E1
2.140612042E0,-7.744894409E-1,4.445006561E0,9.700278168E0
2.150649042E0,5.390290833E-1,4.025878143E0,5.493276672E0
2.160685042E0,1.200204163E0,2.852617950E0,4.493356018E0
2.170722042E0,-1.321751404E-1,2.676134949E0,6.576274567E0
2.180759042E0,-1.150507507E0,1.514999542E0,1.083252365E1
2.190796042E0,-2.378853149E0,-1.279838562E-1,1.225830872E1
2.200833042E0,-2.523153076E0,-1.974394226E-1,1.128922394E1
2.210869042E0,-2.206411743E-1,2.561473389E0,8.513396301E0
2.220906042E0,7.226971436E-1,5.389841766E0,6.875502319E0
2.230943042E0,5.212161255E-1,4.609664154E0,7.213050385E0
2.240980042E0,-2.296224976E-1,9.202862549E-1,9.048383789E0
2.251016042E0,-1.951641541E0,-2.306703186E-1,1.262295044E1
2.261053042E0,-1.337768097E0,1.549278259E0,1.395233597E1
2.271090042E0,-2.865042114E-1,4.124672699E0,1.174038574E1
2.281127042E0,-1.466949463E-1,4.554129639E0,8.293653259E0
2.291163042E0,-1.016386414E-1,2.725831604E0,6.848258972E0
2.301200042E0,-1.014141083E0,1.894161072E0,7.697143707E0
2.311237042E0,-1.716031494E0,1.963466949E0,8.210276642E0
2.321274042E0,-1.238374786E0,1.638043671E0,9.181606750E0
2.331310042E0,-4.496649170E-1,1.861977997E0,9.839039612E0
2.341346875E0,1.347198486E-3,2.103276215E0,1.089464447E1
2.351383875E0,1.761836243E-1,3.722010040E0,1.047836014E1
2.361420875E0,-2.558180237E-1,5.566773834E0,8.642278290E0
2.371456875E0,7.042854309E-1,6.365812225E0,6.467750244E0
2.381493875E0,1.705852661E0,2.938838654E0,7.395371246E0
2.391530875E0,7.381150818E-1,-1.413510590E0,9.209598541E0
2.401567875E0,-2.180964661E-1,-2.610421600E0,1.064286804E1
2.411603875E0,-1.107247467E0,3.662882996E-1,1.171957901E1
2.421640875E0,-1.279090118E0,3.908073120E0,1.235725296E1
2.431677875E0,-8.963360596E-1,3.892655182E0,1.040097107E1
2.441714875E0,-1.617835693E0,2.516566772E0,8.569679260E0
2.451751875E0,-4.511618042E-1,1.284029846E0,7.847281494E0
2.461787875E0,6.616241455E-1,1.882635040E0,8.510103149E0
2.471824875E0,7.825726318E-1,2.958597565E0,8.605903931E0
2.481861875E0,1.768422546E0,3.102298737E0,7.646399231E0
2.491898875E0,1.178948364E0,4.718338165E0,6.514004059E0
2.501934875E0,5.152285767E-1,5.658083954E0,8.719068604E0
2.511971875E0,2.375559998E-1,2.740800476E0,1.304597076E1
2.522008875E0,-1.002764740E0,-5.819897461E-1,1.567210968E1
2.532045875E0,-5.373825073E-1,-1.405577087E0,1.385189484E1
2.542081875E0,-4.412823486E-1,2.557132416E0,9.958491211E0
2.552118875E0,-4.213737488E-1,5.485792236E0,8.008196869E0
2.562155875E0,-1.231938171E-1,3.922293549E0,8.381221161E0
2.572192875E0,-1.971400452E0,1.961221619E0,1.003513184E1
2.582228875E0,-1.902992706E0,2.288141785E0,9.544003143E0
2.592265875E0,-2.969824219E-1,4.185146942E0,9.429191895E0
2.602302875E0,3.523672485E-1,4.857848053E0,8.266858978E0
2.612339875E0,8.901988220E-1,1.988315277E0,8.156538391E0
2.622376875E0,-8.951385498E-2,-2.933898926E-2,9.500593414E0
2.632412875E0,-3.179388428E-1,1.386566620E0,9.433832245E0
2.642449875E0,3.800596619E-1,3.426374817E0,1.038405624E1
2.652486875E0,-6.466552734E-2,3.849993896E0,1.055829391E1
2.662523875E0,2.115101624E-1,2.416275330E0,9.374256134E0
2.672559875E0,-3.682342529E-1,2.203118591E0,8.082891541E0
2.682596875E0,-1.328038330E0,3.016078033E0,9.005123749E0
2.692633875E0,-1.326391754E0,2.162253571E0,1.161060562E1
2.702670875E0,-1.994003448E0,1.185534668E0,1.255124954E1
2.712706875E0,-1.260977783E0,1.734892273E0,1.074181229E1
2.722743875E0,1.654060364E-1,3.917503510E0,7.590265961E0
2.732780875E0,2.826123047E-1,5.470673676E0,5.346282349E0
2.742817875E0,-5.275030518E-1,3.526815948E0,7.267387390E0
2.752854875E0,-1.690584412E0,2.366878052E0,9.994865570E0
2.762890875E0,-1.011446686E0,4.154760132E0,1.035830978E1
2.772927875E0,1.236428833E-1,5.747597809E0,9.664502563E0
2.782964875E0,2.950364685E-1,3.151995392E0,1.007749374E1
2.793001875E0,-3.531156921E-1,-6.665638733E-1,1.071247330E1
2.803037875E0,-1.863774261E0,-4.525090027E-1,1.133697464E1
2.813074875E0,-1.988165588E0,3.350931702E0,1.125389740E1
2.823111875E0,-6.950047302E-1,4.988077240E0,9.755064240E0
2.833148875E0,-3.796105957E-1,2.237996063E0,8.448730774E0
2.843184875E0,-1.041683807E0,-1.006806335E0,8.454418945E0
2.853221875E0,-6.445596313E-1,1.414558411E-1,8.388705597E0
2.863258875E0,-6.213578796E-1,4.005819855E0,8.451425171E0
2.873295875E0,-3.146456909E-1,4.206253052E0,8.186027069E0
2.883332875E0,-1.212478638E-1,7.003935242E-1,8.840166779E0
2.893368875E0,-6.652166748E-1,-5.843847656E-1,9.967322845E0
2.903405875E0,-5.206173706E-1,1.908381500E0,9.365125122E0
2.913442875E0,-9.301657104E-1,5.585634613E0,6.094875641E0
2.923479875E0,4.206253052E-2,5.505102081E0,4.122427368E0
2.933515875E0,2.216889954E-1,2.246528320E0,8.273894348E0
2.943552875E0,-1.032103729E0,2.053729248E-1,1.166958298E1
2.953589875E0,-3.912863159E-1,3.293151855E-2,1.243089981E1
2.963626875E0,-6.011499023E-1,8.723858643E-1,1.486768250E1
2.973662875E0,-9.036708069E-1,9.750723267E-1,1.672681641E1
2.983699875E0,7.020401001E-2,2.046544189E0,1.133787277E1
2.993736875E0,2.158511353E-1,4.883893890E0,6.938521271E0
3.003773875E0,4.471202087E-1,4.958588562E0,6.189179535E0
3.013809875E0,-1.631607056E-1,1.728006592E0,9.435927887E0
3.023846875E0,-5.019062805E-1,-9.316625977E-1,1.138128250E1
3.033883875E0,-3.969744873E-1,3.143463135E-1,1.081366287E1
3.043920875E0,-9.288185120E-1,4.282743988E0,9.893675995E0
3.053957875E0,-1.272354126E0,5.371729431E0,8.657097473E0
3.063993875E0,-1.668430481E0,2.364333344E0,8.661887512E0
3.074030875E0,-1.176553345E0,2.480342102E-1,9.921069031E0
3.084067875E0,1.365161133E-1,1.570683746E0,9.421557770E0
3.094104875E0,4.890330505E-1,5.087171173E0,6.989415436E0
3.104140875E0,-6.721023560E-1,3.625011749E0,9.605974274E0
3.114177875E0,-1.478774872E0,6.316864014E-2,1.220322327E1
3.124214875E0,-6.262976074E-1,-4.203259277E-1,1.106948090E1
3.134251875E0,9.479786682E-1,3.166215820E0,8.445437622E0
3.144288875E0,5.888754272E-1,4.992118835E0,9.356143799E0
3.154324875E0,-9.861492920E-1,2.725831604E0,9.184750214E0
3.164361875E0,-1.117725677E0,-4.531077576E-1,8.307574310E0
3.174398875E0,-2.450404358E-1,1.315015411E0,8.332123260E0
3.184435875E0,7.256909180E-1,4.953499146E0,9.497300262E0
3.194471875E0,-2.769241333E-2,7.259304199E0,8.471782837E0
3.204508875E0,-1.150058441E0,5.717510376E0,9.706116028E0
3.214545875E0,-7.699987793E-1,3.154689789E0,9.382638702E0
3.224582875E0,-2.808160400E-1,2.356549530E0,7.299121399E0
3.234619875E0,1.082249451E-1,1.932331696E0,7.134463806E0
3.244655875E0,7.664062500E-2,1.670825500E0,1.074944641E1
3.254692875E0,-1.185085602E0,1.809736633E0,1.393796585E1
3.264729875E0,-1.232836304E0,2.710263977E0,1.155896301E1
3.274766875E0,-4.390370178E-1,2.309397583E0,1.015188904E1
3.284802875E0,5.481600952E-1,1.950144653E0,9.615554352E0
3.294839875E0,6.997947693E-1,5.593867493E-1,1.159159515E1
3.304876875E0,-1.369801483E0,2.154619446E0,1.098340988E1
3.314913875E0,-1.972148895E0,4.988226929E0,8.057743835E0
3.324950875E0,-4.846920776E-1,4.804708557E0,7.292385406E0
3.334986875E0,7.822732544E-1,2.171234894E0,8.083190918E0
3.345024125E0,1.402733002E0,-8.211923218E-1,8.962612152E0
3.355061125E0,-3.552113342E-1,1.003513184E0,1.100092346E1
3.365098125E0,-1.598974915E0,4.433630219E0,1.115435440E1
3.375134125E0,-1.101559296E0,5.180277557E0,9.276359711E0
3.385171125E0,6.647676086E-1,2.275717621E0,8.424930267E0
3.395208125E0,2.651585999E0,-4.291575623E-1,9.443861389E0
3.405245125E0,1.166823578E0,1.255738678E0,1.111124405E1
3.415282125E0,-2.383044434E-1,5.335355072E0,7.968379669E0
3.425318125E0,-7.927514648E-1,5.662724304E0,7.688312073E0
3.435355125E0,-5.807922363E-1,3.966002655E0,9.668843536E0
3.445392125E0,1.515448608E0,2.962339783E-1,1.040426422E1
3.455429125E0,2.392025757E-1,2.411485291E-1,1.030187714E1
3.465465125E0,-6.331832886E-2,1.364412689E0,9.953102417E0
3.475502125E0,-2.119592285E-1,2.534679108E0,1.123818008E1
3.485539125E0,-1.291663971E0,3.990252228E0,9.927206268E0
3.495576125E0,3.062631226E-1,2.398911438E0,8.706794128E0
3.505613125E0,-2.685415649E-1,1.398841095E0,9.094487915E0
3.515649125E0,-5.339396667E-1,3.658392334E-1,1.131137787E1
3.525686125E0,5.777984619E-2,2.320923615E0,1.127215942E1
3.535723125E0,4.640350342E-2,4.862189026E0,1.009845016E1
3.545760125E0,1.692979431E-1,3.516038361E0,9.211245117E0
3.555797125E0,-8.472381592E-1,1.037642212E0,8.343200226E0
3.565833125E0,1.899549866E-1,-3.508703613E-1,9.013506317E0
3.575870125E0,5.028044128E-1,1.991009674E0,9.229357452E0
3.585907125E0,-2.568658447E-1,3.874991913E0,1.009216324E1
3.595944125E0,-5.281018066E-1,3.177891541E0,9.268126831E0
3.605980125E0,-1.430575104E0,7.478448486E-1,1.040112076E1
3.616017125E0,-7.457492065E-1,-1.889071655E-1,1.055979080E1
3.626054125E0,2.674937439E-1,2.034419403E0,8.500373383E0
3.636091125E0,5.523513794E-1,4.505181427E0,8.629554749E0
3.646128125E0,7.228468323E-1,3.280128937E0,9.256151733E0
3.656164125E0,-7.309300232E-1,2.999761963E-1,1.108055786E1
3.666201125E0,-2.570155334E-1,3.673361206E-1,1.150013535E1
3.676238125E0,8.363108826E-1,4.571194153E0,8.986412659E0
3.686275125E0,3.347039795E-1,7.177274780E0,8.160579987E0
3.696312125E0,8.083190918E-3,2.981050873E0,1.011237122E1
3.706348125E0,-1.574425964E0,-3.326083374E-1,1.194216614E1
3.716385125E0,-1.132694550E0,8.096662903E-1,1.130269592E1
3.726422125E0,-6.271957397E-2,5.113516388E0,7.637567596E0
3.736459125E0,-6.984475708E-1,5.852080536E0,8.077652435E0
3.746495125E0,2.725831604E-1,1.653461609E0,9.668693848E0
3.756532125E0,-8.448431396E-1,-2.189945984E-1,1.027328659E1
3.766569125E0,-8.051756287E-1,2.211201782E0,9.699529724E0
3.776606125E0,8.086184692E-1,5.077142029E0,7.504793701E0
3.786643125E0,-2.466870117E-1,3.847000122E0,8.241262207E0
3.796679125E0,-1.006057892E0,-4.041595459E-2,8.831185455E0
3.806716125E0,-1.679806824E0,-1.234782257E0,1.140957367E1
3.816753125E0,-8.307723999E-1,1.949845276E0,1.176927567E1
3.826790125E0,-9.280700684E-3,4.222419434E0,1.008078690E1
3.836827125E0,-6.993457031E-1,3.282973022E0,8.435857544E0
3.846863125E0,-7.595205688E-1,1.475930786E0,8.767567749E0
3.856900125E0,-7.786807251E-1,1.331481171E0,1.104029160E1
3.866937125E0,2.228865051E-1,2.628384247E0,1.086560486E1
3.876974125E0,1.110390930E0,3.663631439E0,7.722291412E0
3.887011125E0,-5.751040649E-1,4.934488678E0,6.951244812E0
3.897047125E0,-1.206042023E0,4.194128265E0,9.551188202E0
3.907084125E0,-9.662406921E-1,2.833308105E0,1.049273026E1
3.917121125E0,-1.029708710E0,1.259929962E0,1.133218460E1
3.927158125E0,1.639091492E-1,1.762285309E0,1.028017227E1
3.937194125E0,-1.000669098E0,4.970863037E0,8.362510071E0
3.947231125E0,-2.293680267E0,6.638844452E0,6.418951721E0
3.957268125E0,-2.215991821E0,2.761607208E0,8.776549072E0
3.967305125E0,-1.964814148E0,-1.262474670E0,1.210323120E1
3.977342125E0,-7.833210754E-1,-6.493496704E-1,1.330687820E1
3.987379125E0,-4.116439819E-1,3.326981506E0,1.197330139E1
3.997415125E0,-4.945715332E-1,5.322930908E0,8.544082489E0
4.007452125E0,-6.917115784E-1,2.354304199E0,8.253836060E0
4.017489125E0,-1.577270050E0,-8.472381592E-2,8.827143860E0
4.027526125E0,-1.372196503E0,8.542735291E-1,8.692274323E0
4.037563125E0,-4.375401306E-1,2.889591064E0,9.694589996E0
4.047599125E0,-4.074526978E-1,3.454067230E0,9.817634125E0
4.057636125E0,-1.442550201E0,1.142873383E0,1.091006241E1
4.067673125E0,-1.921554108E0,1.453477478E0,1.012419662E1
4.077710125E0,-1.268761597E0,3.351829834E0,8.916208649E0
4.087747125E0,-1.018332367E0,4.395908661E0,8.336763611E0
4.097783125E0,-7.704478455E-1,2.927612000E0,8.336015167E0
4.107820125E0,-1.432371368E0,1.274449768E0,8.181985474E0
4.117857125E0,-1.516346741E0,2.395468597E0,8.476722565E0
